game_id,season,game_date,home_team_id,away_team_id,home_team_name,away_team_name,home_team_abbr,away_team_abbr,day_of_week,month,is_weekend,is_holiday_period,rivalry_flag,nationally_televised_flag,home_team_win_pct_entering_game,away_team_win_pct_entering_game,home_team_recent_form,away_team_recent_form,home_score,away_score,home_win_flag,actual_attendance,attendance_tier,temperature_f,precipitation_flag,snow_flag,severe_weather_flag,weather_condition,promotion_flag,promotion_type,expected_promotion_lift_pct,promotion_cost,sponsor_value_estimate,sponsor_category,total_net_ticket_revenue,total_concession_revenue,total_merchandise_revenue,away_team_popularity,home_team_popularity,arena_capacity_feat,dow_ordinal,total_game_day_revenue,rolling_att_3,rolling_att_5,rolling_rev_3,rolling_rev_5,planned_avg_base_price
1325,2020,2020-11-17,3,4,Brooklyn Bridgers,Charlotte Crowns,BKN,CHA,Tuesday,11,0,0,0,0,0.4945,0.2986,0.8,0.3333,121,120,1,14727,Medium,44.0,0,0,0,Clear,1,Premium Experience,3.4,32213.32,10619.74,Financial,1841479.57,969871.95,375100.35,0.61,0.78,17732,1,3186451.87,15565.666666666666,15906.8,3452085.0100000002,3525883.318,185.54746666666665
1796,2020,2020-11-17,14,23,Los Angeles Stars,Philadelphia Founders,LAS,PHI,Tuesday,11,0,0,0,1,0.5422,0.5894,0.4,0.2,106,107,0,19060,Sellout,56.1,0,0,0,Clear,1,Theme Night,6.78,16708.23,61317.33,Auto,2348889.32,1315300.06,518204.46,0.81,0.97,19060,1,4182393.84,18204.333333333332,18002.4,4048834.979999999,3990199.8019999997,206.38253333333336
2424,2020,2020-11-17,30,8,Washington Republic,Denver Peaks,WAS,DEN,Tuesday,11,0,0,0,0,0.3003,0.4744,0.2,0.2,125,126,0,16418,Medium,56.3,1,0,0,Rain,0,None,0.0,0.0,0.0,,2085832.27,1010059.8,432507.77,0.69,0.66,20356,1,3528399.8400000003,19086.333333333332,18813.0,4197416.266666667,4139883.7020000005,183.10426666666663
1482,2020,2020-11-17,7,16,Dallas Wranglers,Miami Storm,DAL,MIA,Tuesday,11,0,0,0,1,0.3895,0.5193,0.4,0.2,110,104,1,16521,Medium,59.7,0,0,0,Clear,0,None,0.0,0.0,0.0,,2094960.24,1066773.05,435193.31,0.84,0.76,19200,1,3596926.6,16862.333333333332,16887.0,3778217.2033333336,3767184.4,202.10693333333333
1639,2020,2020-11-17,10,22,San Francisco Waves,Orlando Rays,GSF,ORL,Tuesday,11,0,0,0,1,0.5906,0.2305,0.6,0.6,100,86,1,16190,High,20.2,0,0,0,Clear,0,None,0.0,0.0,0.0,,2051560.48,1030103.6699999999,430675.52999999997,0.57,0.95,18064,1,3512339.6799999997,17884.333333333332,17335.6,3964486.2133333334,3841106.2939999998,205.9753333333333
2110,2020,2020-11-17,22,7,Orlando Rays,Dallas Wranglers,ORL,DAL,Tuesday,11,0,0,0,0,0.2305,0.3895,0.4,0.4,120,119,1,16369,Medium,50.1,0,0,0,Clear,1,Family Night,5.59,8465.1,72200.41,Financial,2092981.16,1057017.53,444456.27,0.76,0.57,18846,1,3594454.96,16747.0,17015.4,3714496.4066666667,3773262.062,181.27186666666665
2147,2020,2020-11-18,23,24,Philadelphia Founders,Phoenix Firebirds,PHI,PHX,Wednesday,11,0,0,0,1,0.5894,0.4912,0.8,0.0,109,120,0,19095,High,52.7,0,0,0,Clear,0,None,0.0,0.0,0.0,,2458837.83,1237454.99,555695.33,0.86,0.81,20478,2,4251988.15,19834.0,19471.6,4414877.79,4329585.279999999,203.12493333333333
1833,2020,2020-11-18,15,16,Memphis Blues,Miami Storm,MEM,MIA,Wednesday,11,0,0,0,1,0.3528,0.5193,0.4,0.4,98,103,0,16630,High,47.1,0,0,0,Clear,0,None,0.0,0.0,0.0,,2076329.66,1070101.89,466062.39,0.84,0.62,17794,2,3612493.94,16943.666666666668,15584.0,3768181.36,3430616.7339999997,199.25653333333335
1519,2020,2020-11-18,8,23,Denver Peaks,Philadelphia Founders,DEN,PHI,Wednesday,11,0,0,0,1,0.4744,0.5894,0.2,0.6,105,104,1,17953,High,42.2,0,0,0,Clear,0,None,0.0,0.0,0.0,,2309443.83,1167028.72,479662.16000000003,0.81,0.69,19520,2,3956134.71,17152.0,17146.6,3786758.8133333325,3764990.482,200.68173333333334
1990,2020,2020-11-18,19,30,New Orleans Crescents,Washington Republic,NOR,WAS,Wednesday,11,0,0,0,0,0.4,0.3003,0.2,0.2,127,126,1,13319,Medium,67.5,0,0,0,Clear,0,None,0.0,0.0,0.0,,1691233.6400000001,819884.5900000001,339430.58,0.66,0.59,16867,2,2850548.8100000005,15733.666666666666,15176.8,3470604.3066666666,3345352.464,181.67906666666664
2304,2020,2020-11-18,27,12,San Antonio Legends,Indianapolis Racers,SAT,IND,Wednesday,11,0,0,0,0,0.4539,0.4542,0.4,0.6,127,126,1,16600,High,22.1,1,1,0,Snow,1,Family Night,5.68,7232.99,45914.25,Tech,2138079.0,1115204.76,439980.22,0.65,0.75,18418,2,3693263.9799999995,17048.333333333332,16924.8,3808700.516666667,3767994.734,184.93666666666667
1362,2020,2020-11-18,4,3,Charlotte Crowns,Brooklyn Bridgers,CHA,BKN,Wednesday,11,0,0,0,0,0.2986,0.4945,1.0,0.4,106,107,0,16914,High,47.3,0,0,0,Clear,0,None,0.0,0.0,0.0,,2193417.22,1104367.04,449977.51,0.78,0.61,19077,2,3747761.7700000005,17561.333333333332,17003.0,3876997.42,3742870.146,182.08626666666663
1676,2020,2020-11-18,11,28,Houston Meteors,Toronto Towers,HOU,TOR,Wednesday,11,0,0,0,0,0.4197,0.3961,0.2,0.4,98,78,1,17784,Sellout,53.9,0,0,0,Clear,1,Merchandise Giveaway,9.91,18956.01,43455.76,Auto,2234798.15,1206949.22,527348.33,0.79,0.71,18055,2,3969095.7,15917.333333333334,16282.4,3538202.0566666666,3599430.418,184.12226666666663
2027,2020,2020-11-19,20,4,New York Empire,Charlotte Crowns,NYE,CHA,Thursday,11,0,0,0,1,0.4487,0.2986,0.8,0.4,116,122,0,18381,High,35.8,0,0,0,Clear,1,Student Discount,4.7,3916.07,24528.41,Financial,2320242.26,1215364.49,482042.2,0.61,0.88,19812,3,4017648.95,18358.666666666668,18854.0,4099287.196666666,4185992.236,204.55013333333332
1713,2020,2020-11-19,12,22,Indianapolis Racers,Orlando Rays,IND,ORL,Thursday,11,0,0,0,0,0.4542,0.2305,0.4,0.4,104,119,0,17158,Sellout,48.0,0,0,0,Clear,1,Merchandise Giveaway,8.72,23992.79,25738.75,Retail,2200728.33,1113870.3900000001,487431.16000000003,0.57,0.65,17923,3,3802029.8800000004,16921.666666666668,16632.0,3752404.9166666665,3688053.364,182.90066666666667
1556,2020,2020-11-19,8,21,Denver Peaks,Oklahoma City Outlaws,DEN,OKC,Thursday,11,0,0,0,0,0.4744,0.3818,0.6,0.4,129,120,1,17700,High,72.2,0,0,0,Clear,1,Community Night,5.28,7658.84,62841.96,Auto,2238648.44,1109042.23,476661.98,0.67,0.69,19520,3,3824352.65,17849.333333333332,17414.0,3963127.196666666,3826367.5260000005,183.71506666666664
1399,2020,2020-11-19,5,3,Chicago Cyclones,Brooklyn Bridgers,CHI,BKN,Thursday,11,0,0,0,1,0.3879,0.4945,0.6,0.6,117,116,1,18210,Medium,69.3,0,0,0,Clear,0,None,0.0,0.0,0.0,,2296275.92,1158379.16,478203.69,0.78,0.83,20917,3,3932858.77,19221.0,19511.0,4136510.6999999993,4247924.288,203.53213333333332
1242,2020,2020-11-19,1,25,Atlanta Flyers,Portland Pines,ATL,POR,Thursday,11,0,0,0,0,0.5121,0.5078,0.2,0.5,120,121,0,17914,High,58.0,1,0,0,Rain,1,Student Discount,4.49,4021.82,59707.52,Retail,2222931.62,1162638.8900000001,474130.12,0.7,0.72,19621,3,3859700.6300000004,18561.333333333332,18098.6,4135424.453333333,4010035.6,184.32586666666666
2341,2020,2020-11-19,28,16,Toronto Towers,Miami Storm,TOR,MIA,Thursday,11,0,0,0,1,0.3961,0.5193,0.6,0.2,117,108,1,16821,Medium,70.3,0,0,0,Clear,0,None,0.0,0.0,0.0,,2073248.03,1091492.63,446136.31,0.84,0.79,19800,3,3610876.97,18233.333333333332,18701.0,3979842.2300000004,4106793.506,202.71773333333334
1870,2020,2020-11-19,16,28,Miami Storm,Toronto Towers,MIA,TOR,Thursday,11,0,0,0,1,0.5193,0.3961,0.0,0.4,102,89,1,19157,Sellout,65.6,0,0,0,Clear,0,None,0.0,0.0,0.0,,2450323.71,1229061.81,538158.35,0.79,0.84,19600,3,4217543.87,18759.666666666668,18839.0,4157718.1666666665,4196588.458,203.73573333333334
2184,2020,2020-11-19,24,29,Phoenix Firebirds,Salt Lake Summit,PHX,SLC,Thursday,11,0,0,0,0,0.4912,0.3362,0.6,0.2,103,101,1,15467,High,47.9,0,0,0,Clear,1,Corporate Partner Night,3.57,4934.82,50484.71,Beverage,1944931.56,1020532.25,403574.47,0.68,0.86,17125,3,3369038.2800000003,14710.0,14529.6,3276905.5,3190003.09,187.17626666666666
1593,2020,2020-11-20,9,4,Detroit Motors,Charlotte Crowns,DET,CHA,Friday,11,1,0,0,0,0.2,0.2986,0.8,0.4,99,94,1,19316,High,63.2,1,0,0,Rain,0,None,0.0,0.0,0.0,,2462022.34,1288898.5,496699.48,0.61,0.58,20491,4,4247620.32,18515.666666666668,19288.6,4020430.0900000012,4242831.17,195.04879999999997
2378,2020,2020-11-20,28,13,Toronto Towers,Los Angeles Blaze,TOR,LAB,Friday,11,1,0,0,0,0.3961,0.4221,0.8,0.2,120,138,0,19800,Sellout,59.4,0,0,0,Clear,1,Premium Experience,4.01,34068.92,46508.01,Beverage,2433616.21,1339261.63,553279.23,0.73,0.79,19800,4,4326157.07,17945.333333333332,18214.2,3884483.3633333337,3969310.632,199.3244
1750,2020,2020-11-20,13,3,Los Angeles Blaze,Brooklyn Bridgers,LAB,BKN,Friday,11,1,0,0,0,0.4221,0.4945,0.4,0.8,117,109,1,18245,Sellout,72.8,0,0,0,Clear,1,Food Voucher,4.14,13019.99,32089.47,Beverage,2348601.48,1320047.1099999999,490707.07,0.78,0.73,19060,4,4159355.6599999997,17217.333333333332,17410.0,3765761.0700000003,3843902.368,198.10279999999997
1279,2020,2020-11-20,2,25,Boston Harbors,Portland Pines,BOS,POR,Friday,11,1,0,0,1,0.566,0.5078,0.4,1.0,104,102,1,19156,Sellout,66.5,0,0,0,Clear,1,Food Voucher,5.53,13003.58,40826.66,Healthcare,2407910.6,1428713.72,538359.3,0.7,0.91,19156,4,4374983.62,17748.0,18115.8,3966953.4100000006,4022495.946,218.73426666666668
1907,2020,2020-11-20,17,2,Milwaukee Barons,Boston Harbors,MIL,BOS,Friday,11,1,0,1,1,0.4295,0.566,0.6,0.6,108,107,1,17341,Sellout,49.6,0,0,0,Clear,1,Community Night,5.92,8599.08,66368.99,Healthcare,2156791.12,1203207.35,536738.26,0.91,0.8,17341,4,3896736.7300000004,15037.0,15400.0,3248611.106666667,3376356.4560000002,241.94466666666668
2064,2020,2020-11-20,21,7,Oklahoma City Outlaws,Dallas Wranglers,OKC,DAL,Friday,11,1,0,0,0,0.3818,0.3895,0.2,0.4,123,124,0,15894,Medium,66.2,1,0,0,Rain,1,Student Discount,3.73,3737.21,9777.09,Retail,2036443.54,1055835.35,413978.37,0.76,0.67,18203,4,3506257.2600000002,15433.666666666666,15985.6,3368615.2733333334,3534689.878,196.8812
1436,2020,2020-11-20,6,13,Cleveland Comets,Los Angeles Blaze,CLE,LAB,Friday,11,1,0,0,0,0.407,0.4221,1.0,0.4,113,112,1,18816,Sellout,60.1,0,0,0,Clear,1,Merchandise Giveaway,9.42,19572.71,74844.16,Healthcare,2354194.66,1304938.0,547825.0700000001,0.73,0.74,19432,4,4206957.73,17835.0,17725.6,3931861.403333333,3887987.728,198.3064
2221,2020,2020-11-20,25,12,Portland Pines,Indianapolis Racers,POR,IND,Friday,11,1,0,0,0,0.5078,0.4542,0.8,0.6,96,97,0,18980,Sellout,24.5,0,0,0,Clear,0,None,0.0,0.0,0.0,,2376434.07,1270287.56,507422.29,0.65,0.7,19393,4,4154143.92,17288.333333333332,17323.2,3855187.1099999994,3854407.646,197.49200000000002
1473,2020,2020-11-21,6,13,Cleveland Comets,Los Angeles Blaze,CLE,LAB,Saturday,11,1,0,0,0,0.407,0.4221,0.6,0.4,116,117,0,18950,Sellout,64.7,1,0,0,Rain,1,Student Discount,3.84,3712.48,69296.9,Retail,2310664.37,1293472.59,531787.79,0.73,0.74,19432,5,4135924.75,17675.0,18104.2,3911201.86,3995733.2060000002,198.3064
1316,2020,2020-11-21,3,15,Brooklyn Bridgers,Memphis Blues,BKN,MEM,Saturday,11,1,0,0,0,0.4945,0.3528,0.6,0.3333,125,124,1,16166,High,72.5,0,0,0,Clear,1,Food Voucher,5.02,13089.47,31428.36,Auto,2095696.62,1191792.36,442944.72,0.62,0.78,17732,5,3730433.7,15623.666666666666,15673.4,3460848.2466666666,3457290.6620000005,199.12079999999997
2415,2020,2020-11-21,29,20,Salt Lake Summit,New York Empire,SLC,NYE,Saturday,11,1,0,0,1,0.3362,0.4487,0.4,0.4,103,102,1,17866,Sellout,60.8,0,0,0,Clear,0,None,0.0,0.0,0.0,,2241711.13,1261431.66,497585.05,0.88,0.68,18206,5,4000727.84,16856.333333333332,16707.2,3746458.89,3709821.5039999997,214.05146666666667
1944,2020,2020-11-21,18,7,Minneapolis Northstars,Dallas Wranglers,MIN,DAL,Saturday,11,1,0,0,0,0.3164,0.3895,0.4,0.2,110,109,1,16867,High,43.7,0,0,0,Clear,0,None,0.0,0.0,0.0,,2232902.46,1151563.4,451109.35,0.76,0.6,18978,5,3835575.21,16689.666666666668,16872.2,3686385.253333334,3737334.5,195.45600000000002
1787,2020,2020-11-21,14,12,Los Angeles Stars,Indianapolis Racers,LAS,IND,Saturday,11,1,0,0,1,0.5422,0.4542,0.4,0.6,128,127,1,18485,Sellout,43.5,0,0,0,Clear,1,Family Night,6.33,7636.47,19393.66,Auto,2308729.06,1308059.72,508637.56999999995,0.65,0.97,19060,5,4125426.35,18529.666666666668,18043.0,4078407.2799999993,3987121.904,219.95586666666668
2101,2020,2020-11-21,22,29,Orlando Rays,Salt Lake Summit,ORL,SLC,Saturday,11,1,0,0,0,0.2305,0.3362,0.4,0.0,97,96,1,18065,Sellout,63.5,0,0,0,Clear,1,Student Discount,4.15,2993.1,74710.92,Financial,2265243.06,1244745.47,489988.83999999997,0.68,0.57,18846,5,3999977.37,16586.333333333332,16580.2,3652351.69,3656582.2079999996,194.8452
2258,2020,2020-11-21,26,14,Sacramento Capitals,Los Angeles Stars,SAC,LAS,Saturday,11,1,0,0,1,0.399,0.5422,0.6,0.2,98,99,0,17608,Sellout,57.7,0,0,0,Clear,1,Merchandise Giveaway,9.59,18702.59,55952.16,Auto,2173523.7800000003,1205705.54,529905.45,0.97,0.63,17608,5,3909134.7700000005,15673.666666666666,15580.6,3453339.9800000004,3451708.13,213.0334666666667
1630,2020,2020-11-21,10,12,San Francisco Waves,Indianapolis Racers,GSF,IND,Saturday,11,1,0,0,1,0.5906,0.4542,0.8,0.6,105,104,1,17403,Sellout,48.7,0,0,0,Clear,0,None,0.0,0.0,0.0,,2179120.4,1186859.78,483551.0,0.65,0.95,18064,5,3849531.1799999997,17259.666666666668,17439.6,3791657.983333333,3856541.84,219.54866666666666
1667,2020,2020-11-22,11,9,Houston Meteors,Detroit Motors,HOU,DET,Sunday,11,1,0,0,0,0.4197,0.2,0.4,0.6,121,120,1,14646,Medium,52.3,0,0,0,Clear,0,None,0.0,0.0,0.0,,1870001.7,971620.6000000001,376992.99,0.58,0.71,18055,6,3218615.29,16505.333333333332,16387.6,3672943.6300000004,3630406.494,197.69559999999998
2138,2020,2020-11-22,23,30,Philadelphia Founders,Washington Republic,PHI,WAS,Sunday,11,1,0,0,1,0.5894,0.3003,0.6,0.6,99,98,1,19181,High,38.3,0,0,0,Clear,1,Merchandise Giveaway,9.78,19678.88,73239.55,Beverage,2437943.79,1339977.65,568630.04,0.66,0.81,20478,6,4346551.48,19563.333333333332,19463.4,4374765.163333333,4325623.3440000005,216.69826666666668
1824,2020,2020-11-22,15,3,Memphis Blues,Brooklyn Bridgers,MEM,BKN,Sunday,11,1,0,0,0,0.3528,0.4945,0.8,0.8,118,119,0,17794,Sellout,51.7,0,0,0,Clear,1,Theme Night,6.98,16198.86,41580.45,Retail,2192448.46,1211777.51,495211.3,0.78,0.62,17794,6,3899437.2699999996,16844.0,16028.0,3728844.91,3516819.886,195.8632
2295,2020,2020-11-22,26,28,Sacramento Capitals,Toronto Towers,SAC,TOR,Sunday,11,1,0,0,0,0.399,0.3961,0.4,0.2,107,108,0,16499,High,64.7,1,0,0,Rain,0,None,0.0,0.0,0.0,,2141039.34,1102905.51,443862.45,0.79,0.63,17608,6,3687807.3,16041.0,15997.6,3536910.8200000003,3539802.3520000004,196.06680000000003
1353,2020,2020-11-22,3,19,Brooklyn Bridgers,New Orleans Crescents,BKN,NOR,Sunday,11,1,0,0,0,0.4945,0.4,0.4,0.2,118,117,1,17732,Sellout,39.7,0,0,0,Clear,1,Theme Night,7.47,19722.15,35617.46,Retail,2172980.75,1252231.24,495027.78,0.59,0.78,17732,6,3920239.7700000005,15789.666666666666,15518.0,3518975.316666667,3454628.12,199.12079999999997
1510,2020,2020-11-22,7,9,Dallas Wranglers,Detroit Motors,DAL,DET,Sunday,11,1,0,0,0,0.3895,0.2,0.6,0.6,121,122,0,16641,Medium,24.8,1,1,0,Snow,1,Student Discount,3.31,3655.86,25641.92,Tech,2114533.56,1091263.12,429335.76,0.58,0.76,19200,6,3635132.4400000004,17411.333333333332,16590.4,3903076.5833333335,3670955.418,198.71359999999999
2452,2020,2020-11-22,30,23,Washington Republic,Philadelphia Founders,WAS,PHI,Sunday,11,1,0,0,1,0.3003,0.5894,0.6,0.4,110,94,1,19978,Sellout,59.2,0,0,0,Clear,1,Student Discount,4.09,3755.17,71083.43,Auto,2448047.75,1349411.29,534260.98,0.81,0.66,20356,6,4331720.02,17773.666666666668,18619.8,3883548.433333333,4078750.66,213.64426666666668
1981,2020,2020-11-22,19,1,New Orleans Crescents,Atlanta Flyers,NOR,ATL,Sunday,11,1,0,0,0,0.4,0.5121,0.8,0.6,96,80,1,15933,High,59.0,1,0,0,Rain,1,Merchandise Giveaway,9.82,21503.83,14437.34,Financial,2045233.8,1094709.82,463757.2,0.72,0.59,16867,6,3603700.8200000003,14551.0,15104.4,3185392.5,3333020.2060000002,195.2524
1233,2020,2020-11-24,1,15,Atlanta Flyers,Memphis Blues,ATL,MEM,Tuesday,11,0,0,0,0,0.5121,0.3528,0.5,0.5,99,98,1,15781,Medium,19.4,1,0,0,Rain/Cold,0,None,0.0,0.0,0.0,,2043418.38,1019458.95,411749.92000000004,0.62,0.72,19621,1,3474627.25,18273.666666666668,18327.4,4051287.3599999994,4047587.722,184.32586666666666
2018,2020,2020-11-24,20,14,New York Empire,Los Angeles Stars,NYE,LAS,Tuesday,11,0,0,0,1,0.4487,0.5422,0.8,0.2,124,130,0,19327,Sellout,20.2,0,0,0,Clear,1,Family Night,6.84,7787.78,26258.51,Tech,2369651.0700000003,1341536.81,528492.47,0.97,0.88,19812,1,4239680.350000001,18603.0,18567.8,4128816.233333333,4115525.8759999997,204.55013333333332
2175,2020,2020-11-24,24,26,Phoenix Firebirds,Sacramento Capitals,PHX,SAC,Tuesday,11,0,0,0,0,0.4912,0.399,0.4,0.2,109,102,1,14419,Medium,52.6,1,0,0,Rain,0,None,0.0,0.0,0.0,,1737110.47,909980.96,369094.44,0.63,0.86,17125,1,3016185.8699999996,15049.666666666666,14627.4,3356732.616666667,3201515.392,187.17626666666666
1704,2020,2020-11-24,12,14,Indianapolis Racers,Los Angeles Stars,IND,LAS,Tuesday,11,0,0,0,1,0.4542,0.5422,0.6,0.4,102,101,1,17923,Sellout,54.5,0,0,0,Clear,1,Merchandise Giveaway,9.93,20149.22,29992.49,Beverage,2174658.19,1206713.72,546387.01,0.97,0.65,17923,1,3927758.92,16666.666666666668,16568.0,3706053.3699999996,3672999.8600000003,199.86733333333336
1390,2020,2020-11-24,4,21,Charlotte Crowns,Oklahoma City Outlaws,CHA,OKC,Tuesday,11,0,0,0,0,0.2986,0.3818,0.4,0.6,110,111,0,16507,Medium,14.6,0,0,0,Clear,1,Student Discount,3.61,3654.19,21813.96,Financial,2074458.48,1028454.38,424542.99,0.67,0.61,19077,1,3527455.8499999996,17133.0,17264.2,3795593.8433333337,3813955.8079999997,182.08626666666663
2332,2020,2020-11-24,27,18,San Antonio Legends,Minneapolis Northstars,SAT,MIN,Tuesday,11,0,0,0,0,0.4539,0.3164,0.4,0.6,118,121,0,17393,High,35.5,0,0,0,Clear,1,Family Night,5.48,7255.88,73756.33,Retail,2219275.27,1136395.51,461042.18,0.6,0.75,18418,1,3816712.9600000004,17340.333333333332,16618.2,3899465.2866666666,3700336.8839999996,184.93666666666667
1547,2020,2020-11-24,8,22,Denver Peaks,Orlando Rays,DEN,ORL,Tuesday,11,0,0,0,0,0.4744,0.2305,0.8,0.2,110,94,1,16815,Medium,66.9,1,0,0,Rain,0,None,0.0,0.0,0.0,,2190821.49,1105045.42,437760.98,0.57,0.69,19520,1,3733627.89,17750.0,17421.8,3898589.0799999996,3828152.7600000002,183.71506666666664
1861,2020,2020-11-24,16,30,Miami Storm,Washington Republic,MIA,WAS,Tuesday,11,0,0,0,1,0.5193,0.3003,0.8,0.4,124,138,0,18275,High,70.8,0,0,0,Clear,0,None,0.0,0.0,0.0,,2336645.65,1183513.22,484130.95,0.66,0.84,19600,1,4004289.8200000003,19231.666666666668,18991.8,4268476.966666666,4211458.16,203.73573333333334
1741,2020,2020-11-25,13,18,Los Angeles Blaze,Minneapolis Northstars,LAB,MIN,Wednesday,11,0,0,0,0,0.4221,0.3164,0.8,0.4,110,109,1,15242,Medium,59.0,0,0,0,Clear,1,Student Discount,3.7,3198.16,65194.99,Retail,1856352.57,930124.06,390039.75,0.6,0.73,19060,2,3176516.38,17828.333333333332,17543.6,3940505.3633333333,3880913.5939999996,184.52946666666665
1898,2020,2020-11-25,17,7,Milwaukee Barons,Dallas Wranglers,MIL,DAL,Wednesday,11,0,0,0,0,0.4295,0.3895,0.4,0.0,111,112,0,16287,High,55.3,0,0,0,Clear,1,Student Discount,3.67,3312.49,17520.9,Auto,2094310.17,1062924.67,436691.13,0.76,0.8,17341,2,3593925.9699999997,15766.0,15717.0,3462410.176666667,3434018.1840000004,185.95466666666667
2369,2020,2020-11-25,28,26,Toronto Towers,Sacramento Capitals,TOR,SAC,Wednesday,11,0,0,0,0,0.3961,0.399,1.0,0.4,119,100,1,16276,Medium,33.4,0,0,0,Clear,0,None,0.0,0.0,0.0,,2040942.28,1025928.8200000001,414242.3,0.63,0.79,19800,2,3481113.4,18807.0,18264.2,4091240.0000000005,3975312.146,185.75106666666665
2212,2020,2020-11-25,24,26,Phoenix Firebirds,Sacramento Capitals,PHX,SAC,Wednesday,11,0,0,0,0,0.4912,0.399,0.4,0.2,127,128,0,16475,Sellout,26.6,0,0,0,Clear,1,Food Voucher,4.49,11636.06,41721.56,Retail,2065110.5499999998,1128302.6800000002,427755.03,0.63,0.86,17125,2,3621168.26,15105.666666666666,14803.2,3324358.92,3243188.13,187.17626666666666
1584,2020,2020-11-25,9,13,Detroit Motors,Los Angeles Blaze,DET,LAB,Wednesday,11,0,0,0,0,0.2,0.4221,0.4,0.4,117,118,0,16491,Medium,53.9,1,0,0,Rain,0,None,0.0,0.0,0.0,,2103039.58,1053281.18,425793.57,0.73,0.58,20491,2,3582114.3299999996,19505.0,19070.8,4301059.140000001,4188457.159999999,181.47546666666665
2055,2020,2020-11-25,21,3,Oklahoma City Outlaws,Brooklyn Bridgers,OKC,BKN,Wednesday,11,0,0,0,0,0.3818,0.4945,0.4,0.6,112,114,0,16260,High,30.2,0,0,0,Clear,0,None,0.0,0.0,0.0,,2172511.15,1061356.71,439698.64,0.78,0.67,18203,2,3673566.5,15275.666666666666,15602.0,3337488.4233333333,3424230.71,183.30786666666665
1427,2020,2020-11-25,5,30,Chicago Cyclones,Washington Republic,CHI,WAS,Wednesday,11,0,0,0,1,0.3879,0.3003,0.4,0.8,122,108,1,18780,High,50.0,0,0,0,Clear,0,None,0.0,0.0,0.0,,2407452.29,1224785.13,495672.84,0.66,0.83,20917,2,4127910.26,19549.666666666668,19151.4,4244665.1466666665,4149310.796,203.53213333333332
1270,2020,2020-11-25,1,30,Atlanta Flyers,Washington Republic,ATL,WAS,Wednesday,11,0,0,0,0,0.5121,0.3003,0.2,1.0,119,120,0,17167,Medium,51.3,0,0,0,Clear,1,Corporate Partner Night,2.94,4952.07,73372.33,Auto,2202681.39,1111426.01,445578.78,0.66,0.72,19621,2,3759686.1800000006,17772.0,17875.8,3930144.7266666666,3948120.2479999997,184.32586666666666
1778,2020,2020-11-26,14,28,Los Angeles Stars,Toronto Towers,LAS,TOR,Thursday,11,0,0,0,1,0.5422,0.3961,0.6,0.2,124,104,1,16378,Medium,43.0,0,0,0,Clear,0,None,0.0,0.0,0.0,,2143589.34,1037261.45,420530.77999999997,0.79,0.97,19060,3,3601381.57,18338.0,18431.6,4064030.5066666664,4090865.0259999996,206.38253333333336
1464,2020,2020-11-26,6,20,Cleveland Comets,New York Empire,CLE,NYE,Thursday,11,0,0,0,1,0.407,0.4487,0.6,0.4,119,120,0,15366,Medium,33.4,1,0,0,Rain/Cold,0,None,0.0,0.0,0.0,,1876192.17,967034.02,396177.27999999997,0.88,0.74,19432,3,3239403.4699999997,18263.666666666668,18254.2,4057029.553333333,4027693.3379999995,201.69973333333334
2092,2020,2020-11-26,22,5,Orlando Rays,Chicago Cyclones,ORL,CHI,Thursday,11,0,0,0,1,0.2305,0.3879,0.2,0.0,126,127,0,15591,Medium,57.2,0,0,0,Clear,0,None,0.0,0.0,0.0,,1982911.36,952681.33,409101.0,0.83,0.57,18846,3,3344693.69,16614.666666666668,16935.0,3632702.813333333,3747584.31,198.23853333333335
1621,2020,2020-11-26,10,13,San Francisco Waves,Los Angeles Blaze,GSF,LAB,Thursday,11,0,0,0,1,0.5906,0.4221,0.4,0.8,112,111,1,16821,High,28.5,0,0,0,Clear,1,Student Discount,3.15,3665.47,11630.84,Tech,2149348.81,1106335.6800000002,482746.41000000003,0.73,0.95,18064,3,3738430.9000000004,17219.0,17449.2,3785072.4133333336,3851065.9,205.9753333333333
2249,2020,2020-11-26,25,16,Portland Pines,Miami Storm,POR,MIA,Thursday,11,0,0,0,1,0.5078,0.5193,0.8,0.4,113,116,0,18636,Sellout,51.0,0,0,0,Clear,1,Food Voucher,5.0,10768.65,17690.33,Auto,2342638.23,1296384.16,516240.61,0.84,0.7,19393,3,4155262.9999999995,17979.666666666668,17728.2,4000571.696666666,3942669.78,200.88533333333336
1307,2020,2020-11-26,2,10,Boston Harbors,San Francisco Waves,BOS,GSF,Thursday,11,0,0,0,1,0.566,0.5906,0.6,0.6667,107,108,0,18188,High,60.7,0,0,0,Clear,0,None,0.0,0.0,0.0,,2325538.86,1241102.29,507491.39,0.95,0.91,19156,3,4074132.54,18426.0,18245.4,4165325.0066666678,4078561.4899999998,205.16093333333333
1935,2020,2020-11-26,18,22,Minneapolis Northstars,Orlando Rays,MIN,ORL,Thursday,11,0,0,0,0,0.3164,0.2305,0.2,0.4,107,119,0,15990,Medium,35.6,0,0,0,Clear,0,None,0.0,0.0,0.0,,2066177.02,1038183.2,402439.2,0.57,0.6,18978,3,3506799.42,16487.333333333332,16883.6,3642664.206666667,3765069.258,181.88266666666667
