promotion_id,game_id,promotion_flag,promotion_type,promotion_cost,expected_promotion_lift_pct,sponsor_category,sponsor_value_estimate
1649,1649,True,Theme Night,17602.61,6.97,Healthcare,61012.8
1650,1650,False,,0.0,0.0,,0.0
1651,1651,True,Student Discount,4011.03,4.24,Auto,31590.3
1652,1652,True,Family Night,8060.7,6.76,Financial,40909.54
1653,1653,False,,0.0,0.0,,0.0
1654,1654,False,,0.0,0.0,,0.0
1655,1655,True,Premium Experience,27727.57,4.99,Tech,63495.99
1656,1656,False,,0.0,0.0,,0.0
1657,1657,False,,0.0,0.0,,0.0
1658,1658,True,Family Night,8142.9,6.06,Tech,55021.1
1659,1659,True,Corporate Partner Night,4874.24,3.41,Financial,13172.67
1660,1660,False,,0.0,0.0,,0.0
1661,1661,False,,0.0,0.0,,0.0
1662,1662,True,Student Discount,3293.88,3.34,Healthcare,32042.04
1663,1663,False,,0.0,0.0,,0.0
1664,1664,False,,0.0,0.0,,0.0
1665,1665,False,,0.0,0.0,,0.0
1666,1666,False,,0.0,0.0,,0.0
1667,1667,False,,0.0,0.0,,0.0
1668,1668,False,,0.0,0.0,,0.0
1669,1669,False,,0.0,0.0,,0.0
1670,1670,True,Community Night,8223.83,4.14,Financial,23321.44
1671,1671,False,,0.0,0.0,,0.0
1672,1672,False,,0.0,0.0,,0.0
1673,1673,False,,0.0,0.0,,0.0
1674,1674,True,Community Night,9464.02,5.5,Auto,27355.36
1675,1675,True,Community Night,10284.43,4.72,Retail,39069.26
1676,1676,True,Merchandise Giveaway,18956.01,9.91,Auto,43455.76
1677,1677,True,Community Night,9164.01,5.17,Beverage,53667.16
1678,1678,True,Corporate Partner Night,4706.19,2.39,Tech,22570.23
1679,1679,True,Family Night,7083.81,6.29,Auto,7657.29
1680,1680,True,Food Voucher,11485.89,4.38,Financial,67036.55
1681,1681,True,Merchandise Giveaway,25261.17,8.51,Healthcare,48315.52
1682,1682,False,,0.0,0.0,,0.0
1683,1683,False,,0.0,0.0,,0.0
1684,1684,True,Family Night,8843.4,6.73,Beverage,65995.41
1685,1685,True,Community Night,9436.01,5.19,Retail,55558.6
1686,1686,False,,0.0,0.0,,0.0
1687,1687,False,,0.0,0.0,,0.0
1688,1688,True,Food Voucher,12746.0,5.51,Tech,46004.65
1689,1689,True,Theme Night,16702.92,7.64,Tech,34632.12
1690,1690,False,,0.0,0.0,,0.0
1691,1691,True,Food Voucher,12212.46,4.42,Beverage,25464.97
1692,1692,True,Corporate Partner Night,4833.07,2.79,Healthcare,6188.11
1693,1693,True,Theme Night,18500.77,6.96,Healthcare,17077.97
1694,1694,False,,0.0,0.0,,0.0
1695,1695,False,,0.0,0.0,,0.0
1696,1696,True,Family Night,7787.43,6.37,Healthcare,56813.17
1697,1697,True,Merchandise Giveaway,24498.13,9.83,Auto,8918.72
1698,1698,False,,0.0,0.0,,0.0
1699,1699,True,Community Night,8445.73,4.34,Financial,51131.11
1700,1700,False,,0.0,0.0,,0.0
1701,1701,True,Student Discount,3661.41,3.1,Tech,74141.77
1702,1702,False,,0.0,0.0,,0.0
1703,1703,False,,0.0,0.0,,0.0
1704,1704,True,Merchandise Giveaway,20149.22,9.93,Beverage,29992.49
1705,1705,True,Corporate Partner Night,4972.11,3.81,Financial,52192.53
1706,1706,True,Merchandise Giveaway,24940.33,9.43,Retail,46553.65
1707,1707,False,,0.0,0.0,,0.0
1708,1708,False,,0.0,0.0,,0.0
1709,1709,True,Premium Experience,32056.74,4.98,Beverage,11717.58
1710,1710,True,Community Night,7730.79,4.88,Auto,60634.38
1711,1711,True,Student Discount,3612.71,4.4,Tech,21811.04
1712,1712,True,Family Night,7952.84,5.37,Beverage,50584.5
1713,1713,True,Merchandise Giveaway,23992.79,8.72,Retail,25738.75
1714,1714,True,Community Night,8989.75,4.67,Auto,54249.23
1715,1715,True,Food Voucher,11769.46,4.54,Healthcare,60330.81
1716,1716,False,,0.0,0.0,,0.0
1717,1717,True,Student Discount,3605.16,3.79,Healthcare,54988.67
1718,1718,True,Corporate Partner Night,4873.02,3.43,Healthcare,9606.57
1719,1719,False,,0.0,0.0,,0.0
1720,1720,False,,0.0,0.0,,0.0
1721,1721,True,Community Night,9293.11,5.38,Beverage,18295.36
1722,1722,False,,0.0,0.0,,0.0
1723,1723,False,,0.0,0.0,,0.0
1724,1724,False,,0.0,0.0,,0.0
1725,1725,False,,0.0,0.0,,0.0
1726,1726,False,,0.0,0.0,,0.0
1727,1727,True,Family Night,7475.26,5.96,Beverage,50675.57
1728,1728,True,Merchandise Giveaway,20692.31,9.61,Financial,30579.42
1729,1729,True,Corporate Partner Night,4258.92,3.35,Tech,63945.28
1730,1730,True,Community Night,9483.36,4.2,Retail,20952.6
1731,1731,True,Community Night,8553.29,5.82,Financial,20689.85
1732,1732,False,,0.0,0.0,,0.0
1733,1733,False,,0.0,0.0,,0.0
1734,1734,True,Merchandise Giveaway,19881.6,8.3,Healthcare,15291.79
1735,1735,False,,0.0,0.0,,0.0
1736,1736,False,,0.0,0.0,,0.0
1737,1737,False,,0.0,0.0,,0.0
1738,1738,True,Food Voucher,12182.12,4.49,Financial,31262.86
1739,1739,False,,0.0,0.0,,0.0
1740,1740,True,Theme Night,17932.75,6.84,Beverage,60751.22
1741,1741,True,Student Discount,3198.16,3.7,Retail,65194.99
1742,1742,False,,0.0,0.0,,0.0
1743,1743,False,,0.0,0.0,,0.0
1744,1744,True,Community Night,9673.13,5.01,Healthcare,21762.57
1745,1745,False,,0.0,0.0,,0.0
1746,1746,True,Theme Night,18640.79,7.56,Financial,38198.25
1747,1747,True,Merchandise Giveaway,21216.79,9.83,Retail,42263.87
1748,1748,False,,0.0,0.0,,0.0
1749,1749,False,,0.0,0.0,,0.0
1750,1750,True,Food Voucher,13019.99,4.14,Beverage,32089.47
1751,1751,True,Premium Experience,29239.8,4.92,Tech,60853.2
1752,1752,False,,0.0,0.0,,0.0
1753,1753,False,,0.0,0.0,,0.0
1754,1754,True,Premium Experience,32519.38,4.32,Auto,59778.73
1755,1755,True,Food Voucher,11411.38,5.96,Healthcare,38077.45
1756,1756,True,Premium Experience,33096.75,4.78,Financial,69915.02
1757,1757,True,Student Discount,3397.45,4.47,Auto,62706.72
1758,1758,True,Food Voucher,11378.23,4.91,Tech,25343.11
1759,1759,True,Student Discount,3288.36,4.16,Financial,47019.85
1760,1760,False,,0.0,0.0,,0.0
1761,1761,False,,0.0,0.0,,0.0
1762,1762,False,,0.0,0.0,,0.0
1763,1763,True,Student Discount,3695.53,4.34,Financial,14600.64
1764,1764,True,Merchandise Giveaway,23253.13,8.52,Healthcare,21644.28
1765,1765,False,,0.0,0.0,,0.0
1766,1766,True,Corporate Partner Night,5452.98,2.36,Tech,19696.24
1767,1767,False,,0.0,0.0,,0.0
1768,1768,False,,0.0,0.0,,0.0
1769,1769,False,,0.0,0.0,,0.0
1770,1770,True,Premium Experience,28773.79,4.88,Tech,46800.97
1771,1771,False,,0.0,0.0,,0.0
1772,1772,False,,0.0,0.0,,0.0
1773,1773,False,,0.0,0.0,,0.0
1774,1774,True,Family Night,9130.31,5.29,Healthcare,57371.43
1775,1775,False,,0.0,0.0,,0.0
1776,1776,False,,0.0,0.0,,0.0
1777,1777,True,Community Night,8407.19,5.63,Tech,36112.36
1778,1778,False,,0.0,0.0,,0.0
1779,1779,True,Student Discount,3975.62,4.45,Beverage,17088.67
1780,1780,False,,0.0,0.0,,0.0
1781,1781,True,Corporate Partner Night,4326.16,3.27,Retail,38110.54
1782,1782,False,,0.0,0.0,,0.0
1783,1783,False,,0.0,0.0,,0.0
1784,1784,False,,0.0,0.0,,0.0
1785,1785,True,Family Night,7398.13,5.36,Healthcare,14761.46
1786,1786,True,Family Night,9033.0,5.76,Auto,12421.27
1787,1787,True,Family Night,7636.47,6.33,Auto,19393.66
1788,1788,False,,0.0,0.0,,0.0
1789,1789,False,,0.0,0.0,,0.0
1790,1790,False,,0.0,0.0,,0.0
1791,1791,True,Premium Experience,32181.46,4.36,Retail,17868.28
1792,1792,True,Community Night,9190.46,5.93,Retail,41147.56
1793,1793,False,,0.0,0.0,,0.0
1794,1794,True,Merchandise Giveaway,20650.26,9.05,Auto,21656.35
1795,1795,False,,0.0,0.0,,0.0
1796,1796,True,Theme Night,16708.23,6.78,Auto,61317.33
1797,1797,True,Premium Experience,31449.7,4.55,Beverage,31847.99
1798,1798,False,,0.0,0.0,,0.0
1799,1799,False,,0.0,0.0,,0.0
1800,1800,True,Theme Night,19587.0,7.08,Healthcare,17341.56
1801,1801,True,Family Night,7838.98,5.19,Retail,73133.25
1802,1802,True,Community Night,7684.57,4.51,Auto,28598.6
1803,1803,False,,0.0,0.0,,0.0
1804,1804,False,,0.0,0.0,,0.0
1805,1805,True,Merchandise Giveaway,19804.82,9.63,Tech,55022.4
1806,1806,False,,0.0,0.0,,0.0
1807,1807,False,,0.0,0.0,,0.0
1808,1808,False,,0.0,0.0,,0.0
1809,1809,False,,0.0,0.0,,0.0
1810,1810,True,Corporate Partner Night,4610.45,2.97,Beverage,26485.1
1811,1811,False,,0.0,0.0,,0.0
1812,1812,True,Merchandise Giveaway,22125.89,9.52,Financial,47235.75
1813,1813,True,Family Night,9102.83,6.81,Healthcare,56967.66
1814,1814,True,Corporate Partner Night,4934.55,2.75,Beverage,52309.36
1815,1815,True,Merchandise Giveaway,23556.67,9.94,Retail,65571.96
1816,1816,True,Food Voucher,13244.27,4.41,Tech,5674.1
1817,1817,True,Student Discount,3630.8,3.53,Healthcare,35944.18
1818,1818,False,,0.0,0.0,,0.0
1819,1819,False,,0.0,0.0,,0.0
1820,1820,False,,0.0,0.0,,0.0
1821,1821,False,,0.0,0.0,,0.0
1822,1822,True,Food Voucher,12150.86,4.74,Retail,70888.4
1823,1823,False,,0.0,0.0,,0.0
1824,1824,True,Theme Night,16198.86,6.98,Retail,41580.45
1825,1825,False,,0.0,0.0,,0.0
1826,1826,False,,0.0,0.0,,0.0
1827,1827,True,Premium Experience,32248.46,4.59,Retail,25785.05
1828,1828,False,,0.0,0.0,,0.0
1829,1829,True,Food Voucher,12443.89,5.98,Auto,36012.89
1830,1830,True,Family Night,7581.67,6.41,Retail,28229.36
1831,1831,False,,0.0,0.0,,0.0
1832,1832,False,,0.0,0.0,,0.0
1833,1833,False,,0.0,0.0,,0.0
1834,1834,False,,0.0,0.0,,0.0
1835,1835,False,,0.0,0.0,,0.0
1836,1836,False,,0.0,0.0,,0.0
1837,1837,False,,0.0,0.0,,0.0
1838,1838,False,,0.0,0.0,,0.0
1839,1839,True,Corporate Partner Night,5655.87,3.13,Retail,9069.84
1840,1840,True,Theme Night,18158.08,7.97,Financial,29028.27
1841,1841,False,,0.0,0.0,,0.0
1842,1842,True,Theme Night,16505.7,6.59,Financial,8276.42
1843,1843,True,Community Night,8354.21,5.28,Auto,43191.05
1844,1844,True,Premium Experience,27673.36,3.98,Financial,48949.59
1845,1845,True,Community Night,8376.89,4.08,Beverage,57406.57
1846,1846,False,,0.0,0.0,,0.0
1847,1847,True,Student Discount,3603.97,4.47,Beverage,61759.06
1848,1848,False,,0.0,0.0,,0.0
1849,1849,False,,0.0,0.0,,0.0
1850,1850,True,Family Night,7762.54,5.68,Tech,57213.57
1851,1851,True,Corporate Partner Night,4324.75,2.92,Tech,47561.49
1852,1852,True,Food Voucher,12182.21,5.82,Financial,13146.1
1853,1853,True,Merchandise Giveaway,20847.53,9.39,Beverage,27307.06
1854,1854,True,Merchandise Giveaway,20990.74,9.08,Retail,70353.84
1855,1855,True,Community Night,8036.32,5.8,Financial,66994.47
1856,1856,True,Premium Experience,26998.76,3.46,Tech,69446.36
1857,1857,True,Merchandise Giveaway,22159.21,9.7,Financial,63306.59
1858,1858,False,,0.0,0.0,,0.0
1859,1859,False,,0.0,0.0,,0.0
1860,1860,False,,0.0,0.0,,0.0
1861,1861,False,,0.0,0.0,,0.0
1862,1862,False,,0.0,0.0,,0.0
1863,1863,True,Family Night,7308.93,5.66,Beverage,33115.16
1864,1864,False,,0.0,0.0,,0.0
1865,1865,False,,0.0,0.0,,0.0
1866,1866,True,Community Night,8674.73,6.0,Retail,40088.9
1867,1867,False,,0.0,0.0,,0.0
1868,1868,True,Merchandise Giveaway,20487.19,9.59,Healthcare,42270.5
1869,1869,False,,0.0,0.0,,0.0
1870,1870,False,,0.0,0.0,,0.0
1871,1871,False,,0.0,0.0,,0.0
1872,1872,True,Merchandise Giveaway,22393.64,9.45,Auto,57557.63
1873,1873,True,Corporate Partner Night,4628.59,3.22,Financial,23085.15
1874,1874,True,Food Voucher,12308.35,4.7,Healthcare,69746.47
1875,1875,False,,0.0,0.0,,0.0
1876,1876,False,,0.0,0.0,,0.0
1877,1877,True,Food Voucher,13418.09,5.24,Auto,49109.25
1878,1878,False,,0.0,0.0,,0.0
1879,1879,False,,0.0,0.0,,0.0
1880,1880,True,Student Discount,3411.69,4.32,Beverage,32377.59
1881,1881,True,Student Discount,3886.63,3.95,Retail,55279.88
1882,1882,True,Food Voucher,11188.24,5.0,Tech,49977.73
1883,1883,True,Family Night,7441.57,5.03,Auto,68997.58
1884,1884,True,Food Voucher,11913.81,4.5,Financial,56327.06
1885,1885,True,Community Night,8395.82,4.72,Retail,42686.69
1886,1886,True,Family Night,7361.06,5.16,Beverage,58204.72
1887,1887,False,,0.0,0.0,,0.0
1888,1888,False,,0.0,0.0,,0.0
1889,1889,False,,0.0,0.0,,0.0
1890,1890,True,Merchandise Giveaway,24432.04,8.71,Tech,29136.55
1891,1891,True,Corporate Partner Night,4953.96,2.66,Retail,17386.5
1892,1892,True,Corporate Partner Night,4979.64,2.14,Retail,68445.28
1893,1893,False,,0.0,0.0,,0.0
1894,1894,False,,0.0,0.0,,0.0
1895,1895,True,Theme Night,17285.86,6.68,Auto,56057.99
1896,1896,False,,0.0,0.0,,0.0
1897,1897,False,,0.0,0.0,,0.0
1898,1898,True,Student Discount,3312.49,3.67,Auto,17520.9
1899,1899,True,Food Voucher,12293.78,5.65,Tech,49119.6
1900,1900,True,Theme Night,15389.59,7.4,Auto,43023.15
1901,1901,True,Merchandise Giveaway,25211.94,8.69,Tech,49695.33
1902,1902,True,Merchandise Giveaway,20727.27,8.46,Healthcare,21490.99
1903,1903,False,,0.0,0.0,,0.0
1904,1904,True,Food Voucher,12313.48,5.17,Financial,40368.44
1905,1905,False,,0.0,0.0,,0.0
1906,1906,True,Food Voucher,11752.49,4.42,Financial,38768.1
1907,1907,True,Community Night,8599.08,5.92,Healthcare,66368.99
1908,1908,False,,0.0,0.0,,0.0
1909,1909,True,Family Night,8583.63,5.96,Tech,19962.27
1910,1910,False,,0.0,0.0,,0.0
1911,1911,True,Premium Experience,26437.23,4.55,Beverage,38968.1
1912,1912,True,Merchandise Giveaway,21578.1,9.59,Retail,61790.48
1913,1913,False,,0.0,0.0,,0.0
1914,1914,True,Community Night,10226.47,5.31,Healthcare,36061.3
1915,1915,False,,0.0,0.0,,0.0
1916,1916,True,Premium Experience,33120.89,4.84,Retail,59918.06
1917,1917,True,Student Discount,3319.48,3.52,Healthcare,60630.81
1918,1918,True,Theme Night,19974.45,7.58,Healthcare,23716.21
1919,1919,True,Family Night,8224.41,6.71,Healthcare,41978.86
1920,1920,True,Premium Experience,29114.92,4.65,Auto,6660.77
1921,1921,True,Student Discount,3591.92,3.72,Healthcare,33152.23
1922,1922,False,,0.0,0.0,,0.0
1923,1923,True,Corporate Partner Night,5008.09,2.38,Financial,10150.42
1924,1924,False,,0.0,0.0,,0.0
1925,1925,False,,0.0,0.0,,0.0
1926,1926,False,,0.0,0.0,,0.0
1927,1927,True,Corporate Partner Night,4666.38,2.5,Financial,43277.04
1928,1928,True,Student Discount,3030.0,4.24,Auto,59071.16
1929,1929,True,Premium Experience,28227.79,3.66,Financial,13215.43
1930,1930,False,,0.0,0.0,,0.0
1931,1931,False,,0.0,0.0,,0.0
1932,1932,False,,0.0,0.0,,0.0
1933,1933,False,,0.0,0.0,,0.0
1934,1934,False,,0.0,0.0,,0.0
1935,1935,False,,0.0,0.0,,0.0
1936,1936,False,,0.0,0.0,,0.0
1937,1937,True,Corporate Partner Night,4305.34,2.83,Auto,34007.84
1938,1938,False,,0.0,0.0,,0.0
1939,1939,False,,0.0,0.0,,0.0
1940,1940,False,,0.0,0.0,,0.0
1941,1941,True,Student Discount,3797.87,3.29,Financial,13677.26
1942,1942,False,,0.0,0.0,,0.0
1943,1943,True,Community Night,7719.86,4.29,Healthcare,20687.97
1944,1944,False,,0.0,0.0,,0.0
1945,1945,False,,0.0,0.0,,0.0
1946,1946,True,Food Voucher,11629.36,4.21,Financial,6619.66
1947,1947,False,,0.0,0.0,,0.0
1948,1948,False,,0.0,0.0,,0.0
1949,1949,False,,0.0,0.0,,0.0
1950,1950,False,,0.0,0.0,,0.0
1951,1951,False,,0.0,0.0,,0.0
1952,1952,False,,0.0,0.0,,0.0
1953,1953,False,,0.0,0.0,,0.0
1954,1954,True,Theme Night,19212.09,7.77,Healthcare,18799.81
1955,1955,False,,0.0,0.0,,0.0
1956,1956,False,,0.0,0.0,,0.0
1957,1957,False,,0.0,0.0,,0.0
1958,1958,True,Food Voucher,10252.99,5.25,Auto,34024.97
1959,1959,True,Family Night,7268.93,5.7,Healthcare,65273.51
1960,1960,False,,0.0,0.0,,0.0
1961,1961,True,Merchandise Giveaway,22320.76,8.02,Beverage,15375.17
1962,1962,False,,0.0,0.0,,0.0
1963,1963,True,Theme Night,19646.39,6.52,Auto,62831.83
1964,1964,False,,0.0,0.0,,0.0
1965,1965,False,,0.0,0.0,,0.0
1966,1966,False,,0.0,0.0,,0.0
1967,1967,False,,0.0,0.0,,0.0
1968,1968,False,,0.0,0.0,,0.0
1969,1969,False,,0.0,0.0,,0.0
1970,1970,True,Premium Experience,29938.87,3.29,Healthcare,20293.69
1971,1971,True,Premium Experience,30595.07,4.4,Beverage,47952.87
1972,1972,False,,0.0,0.0,,0.0
1973,1973,False,,0.0,0.0,,0.0
1974,1974,True,Food Voucher,12989.77,4.2,Tech,22295.02
1975,1975,True,Corporate Partner Night,5621.4,3.5,Healthcare,7858.15
1976,1976,True,Corporate Partner Night,5253.52,3.08,Auto,10963.63
1977,1977,False,,0.0,0.0,,0.0
1978,1978,True,Student Discount,3618.38,3.5,Auto,42312.19
1979,1979,False,,0.0,0.0,,0.0
1980,1980,True,Merchandise Giveaway,24708.31,8.34,Financial,8823.13
1981,1981,True,Merchandise Giveaway,21503.83,9.82,Financial,14437.34
1982,1982,True,Merchandise Giveaway,24664.91,9.85,Healthcare,71558.19
1983,1983,True,Premium Experience,31326.36,3.06,Auto,52060.98
1984,1984,False,,0.0,0.0,,0.0
1985,1985,True,Merchandise Giveaway,19613.58,8.32,Tech,53912.43
1986,1986,True,Corporate Partner Night,4527.65,2.15,Beverage,24751.88
1987,1987,False,,0.0,0.0,,0.0
1988,1988,False,,0.0,0.0,,0.0
1989,1989,False,,0.0,0.0,,0.0
1990,1990,False,,0.0,0.0,,0.0
1991,1991,False,,0.0,0.0,,0.0
1992,1992,False,,0.0,0.0,,0.0
1993,1993,False,,0.0,0.0,,0.0
1994,1994,True,Premium Experience,30787.0,3.68,Retail,7896.26
1995,1995,True,Family Night,7109.67,6.35,Financial,32698.87
1996,1996,True,Student Discount,3122.44,4.2,Financial,34883.85
1997,1997,False,,0.0,0.0,,0.0
1998,1998,True,Premium Experience,32113.05,4.98,Auto,51281.89
1999,1999,False,,0.0,0.0,,0.0
2000,2000,False,,0.0,0.0,,0.0
2001,2001,False,,0.0,0.0,,0.0
2002,2002,True,Community Night,8969.11,5.38,Auto,35207.59
2003,2003,True,Community Night,8478.85,4.85,Healthcare,52437.97
2004,2004,True,Corporate Partner Night,4360.43,2.0,Auto,21313.13
2005,2005,True,Premium Experience,32304.37,4.33,Auto,54437.7
2006,2006,False,,0.0,0.0,,0.0
2007,2007,True,Family Night,7929.02,6.86,Retail,67510.28
2008,2008,True,Corporate Partner Night,4337.88,3.32,Retail,52704.39
2009,2009,False,,0.0,0.0,,0.0
2010,2010,True,Family Night,7887.86,5.71,Healthcare,49549.56
2011,2011,True,Corporate Partner Night,4322.18,3.78,Beverage,56951.95
2012,2012,True,Family Night,7074.69,5.53,Healthcare,62734.26
2013,2013,True,Premium Experience,30523.23,4.68,Beverage,31538.49
2014,2014,False,,0.0,0.0,,0.0
2015,2015,True,Premium Experience,30660.45,4.85,Financial,52660.45
2016,2016,False,,0.0,0.0,,0.0
2017,2017,True,Corporate Partner Night,4300.65,3.24,Retail,31455.05
2018,2018,True,Family Night,7787.78,6.84,Tech,26258.51
2019,2019,False,,0.0,0.0,,0.0
2020,2020,True,Premium Experience,30580.46,3.68,Financial,8412.7
2021,2021,False,,0.0,0.0,,0.0
2022,2022,False,,0.0,0.0,,0.0
2023,2023,False,,0.0,0.0,,0.0
2024,2024,True,Food Voucher,13244.0,4.49,Financial,15083.36
2025,2025,False,,0.0,0.0,,0.0
2026,2026,False,,0.0,0.0,,0.0
2027,2027,True,Student Discount,3916.07,4.7,Financial,24528.41
2028,2028,True,Family Night,7740.76,5.65,Retail,19043.15
2029,2029,True,Food Voucher,12845.31,4.69,Healthcare,37081.88
2030,2030,True,Corporate Partner Night,4626.84,3.0,Financial,35031.58
2031,2031,True,Family Night,7637.11,6.52,Retail,68485.02
2032,2032,True,Food Voucher,10885.97,5.77,Beverage,43196.74
2033,2033,True,Community Night,7745.84,5.16,Beverage,54218.64
2034,2034,True,Food Voucher,13103.6,5.73,Financial,31843.88
2035,2035,False,,0.0,0.0,,0.0
2036,2036,True,Premium Experience,26059.89,3.07,Healthcare,62742.68
2037,2037,False,,0.0,0.0,,0.0
2038,2038,False,,0.0,0.0,,0.0
2039,2039,False,,0.0,0.0,,0.0
2040,2040,False,,0.0,0.0,,0.0
2041,2041,True,Corporate Partner Night,5186.09,2.07,Healthcare,50249.07
2042,2042,True,Merchandise Giveaway,23218.31,9.88,Beverage,5157.57
2043,2043,True,Premium Experience,27363.06,3.98,Beverage,25391.29
2044,2044,False,,0.0,0.0,,0.0
2045,2045,True,Student Discount,3395.16,3.11,Retail,11980.45
2046,2046,True,Community Night,9041.42,4.9,Retail,59095.92
2047,2047,True,Community Night,8239.33,5.69,Auto,66693.33
2048,2048,True,Family Night,8536.02,6.31,Beverage,48515.87
2049,2049,True,Corporate Partner Night,5329.22,2.32,Beverage,42998.77
2050,2050,True,Premium Experience,32990.35,3.91,Financial,39542.14
2051,2051,False,,0.0,0.0,,0.0
2052,2052,False,,0.0,0.0,,0.0
2053,2053,True,Food Voucher,10427.48,4.6,Healthcare,19592.92
2054,2054,True,Community Night,8322.52,4.2,Healthcare,56120.84
2055,2055,False,,0.0,0.0,,0.0
2056,2056,True,Theme Night,17506.48,6.98,Auto,51499.83
2057,2057,False,,0.0,0.0,,0.0
2058,2058,False,,0.0,0.0,,0.0
2059,2059,True,Premium Experience,29325.92,3.97,Beverage,21043.93
2060,2060,False,,0.0,0.0,,0.0
2061,2061,True,Theme Night,20263.36,7.97,Retail,53047.29
2062,2062,False,,0.0,0.0,,0.0
2063,2063,True,Food Voucher,10996.59,5.14,Tech,5537.72
2064,2064,True,Student Discount,3737.21,3.73,Retail,9777.09
2065,2065,True,Merchandise Giveaway,20398.61,9.55,Tech,70461.9
2066,2066,True,Community Night,7876.99,5.61,Beverage,8759.54
2067,2067,False,,0.0,0.0,,0.0
2068,2068,False,,0.0,0.0,,0.0
2069,2069,True,Community Night,10089.94,4.33,Auto,43840.1
2070,2070,False,,0.0,0.0,,0.0
2071,2071,True,Corporate Partner Night,5102.03,2.82,Auto,56977.19
2072,2072,False,,0.0,0.0,,0.0
2073,2073,True,Corporate Partner Night,4845.26,2.4,Retail,30820.35
2074,2074,True,Family Night,7880.07,5.6,Healthcare,25963.87
2075,2075,False,,0.0,0.0,,0.0
2076,2076,True,Community Night,7884.7,5.37,Retail,57039.17
2077,2077,True,Theme Night,19281.98,7.13,Beverage,72593.93
2078,2078,False,,0.0,0.0,,0.0
2079,2079,True,Merchandise Giveaway,24104.39,8.07,Retail,45813.36
2080,2080,True,Merchandise Giveaway,23160.79,8.9,Retail,72190.99
2081,2081,True,Food Voucher,11636.62,4.26,Healthcare,15492.1
2082,2082,False,,0.0,0.0,,0.0
2083,2083,True,Corporate Partner Night,4459.52,2.7,Financial,53380.44
2084,2084,False,,0.0,0.0,,0.0
2085,2085,True,Corporate Partner Night,4425.4,2.18,Tech,57075.36
2086,2086,False,,0.0,0.0,,0.0
2087,2087,False,,0.0,0.0,,0.0
2088,2088,True,Food Voucher,11482.42,5.44,Healthcare,37814.32
2089,2089,False,,0.0,0.0,,0.0
2090,2090,False,,0.0,0.0,,0.0
2091,2091,False,,0.0,0.0,,0.0
2092,2092,False,,0.0,0.0,,0.0
2093,2093,False,,0.0,0.0,,0.0
2094,2094,True,Theme Night,18784.86,6.29,Healthcare,53487.52
2095,2095,True,Merchandise Giveaway,21153.19,8.1,Auto,46914.7
2096,2096,False,,0.0,0.0,,0.0
2097,2097,False,,0.0,0.0,,0.0
2098,2098,True,Premium Experience,30566.54,3.46,Financial,30539.32
2099,2099,True,Student Discount,4021.58,4.38,Tech,23605.4
2100,2100,True,Family Night,7806.86,6.18,Beverage,71460.27
2101,2101,True,Student Discount,2993.1,4.15,Financial,74710.92
2102,2102,True,Food Voucher,10409.65,5.14,Healthcare,19704.98
2103,2103,True,Corporate Partner Night,4471.61,2.2,Auto,20972.09
2104,2104,True,Community Night,8371.08,5.34,Tech,43218.01
2105,2105,True,Merchandise Giveaway,23140.06,9.05,Financial,55459.49
2106,2106,True,Corporate Partner Night,5074.61,3.63,Auto,43480.36
2107,2107,False,,0.0,0.0,,0.0
2108,2108,False,,0.0,0.0,,0.0
2109,2109,True,Corporate Partner Night,4280.85,3.74,Healthcare,71360.98
2110,2110,True,Family Night,8465.1,5.59,Financial,72200.41
2111,2111,True,Premium Experience,25945.0,4.98,Tech,45331.17
2112,2112,False,,0.0,0.0,,0.0
2113,2113,True,Student Discount,3149.83,3.85,Auto,51902.52
2114,2114,True,Theme Night,19651.3,7.06,Auto,47347.29
2115,2115,True,Food Voucher,13228.12,4.18,Healthcare,74209.61
2116,2116,True,Student Discount,3331.9,4.0,Beverage,72129.16
2117,2117,False,,0.0,0.0,,0.0
2118,2118,True,Merchandise Giveaway,23770.21,9.19,Healthcare,20329.59
2119,2119,False,,0.0,0.0,,0.0
2120,2120,False,,0.0,0.0,,0.0
2121,2121,False,,0.0,0.0,,0.0
2122,2122,False,,0.0,0.0,,0.0
2123,2123,True,Merchandise Giveaway,22083.87,9.66,Financial,40161.0
2124,2124,True,Merchandise Giveaway,21136.98,8.33,Retail,71174.18
2125,2125,True,Community Night,9890.52,4.58,Healthcare,42010.42
2126,2126,False,,0.0,0.0,,0.0
2127,2127,True,Family Night,7744.33,6.1,Retail,43598.28
2128,2128,True,Student Discount,3721.99,4.65,Financial,14586.1
2129,2129,False,,0.0,0.0,,0.0
2130,2130,True,Family Night,8100.62,5.19,Auto,24544.08
2131,2131,True,Merchandise Giveaway,19818.7,8.67,Tech,9425.01
2132,2132,True,Family Night,9047.48,5.36,Tech,6933.39
2133,2133,True,Family Night,8258.32,5.69,Tech,7632.55
2134,2134,False,,0.0,0.0,,0.0
2135,2135,True,Merchandise Giveaway,23878.94,8.19,Auto,8588.61
2136,2136,True,Theme Night,16755.42,6.79,Auto,45486.66
2137,2137,False,,0.0,0.0,,0.0
2138,2138,True,Merchandise Giveaway,19678.88,9.78,Beverage,73239.55
2139,2139,False,,0.0,0.0,,0.0
2140,2140,True,Merchandise Giveaway,24738.76,9.54,Beverage,73153.01
2141,2141,False,,0.0,0.0,,0.0
2142,2142,False,,0.0,0.0,,0.0
