game_id,temperature_f,precipitation_flag,snow_flag,severe_weather_flag,weather_condition
1413,6.9,False,False,False,Clear
1414,15.3,True,True,False,Snow
1415,56.5,True,False,False,Rain
1416,65.4,False,False,False,Clear
1417,47.5,False,False,False,Clear
1418,51.6,False,False,False,Clear
1419,12.6,False,False,False,Clear
1420,34.6,False,False,False,Clear
1421,29.1,True,True,False,Snow
1422,26.7,False,False,False,Clear
1423,59.1,False,False,False,Clear
1424,37.2,False,False,False,Clear
1425,29.0,True,True,False,Snow
1426,72.2,True,False,False,Rain
1427,50.0,False,False,False,Clear
1428,30.8,False,False,False,Clear
1429,35.6,False,False,False,Clear
1430,27.0,True,False,False,Rain/Cold
1431,33.3,True,True,False,Snow
1432,54.2,False,False,False,Clear
1433,79.6,False,False,False,Clear
1434,53.7,False,False,False,Clear
1435,65.2,True,False,False,Rain
1436,60.1,False,False,False,Clear
1437,27.5,False,False,False,Clear
1438,32.4,False,False,False,Clear
1439,10.3,False,False,False,Clear
1440,8.4,False,False,False,Clear
1441,15.6,False,False,False,Clear
1442,67.1,False,False,False,Clear
1443,59.3,False,False,False,Clear
1444,26.1,False,False,False,Clear
1445,29.0,True,False,False,Rain/Cold
1446,24.3,False,False,False,Clear
1447,40.3,False,False,False,Clear
1448,27.6,True,True,False,Snow
1449,23.7,False,False,False,Clear
1450,29.2,False,False,False,Clear
1451,46.3,False,False,False,Clear
1452,62.0,False,False,False,Clear
1453,51.3,False,False,False,Clear
1454,57.6,True,False,False,Rain
1455,27.5,False,False,False,Clear
1456,29.3,False,False,False,Clear
1457,13.0,True,True,False,Snow
1458,17.2,False,False,False,Clear
1459,29.1,False,False,False,Clear
1460,55.8,False,False,False,Clear
1461,36.6,True,False,False,Rain/Cold
1462,55.3,False,False,False,Clear
1463,47.4,False,False,False,Clear
1464,33.4,True,False,False,Rain/Cold
1465,23.4,False,False,False,Clear
1466,30.0,False,False,False,Clear
1467,31.6,False,False,False,Clear
1468,27.6,False,False,False,Clear
1469,53.9,False,False,False,Clear
1470,35.5,False,False,False,Clear
1471,55.7,False,False,False,Clear
1472,66.7,True,False,False,Rain
1473,64.7,True,False,False,Rain
1474,26.4,True,False,False,Rain/Cold
1475,48.9,False,False,False,Clear
1476,23.6,False,False,False,Clear
1477,26.1,True,True,False,Snow
1478,29.0,False,False,False,Clear
1479,43.1,False,False,False,Clear
1480,29.8,False,False,False,Clear
1481,44.2,False,False,False,Clear
1482,59.7,False,False,False,Clear
1483,27.9,True,True,False,Snow
1484,41.8,False,False,False,Clear
1485,15.0,True,False,False,Rain/Cold
1486,21.6,False,False,False,Clear
1487,14.7,True,False,False,Rain/Cold
1488,57.7,False,False,False,Clear
1489,43.1,False,False,False,Clear
1490,67.8,False,False,False,Clear
1491,54.3,False,False,False,Clear
1492,14.4,True,False,False,Rain/Cold
1493,41.9,False,False,False,Clear
1494,23.9,False,False,False,Clear
1495,26.6,True,True,False,Snow
1496,24.4,True,True,False,Snow
1497,43.4,False,False,False,Clear
1498,83.1,False,False,False,Clear
1499,45.7,True,False,False,Rain/Cold
1500,64.5,False,False,False,Clear
1501,36.0,False,False,False,Clear
1502,26.9,True,False,False,Rain/Cold
1503,5.2,False,False,False,Clear
1504,53.2,False,False,False,Clear
1505,9.3,True,True,False,Snow
1506,34.0,True,False,True,Severe Storm
1507,46.3,False,False,False,Clear
1508,43.8,False,False,False,Clear
1509,55.8,False,False,False,Clear
1510,24.8,True,True,False,Snow
1511,20.7,False,False,False,Clear
1512,35.8,False,False,False,Clear
1513,22.0,False,False,False,Clear
1514,21.9,False,False,False,Clear
1515,43.6,False,False,False,Clear
1516,62.1,True,False,False,Rain
1517,48.6,False,False,False,Clear
1518,58.0,False,False,False,Clear
1519,42.2,False,False,False,Clear
1520,5.0,True,True,False,Snow
1521,51.3,False,False,False,Clear
1522,17.0,False,False,False,Clear
1523,39.5,False,False,False,Clear
1524,41.2,False,False,False,Clear
1525,47.8,False,False,False,Clear
1526,73.0,False,False,False,Clear
1527,27.2,False,False,False,Clear
1528,42.0,False,False,False,Clear
1529,23.7,False,False,False,Clear
1530,20.3,False,False,False,Clear
1531,40.8,False,False,False,Clear
1532,24.6,False,False,False,Clear
1533,36.8,False,False,False,Clear
1534,57.7,False,False,False,Clear
1535,58.2,False,False,False,Clear
1536,53.1,False,False,False,Clear
1537,51.5,False,False,False,Clear
1538,62.2,False,False,False,Clear
1539,24.0,False,False,False,Clear
1540,9.7,False,False,False,Clear
1541,26.8,True,True,False,Snow
1542,18.4,False,False,False,Clear
1543,55.8,False,False,False,Clear
1544,80.0,False,False,False,Clear
1545,53.3,False,False,False,Clear
1546,44.0,False,False,False,Clear
1547,66.9,True,False,False,Rain
1548,8.8,False,False,False,Clear
1549,41.8,False,False,False,Clear
1550,32.1,True,True,False,Snow
1551,14.4,True,False,False,Rain/Cold
1552,53.3,False,False,False,Clear
1553,69.5,True,False,False,Rain
1554,26.3,True,True,False,Snow
1555,58.3,False,False,False,Clear
1556,72.2,False,False,False,Clear
1557,28.9,False,False,False,Clear
1558,26.0,True,False,False,Rain/Cold
1559,20.7,True,True,False,Snow
1560,38.6,False,False,False,Clear
1561,25.7,True,False,False,Rain/Cold
1562,50.7,False,False,False,Clear
1563,47.3,False,False,False,Clear
1564,42.4,False,False,False,Clear
1565,45.5,False,False,False,Clear
1566,27.7,True,True,False,Snow
1567,37.1,False,False,False,Clear
1568,50.0,False,False,False,Clear
1569,38.3,False,False,False,Clear
1570,29.2,False,False,False,Clear
1571,57.7,False,False,False,Clear
1572,47.4,True,False,False,Rain/Cold
1573,61.4,False,False,False,Clear
1574,51.6,False,False,False,Clear
1575,40.3,True,False,False,Rain/Cold
1576,31.5,True,True,False,Snow
1577,21.0,True,False,True,Severe Storm
1578,24.6,False,False,False,Clear
1579,32.6,True,False,False,Rain/Cold
1580,47.9,False,False,False,Clear
1581,54.9,False,False,False,Clear
1582,50.9,True,False,False,Rain
1583,32.3,False,False,False,Clear
1584,53.9,True,False,False,Rain
1585,21.7,False,False,False,Clear
1586,30.0,True,True,False,Snow
1587,8.8,True,True,False,Snow
1588,14.3,False,False,False,Clear
1589,73.1,False,False,False,Clear
1590,22.7,False,False,False,Clear
1591,54.9,False,False,False,Clear
1592,64.1,True,False,False,Rain
1593,63.2,True,False,False,Rain
1594,26.3,True,True,False,Snow
1595,17.2,True,True,False,Snow
1596,23.7,True,True,False,Snow
1597,5.0,False,False,False,Clear
1598,31.6,False,False,False,Clear
1599,51.7,False,False,False,Clear
1600,73.9,False,False,False,Clear
1601,28.4,False,False,False,Clear
1602,59.9,False,False,False,Clear
1603,38.4,False,False,False,Clear
1604,34.2,False,False,False,Clear
1605,50.0,False,False,False,Clear
1606,41.6,False,False,False,Clear
1607,24.7,False,False,False,Clear
1608,50.3,False,False,False,Clear
1609,46.9,True,False,False,Rain/Cold
1610,53.8,False,False,False,Clear
1611,55.6,False,False,False,Clear
1612,31.5,False,False,False,Clear
1613,34.2,True,False,False,Rain/Cold
1614,20.6,True,True,False,Snow
1615,41.9,False,False,False,Clear
1616,33.9,True,False,False,Rain/Cold
1617,57.9,False,False,False,Clear
1618,20.1,False,False,False,Clear
1619,63.7,False,False,False,Clear
1620,43.5,False,False,False,Clear
1621,28.5,False,False,False,Clear
1622,34.9,True,True,False,Snow
1623,36.6,False,False,False,Clear
1624,5.0,False,False,False,Clear
1625,17.5,True,True,False,Snow
1626,51.4,False,False,False,Clear
1627,54.9,False,False,False,Clear
1628,44.4,False,False,False,Clear
1629,60.5,False,False,False,Clear
1630,48.7,False,False,False,Clear
1631,28.0,False,False,False,Clear
1632,30.4,False,False,False,Clear
1633,23.8,False,False,False,Clear
1634,5.0,True,True,False,Snow
1635,21.9,True,False,False,Rain/Cold
1636,47.7,False,False,False,Clear
1637,92.4,False,False,False,Hot/Sunny
1638,36.4,False,False,False,Clear
1639,20.2,False,False,False,Clear
1640,21.8,False,False,False,Clear
1641,20.2,False,False,False,Clear
1642,7.3,False,False,False,Clear
1643,19.3,False,False,False,Clear
1644,26.4,True,True,False,Snow
1645,47.9,True,False,False,Rain/Cold
1646,53.1,False,False,False,Clear
1647,43.0,True,False,False,Rain/Cold
1648,42.6,False,False,False,Clear
1649,24.1,False,False,False,Clear
1650,31.1,False,False,False,Clear
1651,41.1,False,False,False,Clear
1652,23.1,False,False,False,Clear
1653,34.2,True,False,False,Rain/Cold
1654,40.2,False,False,False,Clear
1655,83.5,False,False,False,Clear
1656,57.7,False,False,False,Clear
1657,65.6,False,False,False,Clear
1658,47.7,False,False,False,Clear
1659,20.6,True,True,False,Snow
1660,30.5,False,False,False,Clear
1661,43.2,False,False,False,Clear
1662,19.6,False,False,False,Clear
1663,48.9,True,False,False,Rain/Cold
1664,47.7,False,False,False,Clear
1665,32.6,False,False,False,Clear
1666,66.6,False,False,False,Clear
1667,52.3,False,False,False,Clear
1668,47.9,False,False,False,Clear
1669,42.2,True,False,False,Rain/Cold
1670,21.5,False,False,False,Clear
1671,36.1,False,False,False,Clear
1672,63.3,False,False,False,Clear
1673,40.8,False,False,False,Clear
1674,44.0,False,False,False,Clear
1675,61.3,False,False,False,Clear
1676,53.9,False,False,False,Clear
1677,23.6,True,False,False,Rain/Cold
1678,20.8,False,False,False,Clear
1679,5.0,True,True,False,Snow
1680,42.2,True,False,False,Rain/Cold
1681,13.0,True,True,False,Snow
1682,37.2,True,False,False,Rain/Cold
1683,37.4,True,False,False,Rain/Cold
1684,47.5,False,False,False,Clear
1685,50.3,False,False,False,Clear
1686,28.0,False,False,False,Clear
1687,33.5,False,False,False,Clear
1688,34.7,True,False,False,Rain/Cold
1689,42.9,False,False,False,Clear
1690,31.2,False,False,False,Clear
1691,46.5,False,False,False,Clear
1692,62.7,False,False,False,Clear
1693,36.0,True,False,False,Rain/Cold
1694,30.7,False,False,False,Clear
1695,54.5,False,False,False,Clear
1696,31.9,False,False,False,Clear
1697,27.3,False,False,False,Clear
1698,31.5,False,False,False,Clear
1699,44.1,False,False,False,Clear
1700,57.4,False,False,False,Clear
1701,72.0,False,False,False,Clear
1702,62.8,True,False,False,Rain
1703,37.8,False,False,False,Clear
1704,54.5,False,False,False,Clear
1705,13.0,True,True,True,Severe Storm
1706,18.6,True,True,False,Snow
1707,35.6,False,False,False,Clear
1708,28.6,True,True,False,Snow
1709,34.8,False,False,False,Clear
1710,43.6,True,False,False,Rain/Cold
1711,58.0,False,False,False,Clear
1712,69.3,False,False,False,Clear
1713,48.0,False,False,False,Clear
1714,21.6,False,False,False,Clear
1715,24.2,False,False,False,Clear
1716,10.6,False,False,False,Clear
1717,47.4,False,False,False,Clear
1718,20.0,True,False,False,Rain/Cold
1719,66.3,False,False,False,Clear
1720,34.7,True,True,False,Snow
1721,56.6,False,False,False,Clear
1722,59.6,False,False,False,Clear
1723,9.2,False,False,False,Clear
1724,12.7,True,True,False,Snow
1725,14.7,False,False,False,Clear
1726,17.4,True,True,False,Snow
1727,30.9,False,False,False,Clear
1728,63.1,False,False,False,Clear
1729,42.8,True,False,False,Rain/Cold
1730,52.0,False,False,False,Clear
1731,35.8,False,False,False,Clear
1732,59.5,False,False,False,Clear
1733,36.7,False,False,False,Clear
1734,27.1,False,False,False,Clear
1735,31.4,False,False,False,Clear
1736,29.7,True,True,False,Snow
1737,32.2,False,False,False,Clear
1738,42.6,False,False,False,Clear
1739,49.6,False,False,False,Clear
1740,75.2,False,False,False,Clear
1741,59.0,False,False,False,Clear
1742,48.1,False,False,False,Clear
1743,14.8,False,False,False,Clear
1744,28.3,True,True,True,Severe Storm
1745,27.7,True,False,False,Rain/Cold
1746,92.8,False,False,False,Hot/Sunny
1747,41.8,True,False,False,Rain/Cold
1748,63.9,True,False,False,Rain
1749,51.4,True,False,False,Rain
1750,72.8,False,False,False,Clear
1751,17.2,True,True,False,Snow
1752,34.0,False,False,False,Clear
1753,23.0,False,False,False,Clear
1754,15.7,False,False,False,Clear
1755,32.5,False,False,False,Clear
1756,50.9,False,False,False,Clear
1757,38.4,False,False,False,Clear
1758,76.2,False,False,False,Clear
1759,68.0,False,False,False,Clear
1760,27.5,False,False,False,Clear
1761,30.0,False,False,False,Clear
1762,24.0,True,True,False,Snow
1763,31.5,False,False,False,Clear
1764,33.9,False,False,False,Clear
1765,63.6,False,False,False,Clear
1766,55.6,False,False,False,Clear
1767,51.1,False,False,False,Clear
1768,53.3,False,False,False,Clear
1769,29.0,True,True,False,Snow
1770,17.6,False,False,False,Clear
1771,50.1,False,False,False,Clear
1772,38.5,False,False,False,Clear
1773,25.8,False,False,False,Clear
1774,47.0,False,False,False,Clear
1775,33.8,False,False,False,Clear
1776,66.8,True,False,False,Rain
1777,71.2,False,False,False,Clear
1778,43.0,False,False,False,Clear
1779,24.3,False,False,False,Clear
1780,5.0,False,False,False,Clear
1781,27.1,False,False,False,Clear
1782,17.5,False,False,False,Clear
1783,51.8,False,False,False,Clear
1784,78.4,False,False,False,Clear
1785,44.1,False,False,False,Clear
1786,56.5,False,False,False,Clear
1787,43.5,False,False,False,Clear
1788,21.5,False,False,False,Clear
1789,34.2,False,False,False,Clear
1790,33.5,True,True,False,Snow
1791,26.3,True,True,False,Snow
1792,36.0,False,False,False,Clear
1793,47.6,False,False,False,Clear
1794,43.6,True,False,False,Rain/Cold
1795,79.6,False,False,False,Clear
1796,56.1,False,False,False,Clear
1797,40.3,False,False,False,Clear
1798,19.1,True,True,False,Snow
1799,40.7,False,False,False,Clear
1800,20.6,False,False,False,Clear
1801,35.7,False,False,False,Clear
1802,83.6,False,False,False,Clear
1803,49.9,False,False,False,Clear
1804,37.4,False,False,False,Clear
1805,46.0,True,False,True,Severe Storm
1806,26.8,False,False,False,Clear
1807,38.7,True,False,False,Rain/Cold
1808,43.2,False,False,False,Clear
1809,23.9,True,False,False,Rain/Cold
1810,17.7,True,True,True,Severe Storm
1811,44.2,False,False,False,Clear
1812,62.0,True,False,False,Rain
1813,34.3,True,True,False,Snow
1814,66.7,False,False,False,Clear
1815,52.8,True,False,False,Rain
1816,28.4,True,False,False,Rain/Cold
1817,26.1,True,True,False,Snow
1818,34.2,False,False,False,Clear
1819,16.3,True,True,False,Snow
1820,53.4,False,False,False,Clear
1821,58.0,True,False,False,Rain
1822,81.2,True,False,False,Rain
1823,28.1,False,False,False,Clear
1824,51.7,False,False,False,Clear
1825,30.3,True,False,False,Rain/Cold
1826,20.4,True,True,False,Snow
1827,27.9,False,False,False,Clear
1828,27.0,False,False,False,Clear
1829,38.2,False,False,False,Clear
1830,55.6,False,False,False,Clear
1831,61.0,False,False,False,Clear
1832,42.3,False,False,False,Clear
1833,47.1,False,False,False,Clear
1834,16.5,False,False,False,Clear
1835,33.0,False,False,False,Clear
1836,5.0,True,True,False,Snow
1837,39.6,False,False,False,Clear
1838,39.3,True,False,False,Rain/Cold
1839,72.9,False,False,False,Clear
1840,68.4,False,False,False,Clear
1841,53.5,False,False,False,Clear
1842,62.7,False,False,False,Clear
1843,29.5,False,False,False,Clear
1844,37.2,False,False,False,Clear
1845,33.8,False,False,False,Clear
1846,15.9,False,False,False,Clear
1847,31.4,True,False,False,Rain/Cold
1848,52.2,False,False,False,Clear
1849,26.6,False,False,False,Clear
1850,57.8,False,False,False,Clear
1851,52.9,False,False,False,Clear
1852,27.0,False,False,False,Clear
1853,45.6,False,False,False,Clear
1854,25.4,True,True,False,Snow
1855,44.6,False,False,False,Clear
1856,43.0,True,False,False,Rain/Cold
1857,55.6,False,False,False,Clear
1858,59.5,False,False,False,Clear
1859,37.6,False,False,False,Clear
1860,24.5,False,False,False,Clear
1861,70.8,False,False,False,Clear
1862,26.2,True,True,False,Snow
1863,11.2,False,False,False,Clear
1864,28.8,True,True,False,Snow
1865,29.7,False,False,False,Clear
1866,58.6,False,False,False,Clear
1867,46.4,False,False,False,Clear
1868,39.7,False,False,False,Clear
1869,49.6,False,False,False,Clear
1870,65.6,False,False,False,Clear
1871,30.4,True,True,False,Snow
1872,34.5,True,True,False,Snow
1873,23.8,False,False,False,Clear
1874,17.6,False,False,False,Clear
1875,49.8,False,False,False,Clear
1876,39.3,False,False,False,Clear
1877,32.0,False,False,False,Clear
1878,77.2,False,False,False,Clear
1879,52.8,False,False,False,Clear
1880,27.8,False,False,False,Clear
1881,34.0,False,False,False,Clear
1882,40.6,False,False,False,Clear
1883,45.0,True,False,False,Rain/Cold
1884,18.7,False,False,False,Clear
1885,32.5,True,False,False,Rain/Cold
1886,69.4,True,False,True,Severe Storm
1887,67.0,False,False,False,Clear
1888,72.0,False,False,False,Clear
1889,33.2,False,False,False,Clear
1890,26.3,False,False,False,Clear
1891,10.5,True,False,False,Rain/Cold
1892,16.8,True,True,False,Snow
1893,5.0,False,False,False,Clear
1894,35.7,False,False,False,Clear
1895,54.8,False,False,False,Clear
1896,46.8,False,False,False,Clear
1897,55.0,False,False,False,Clear
1898,55.3,False,False,False,Clear
1899,35.8,False,False,False,Clear
1900,22.2,False,False,False,Clear
1901,46.0,False,False,False,Clear
1902,31.5,True,False,False,Rain/Cold
1903,78.1,True,False,False,Rain
1904,73.8,False,False,False,Clear
1905,37.4,False,False,False,Clear
1906,62.2,False,False,False,Clear
1907,49.6,False,False,False,Clear
1908,51.2,False,False,False,Clear
1909,25.9,True,False,False,Rain/Cold
1910,31.7,True,True,False,Snow
1911,28.6,False,False,False,Clear
1912,53.3,False,False,False,Clear
1913,46.2,False,False,False,Clear
1914,40.5,False,False,False,Clear
1915,21.9,False,False,False,Clear
1916,21.3,True,True,False,Snow
1917,24.1,True,False,False,Rain/Cold
1918,23.7,True,True,False,Snow
1919,37.9,False,False,False,Clear
1920,27.6,True,False,False,Rain/Cold
1921,23.6,True,True,False,Snow
1922,50.0,False,False,False,Clear
1923,54.8,False,False,False,Clear
1924,18.4,False,False,False,Clear
1925,53.6,False,False,False,Clear
1926,14.9,False,False,False,Clear
1927,29.8,True,False,False,Rain/Cold
1928,38.4,False,False,False,Clear
1929,12.4,True,True,False,Snow
1930,31.3,True,True,False,Snow
1931,51.8,False,False,False,Clear
1932,42.2,True,False,False,Rain/Cold
1933,40.4,True,False,False,Rain/Cold
1934,62.7,False,False,False,Clear
1935,35.6,False,False,False,Clear
1936,15.7,True,False,False,Rain/Cold
1937,29.7,False,False,False,Clear
1938,13.1,False,False,False,Clear
1939,37.7,False,False,False,Clear
1940,65.1,False,False,False,Clear
1941,36.6,False,False,False,Clear
1942,61.7,False,False,False,Clear
1943,60.4,False,False,False,Clear
1944,43.7,False,False,False,Clear
1945,19.4,False,False,False,Clear
1946,46.5,False,False,False,Clear
1947,23.8,False,False,False,Clear
1948,38.8,False,False,False,Clear
1949,36.4,False,False,False,Clear
1950,69.1,False,False,False,Clear
1951,71.5,False,False,False,Clear
1952,69.4,False,False,False,Clear
1953,57.9,False,False,False,Clear
1954,24.3,False,False,False,Clear
1955,30.4,True,False,False,Rain/Cold
1956,17.3,False,False,False,Clear
1957,36.1,False,False,False,Clear
1958,34.4,True,True,True,Severe Storm
1959,41.5,False,False,False,Clear
1960,55.9,False,False,False,Clear
1961,39.4,False,False,False,Clear
1962,53.4,False,False,False,Clear
1963,33.7,True,True,False,Snow
1964,27.5,False,False,False,Clear
1965,22.4,True,False,False,Rain/Cold
1966,44.0,False,False,False,Clear
1967,48.1,False,False,False,Clear
1968,58.9,False,False,False,Clear
1969,59.3,False,False,False,Clear
1970,65.1,True,False,False,Rain
1971,40.7,True,False,False,Rain/Cold
1972,87.2,False,False,False,Hot/Sunny
1973,39.0,False,False,False,Clear
1974,52.6,False,False,False,Clear
1975,31.3,False,False,False,Clear
1976,5.0,False,False,False,Clear
1977,50.6,False,False,False,Clear
1978,46.9,False,False,False,Clear
1979,53.7,True,False,False,Rain
1980,51.4,True,False,False,Rain
1981,59.0,True,False,False,Rain
1982,28.3,False,False,False,Clear
1983,22.7,False,False,False,Clear
1984,14.9,True,False,False,Rain/Cold
1985,31.0,True,True,False,Snow
1986,76.5,False,False,False,Clear
1987,53.4,False,False,False,Clear
1988,38.9,True,False,False,Rain/Cold
1989,26.1,True,False,False,Rain/Cold
1990,67.5,False,False,False,Clear
1991,26.5,False,False,False,Clear
1992,23.3,False,False,False,Clear
1993,55.1,False,False,False,Clear
1994,34.9,False,False,False,Clear
1995,25.5,True,True,False,Snow
1996,60.4,False,False,False,Clear
1997,50.1,True,False,False,Rain
1998,55.6,False,False,False,Clear
1999,74.7,True,False,False,Rain
2000,44.2,True,False,False,Rain/Cold
2001,15.8,False,False,False,Clear
2002,32.5,False,False,False,Clear
2003,25.5,True,True,False,Snow
2004,15.7,False,False,False,Clear
2005,54.4,True,False,False,Rain
2006,42.5,True,False,False,Rain/Cold
2007,40.0,False,False,False,Clear
2008,66.5,True,False,False,Rain
2009,72.8,False,False,False,Clear
2010,21.3,False,False,False,Clear
2011,36.2,False,False,False,Clear
2012,25.3,False,False,False,Clear
2013,14.7,False,False,False,Clear
2014,41.0,True,False,False,Rain/Cold
2015,53.5,False,False,False,Clear
2016,23.6,True,True,False,Snow
2017,65.3,False,False,False,Clear
2018,20.2,False,False,False,Clear
2019,23.4,False,False,False,Clear
2020,17.4,False,False,False,Clear
2021,17.8,False,False,False,Clear
2022,47.7,True,False,False,Rain/Cold
2023,67.1,False,False,False,Clear
2024,83.9,False,False,False,Clear
2025,47.0,False,False,False,Clear
2026,47.9,False,False,False,Clear
2027,35.8,False,False,False,Clear
2028,39.3,False,False,False,Clear
2029,23.9,False,False,False,Clear
2030,41.2,False,False,False,Clear
2031,32.1,False,False,False,Clear
2032,36.8,False,False,False,Clear
2033,12.6,True,False,False,Rain/Cold
2034,39.2,False,False,False,Clear
2035,37.2,False,False,False,Clear
2036,63.1,True,False,False,Rain
2037,22.8,True,True,False,Snow
2038,29.1,False,False,False,Clear
2039,47.1,False,False,False,Clear
2040,19.2,False,False,False,Clear
2041,16.0,False,False,False,Clear
2042,46.7,True,False,True,Severe Storm
2043,37.8,False,False,False,Clear
2044,68.1,False,False,False,Clear
2045,39.8,False,False,False,Clear
2046,72.9,False,False,False,Clear
2047,6.6,False,False,False,Clear
2048,26.1,False,False,False,Clear
2049,24.0,True,True,False,Snow
2050,33.2,False,False,False,Clear
2051,49.9,False,False,False,Clear
2052,47.3,False,False,False,Clear
2053,29.3,True,True,False,Snow
2054,55.6,False,False,False,Clear
2055,30.2,False,False,False,Clear
2056,33.6,True,True,False,Snow
2057,17.5,False,False,False,Clear
2058,27.8,False,False,False,Clear
2059,20.5,False,False,False,Clear
2060,64.5,False,False,False,Clear
2061,40.7,False,False,False,Clear
2062,51.3,False,False,False,Clear
2063,61.2,False,False,False,Clear
2064,66.2,True,False,False,Rain
2065,37.7,False,False,False,Clear
2066,27.8,True,True,False,Snow
2067,45.2,False,False,False,Clear
2068,30.1,True,True,False,Snow
2069,15.8,False,False,False,Clear
2070,67.4,False,False,False,Clear
2071,54.9,False,False,False,Clear
2072,28.5,False,False,False,Clear
2073,54.9,False,False,False,Clear
2074,14.3,True,False,False,Rain/Cold
2075,29.6,False,False,False,Clear
2076,30.7,True,True,False,Snow
2077,31.1,True,True,False,Snow
2078,33.4,False,False,False,Clear
2079,58.6,False,False,False,Clear
2080,43.8,False,False,False,Clear
2081,70.9,False,False,False,Clear
2082,74.5,False,False,False,Clear
2083,18.3,False,False,False,Clear
2084,12.7,False,False,False,Clear
2085,11.2,True,True,False,Snow
2086,34.4,True,True,False,Snow
2087,39.1,False,False,False,Clear
2088,29.4,True,False,False,Rain/Cold
2089,68.1,False,False,False,Clear
2090,63.8,True,False,False,Rain
2091,62.8,False,False,False,Clear
2092,57.2,False,False,False,Clear
2093,5.0,True,False,False,Rain/Cold
2094,5.0,True,False,False,Rain/Cold
2095,26.4,True,True,False,Snow
2096,31.1,True,True,False,Snow
2097,48.3,False,False,False,Clear
2098,73.9,False,False,False,Clear
2099,53.3,False,False,False,Clear
2100,45.8,False,False,False,Clear
2101,63.5,False,False,False,Clear
2102,47.7,False,False,False,Clear
2103,63.8,False,False,False,Clear
2104,24.8,False,False,False,Clear
2105,27.6,False,False,False,Clear
2106,27.5,True,True,False,Snow
2107,40.9,False,False,False,Clear
2108,51.3,False,False,False,Clear
2109,41.7,False,False,False,Clear
2110,50.1,False,False,False,Clear
2111,20.3,False,False,False,Clear
2112,21.3,False,False,False,Clear
2113,39.0,False,False,False,Clear
2114,30.4,True,True,False,Snow
2115,11.1,False,False,False,Clear
2116,72.5,False,False,False,Clear
2117,41.4,True,False,False,Rain/Cold
2118,39.7,False,False,False,Clear
2119,44.4,False,False,False,Clear
2120,40.9,False,False,False,Clear
2121,42.0,False,False,False,Clear
2122,27.4,False,False,False,Clear
2123,22.2,True,False,False,Rain/Cold
2124,31.2,True,True,False,Snow
2125,64.8,False,False,False,Clear
2126,75.2,False,False,False,Clear
2127,70.2,False,False,False,Clear
2128,48.1,False,False,False,Clear
2129,47.8,False,False,False,Clear
2130,46.9,True,False,False,Rain/Cold
2131,46.9,False,False,False,Clear
2132,22.9,True,False,False,Rain/Cold
2133,33.8,False,False,False,Clear
2134,62.1,False,False,False,Clear
2135,68.9,False,False,False,Clear
2136,49.0,True,False,False,Rain/Cold
2137,64.5,False,False,False,Clear
2138,38.3,False,False,False,Clear
2139,40.6,False,False,False,Clear
2140,27.3,True,True,False,Snow
2141,55.4,False,False,False,Clear
2142,46.5,True,False,False,Rain/Cold
2143,22.7,True,False,False,Rain/Cold
2144,63.5,False,False,False,Clear
2145,59.1,False,False,False,Clear
2146,39.4,False,False,False,Clear
2147,52.7,False,False,False,Clear
2148,16.0,False,False,False,Clear
2149,33.0,False,False,False,Clear
2150,31.4,True,False,False,Rain/Cold
2151,12.7,True,True,False,Snow
2152,36.7,False,False,False,Clear
2153,63.9,True,False,False,Rain
2154,68.5,False,False,False,Clear
2155,40.1,False,False,False,Clear
2156,57.4,False,False,False,Clear
2157,26.8,False,False,False,Clear
2158,26.5,False,False,False,Clear
2159,26.5,False,False,False,Clear
2160,34.5,False,False,False,Clear
2161,25.2,True,True,False,Snow
2162,41.4,True,False,False,Rain/Cold
2163,36.7,False,False,False,Clear
2164,42.9,False,False,False,Clear
2165,44.8,False,False,False,Clear
2166,50.0,False,False,False,Clear
2167,12.0,True,True,False,Snow
2168,20.9,True,True,False,Snow
2169,19.8,False,False,False,Clear
2170,36.6,False,False,False,Clear
2171,60.3,False,False,False,Clear
2172,61.5,True,False,False,Rain
2173,66.5,True,False,False,Rain
2174,83.6,False,False,False,Clear
2175,52.6,True,False,False,Rain
2176,25.7,True,False,False,Rain/Cold
2177,7.9,False,False,False,Clear
2178,33.9,False,False,False,Clear
2179,29.0,False,False,False,Clear
2180,58.1,True,False,False,Rain
2181,38.1,True,False,False,Rain/Cold
2182,82.2,False,False,False,Clear
2183,59.6,False,False,False,Clear
2184,47.9,False,False,False,Clear
2185,25.5,False,False,False,Clear
2186,5.0,False,False,False,Clear
2187,26.7,False,False,False,Clear
2188,31.2,True,True,False,Snow
2189,27.2,True,False,False,Rain/Cold
2190,44.0,False,False,False,Clear
2191,88.6,False,False,False,Hot/Sunny
2192,60.3,False,False,False,Clear
2193,34.5,True,True,False,Snow
2194,31.4,False,False,False,Clear
2195,31.4,False,False,False,Clear
2196,24.0,False,False,False,Clear
2197,32.3,True,True,False,Snow
2198,25.2,False,False,False,Clear
2199,31.9,False,False,False,Clear
2200,64.4,False,False,False,Clear
2201,66.8,False,False,False,Clear
2202,53.4,False,False,False,Clear
2203,35.9,False,False,False,Clear
2204,15.6,False,False,False,Clear
2205,16.6,False,False,False,Clear
2206,24.7,True,True,False,Snow
2207,24.4,True,True,False,Snow
2208,46.1,False,False,False,Clear
2209,53.9,False,False,False,Clear
2210,56.1,False,False,False,Clear
2211,77.6,False,False,False,Clear
