game_id,arena_capacity,actual_attendance,capacity_pct,expected_attendance_baseline,attendance_variance,attendance_tier
1420,20917,20619,98.58,20283,336,Sellout
1421,20917,18408,88.0,19385,-977,High
1422,20917,20693,98.93,19578,1115,Sellout
1423,20917,20917,100.0,20574,343,Sellout
1424,20917,20600,98.48,20402,198,Sellout
1425,20917,19512,93.28,19003,509,High
1426,20917,17224,82.34,18578,-1354,Medium
1427,20917,18780,89.78,18627,153,High
1428,20917,18225,87.13,19401,-1176,Medium
1429,20917,19892,95.1,20917,-1025,Sellout
1430,20917,19608,93.74,20668,-1060,High
1431,20917,19076,91.2,19205,-129,High
1432,20917,19533,93.38,19567,-34,High
1433,20917,19413,92.81,19474,-61,High
1434,20917,18952,90.61,19926,-974,High
1435,20917,19884,95.06,19795,89,Sellout
1436,19432,18816,96.83,19357,-541,Sellout
1437,19432,19222,98.92,19122,100,Sellout
1438,19432,16996,87.46,17179,-183,Medium
1439,19432,16704,85.96,18105,-1401,Medium
1440,19432,16868,86.81,17396,-528,Medium
1441,19432,17841,91.81,17418,423,High
1442,19432,19115,98.37,18463,652,Sellout
1443,19432,15299,78.73,16256,-957,Medium
1444,19432,16923,87.09,17517,-594,Medium
1445,19432,17025,87.61,17373,-348,Medium
1446,19432,19432,100.0,18740,692,Sellout
1447,19432,19432,100.0,19432,0,Sellout
1448,19432,15381,79.15,16376,-995,Medium
1449,19432,17631,90.73,17248,383,High
1450,19432,17236,88.7,16250,986,High
1451,19432,17780,91.5,17612,168,High
1452,19432,18164,93.47,18767,-603,High
1453,19432,18163,93.47,17504,659,High
1454,19432,17184,88.43,17040,144,High
1455,19432,16791,86.41,16985,-194,Medium
1456,19432,18844,96.97,18150,694,Sellout
1457,19432,17521,90.17,17524,-3,High
1458,19432,19102,98.3,19039,63,Sellout
1459,19432,17207,88.55,16538,669,High
1460,19432,17292,88.99,17682,-390,High
1461,19432,18729,96.38,19432,-703,Sellout
1462,19432,17704,91.11,17451,253,High
1463,19432,19296,99.3,18086,1210,Sellout
1464,19432,15366,79.08,17133,-1767,Medium
1465,19432,17691,91.04,17121,570,High
1466,19432,17837,91.79,17810,27,High
1467,19432,19405,99.86,19432,-27,Sellout
1468,19432,19245,99.04,19432,-187,Sellout
1469,19432,19432,100.0,18863,569,Sellout
1470,19432,18327,94.31,17799,528,High
1471,19432,15674,80.66,16480,-806,Medium
1472,19432,18200,93.66,17964,236,High
1473,19432,18950,97.52,17884,1066,Sellout
1474,19432,18169,93.5,17627,542,High
1475,19432,15748,81.04,17044,-1296,Medium
1476,19432,18290,94.12,17788,502,High
1477,19200,15995,83.31,16953,-958,Medium
1478,19200,17328,90.25,17160,168,High
1479,19200,17978,93.64,18552,-574,High
1480,19200,18507,96.39,18198,309,Sellout
1481,19200,15844,82.52,16358,-514,Medium
1482,19200,16521,86.05,17325,-804,Medium
1483,19200,17292,90.06,17050,242,High
1484,19200,19172,99.85,19083,89,Sellout
1485,19200,19200,100.0,18967,233,Sellout
1486,19200,17779,92.6,18187,-408,High
1487,19200,14842,77.3,16005,-1163,Medium
1488,19200,18007,93.79,17488,519,High
1489,19200,19200,100.0,19200,0,Sellout
1490,19200,18004,93.77,18448,-444,High
1491,19200,17670,92.03,17297,373,High
1492,19200,18908,98.48,19148,-240,Sellout
1493,19200,19200,100.0,18008,1192,Sellout
1494,19200,19180,99.9,19200,-20,Sellout
1495,19200,17296,90.08,17332,-36,High
1496,19200,14718,76.66,16271,-1553,Medium
1497,19200,18120,94.38,16912,1208,High
1498,19200,15663,81.58,16073,-410,Medium
1499,19200,18032,93.92,17035,997,High
1500,19200,18043,93.97,18558,-515,High
1501,19200,17314,90.18,17374,-60,High
1502,19200,18260,95.1,18860,-600,Sellout
1503,19200,16772,87.35,17490,-718,Medium
1504,19200,17254,89.86,17479,-225,High
1505,19200,17332,90.27,17438,-106,High
1506,19200,15617,81.34,15897,-280,Medium
1507,19200,16141,84.07,17310,-1169,Medium
1508,19200,17543,91.37,17325,218,High
1509,19200,14874,77.47,16377,-1503,Medium
1510,19200,16641,86.67,16901,-260,Medium
1511,19200,17844,92.94,19058,-1214,High
1512,19200,19200,100.0,18968,232,Sellout
1513,19200,18760,97.71,17814,946,Sellout
1514,19200,18058,94.05,17603,455,High
1515,19200,15916,82.9,16282,-366,Medium
1516,19200,17240,89.79,17810,-570,High
1517,19200,18095,94.24,18290,-195,High
1518,19520,16616,85.12,16659,-43,Medium
1519,19520,17953,91.97,17576,377,High
1520,19520,16761,85.87,16451,310,Medium
1521,19520,17403,89.15,18994,-1591,High
1522,19520,19520,100.0,19241,279,Sellout
1523,19520,18853,96.58,18552,301,Sellout
1524,19520,15779,80.84,16390,-611,Medium
1525,19520,17284,88.55,18040,-756,High
1526,19520,17784,91.11,17736,48,High
1527,19520,17421,89.25,17280,141,High
1528,19520,17597,90.15,18458,-861,High
1529,19520,17250,88.37,17205,45,High
1530,19520,17028,87.23,16884,144,Medium
1531,19520,19001,97.34,18331,670,Sellout
1532,19520,18054,92.49,18141,-87,High
1533,19520,18087,92.66,19520,-1433,High
1534,19520,18868,96.66,18671,197,Sellout
1535,19520,16022,82.08,17342,-1320,Medium
1536,19520,17021,87.2,17685,-664,Medium
1537,19520,17998,92.2,19053,-1055,High
1538,19520,17982,92.12,17596,386,High
1539,19520,18180,93.14,19028,-848,High
1540,19520,19520,100.0,19072,448,Sellout
1541,19520,16177,82.87,17081,-904,Medium
1542,19520,15817,81.03,17389,-1572,Medium
1543,19520,17349,88.88,17621,-272,High
1544,19520,16434,84.19,17471,-1037,Medium
1545,19520,17718,90.77,16690,1028,High
1546,19520,15861,81.26,16391,-530,Medium
1547,19520,16815,86.14,15914,901,Medium
1548,19520,18539,94.97,18778,-239,High
1549,19520,18950,97.08,18672,278,Sellout
1550,19520,19283,98.79,19520,-237,Sellout
1551,19520,18262,93.56,16406,1856,High
1552,19520,15722,80.54,16619,-897,Medium
1553,19520,14963,76.65,17346,-2383,Medium
1554,19520,18723,95.92,18520,203,Sellout
1555,19520,17661,90.48,18462,-801,High
1556,19520,17700,90.68,17541,159,High
1557,19520,17178,88.0,17232,-54,High
1558,19520,18016,92.3,18429,-413,High
1559,20491,17514,85.47,17847,-333,Medium
1560,20491,18368,89.64,18032,336,High
1561,20491,18218,88.91,18514,-296,High
1562,20491,19050,92.97,19175,-125,High
1563,20491,16632,81.17,17041,-409,Medium
1564,20491,20405,99.58,19070,1335,Sellout
1565,20491,20491,100.0,20050,441,Sellout
1566,20491,16460,80.33,17667,-1207,Medium
1567,20491,19570,95.51,19568,2,Sellout
1568,20491,17030,83.11,17697,-667,Medium
1569,20491,16021,78.19,17042,-1021,Medium
1570,20491,15472,75.51,18093,-2621,Medium
1571,20491,18595,90.75,18862,-267,High
1572,20491,20491,100.0,20491,0,Sellout
1573,20491,18766,91.58,17655,1111,High
1574,20491,18708,91.3,17849,859,High
1575,20491,19063,93.03,18660,403,High
1576,20491,18135,88.5,17530,605,High
1577,20491,17813,86.93,17115,698,Medium
1578,20491,19103,93.23,18703,400,High
1579,20491,17793,86.83,16658,1135,Medium
1580,20491,17114,83.52,18154,-1040,Medium
1581,20491,17624,86.01,18023,-399,Medium
1582,20491,17714,86.45,18230,-516,Medium
1583,20491,16348,79.78,16800,-452,Medium
1584,20491,16491,80.48,16615,-124,Medium
1585,20491,18754,91.52,17416,1338,High
1586,20491,18781,91.65,18047,734,High
1587,20491,19647,95.88,18645,1002,Sellout
1588,20491,20341,99.27,20405,-64,Sellout
1589,20491,18310,89.36,18411,-101,High
1590,20491,17362,84.73,16888,474,Medium
1591,20491,18087,88.27,17733,354,High
1592,20491,20491,100.0,20491,0,Sellout
1593,20491,19316,94.27,17416,1900,High
1594,20491,18420,89.89,17940,480,High
1595,20491,15951,77.84,16596,-645,Medium
1596,20491,16018,78.17,16595,-577,Medium
1597,20491,18578,90.66,17888,690,High
1598,20491,20491,100.0,19975,516,Sellout
1599,20491,18851,92.0,18049,802,High
1600,18064,18064,100.0,18064,0,Sellout
1601,18064,15781,87.36,16533,-752,Medium
1602,18064,18064,100.0,17309,755,Sellout
1603,18064,18064,100.0,18064,0,Sellout
1604,18064,17796,98.52,18064,-268,Sellout
1605,18064,17434,96.51,17169,265,Sellout
1606,18064,16525,91.48,16391,134,High
1607,18064,17506,96.91,17775,-269,Sellout
1608,18064,17139,94.88,17977,-838,High
1609,18064,18064,100.0,18064,0,Sellout
1610,18064,16355,90.54,17433,-1078,High
1611,18064,17525,97.02,17955,-430,Sellout
1612,18064,18064,100.0,17228,836,Sellout
1613,18064,18064,100.0,18064,0,Sellout
1614,18064,18064,100.0,18064,0,Sellout
1615,18064,18064,100.0,18064,0,Sellout
1616,18064,15777,87.34,16905,-1128,Medium
1617,18064,17024,94.24,16725,299,High
1618,18064,18059,99.97,17698,361,Sellout
1619,18064,18064,100.0,17628,436,Sellout
1620,18064,18064,100.0,18064,0,Sellout
1621,18064,16821,93.12,17117,-296,High
1622,18064,16579,91.78,16169,410,High
1623,18064,17046,94.36,17955,-909,High
1624,18064,18064,100.0,18064,0,Sellout
1625,18064,17211,95.28,17327,-116,Sellout
1626,18064,17841,98.77,17629,212,Sellout
1627,18064,18064,100.0,16996,1068,Sellout
1628,18064,17267,95.59,17464,-197,Sellout
1629,18064,17355,96.08,17254,101,Sellout
1630,18064,17403,96.34,17382,21,Sellout
1631,18064,16735,92.64,18064,-1329,High
1632,18064,18064,100.0,17828,236,Sellout
1633,18064,16330,90.4,18019,-1689,High
1634,18064,16386,90.71,15839,547,High
1635,18064,16433,90.97,16933,-500,High
1636,18064,17891,99.04,18064,-173,Sellout
1637,18064,17503,96.89,17531,-28,Sellout
1638,18064,15670,86.75,16628,-958,Medium
1639,18064,16190,89.63,16270,-80,High
1640,18064,17215,95.3,18007,-792,Sellout
1641,18055,17484,96.84,18055,-571,Sellout
1642,18055,17229,95.43,17387,-158,Sellout
1643,18055,16757,92.81,15874,883,High
1644,18055,14990,83.02,14468,522,Medium
1645,18055,16146,89.43,16539,-393,High
1646,18055,17031,94.33,17149,-118,High
1647,18055,17258,95.59,17650,-392,Sellout
1648,18055,14499,80.3,15361,-862,Medium
1649,18055,16290,90.22,17047,-757,High
1650,18055,16118,89.27,15927,191,High
1651,18055,17015,94.24,17542,-527,High
1652,18055,17847,98.85,17891,-44,Sellout
1653,18055,14955,82.83,15692,-737,Medium
1654,18055,15999,88.61,15427,572,High
1655,18055,16888,93.54,16426,462,High
1656,18055,17425,96.51,16301,1124,Sellout
1657,18055,17233,95.45,16250,983,Sellout
1658,18055,16480,91.28,17146,-666,High
1659,18055,15019,83.18,15640,-621,Medium
1660,18055,15865,87.87,15612,253,Medium
1661,18055,15342,84.97,15982,-640,Medium
1662,18055,17922,99.26,17752,170,Sellout
1663,18055,15475,85.71,15725,-250,Medium
1664,18055,17959,99.47,17297,662,Sellout
1665,18055,16045,88.87,15362,683,High
1666,18055,16020,88.73,16241,-221,High
1667,18055,14646,81.12,15967,-1321,Medium
1668,18055,17524,97.06,16794,730,Sellout
1669,18055,16984,94.07,17426,-442,High
1670,18055,16619,92.05,16636,-17,High
1671,18055,16142,89.4,16241,-99,High
1672,18055,15639,86.62,15361,278,Medium
1673,18055,15894,88.03,16343,-449,High
1674,18055,16366,90.65,17174,-808,High
1675,18055,16402,90.84,16293,109,High
1676,18055,17784,98.5,17187,597,Sellout
1677,18055,16375,90.7,16464,-89,High
1678,18055,17146,94.97,17237,-91,High
1679,18055,16351,90.56,17208,-857,High
1680,18055,18055,100.0,17731,324,Sellout
1681,18055,16421,90.95,15998,423,High
1682,17923,14463,80.7,14540,-77,Medium
1683,17923,14117,78.76,14815,-698,Medium
1684,17923,17215,96.05,17156,59,Sellout
1685,17923,16957,94.61,16838,119,High
1686,17923,15721,87.71,15750,-29,Medium
1687,17923,14950,83.41,15726,-776,Medium
1688,17923,16560,92.4,16378,182,High
1689,17923,17898,99.86,17781,117,Sellout
1690,17923,17414,97.16,17114,300,Sellout
1691,17923,16624,92.75,16721,-97,High
1692,17923,16608,92.66,15688,920,High
1693,17923,16238,90.6,16240,-2,High
1694,17923,17923,100.0,16957,966,Sellout
1695,17923,16280,90.83,16120,160,High
1696,17923,16722,93.3,17553,-831,High
1697,17923,17923,100.0,17476,447,Sellout
1698,17923,15530,86.65,15791,-261,Medium
1699,17923,16439,91.72,16758,-319,High
1700,17923,17707,98.79,16962,745,Sellout
1701,17923,15574,86.89,16470,-896,Medium
1702,17923,14452,80.63,15708,-1256,Medium
1703,17923,14917,83.23,15074,-157,Medium
1704,17923,17923,100.0,17923,0,Sellout
1705,17923,16464,91.86,15842,622,High
1706,17923,17404,97.1,17300,104,Sellout
1707,17923,14971,83.53,16585,-1614,Medium
1708,17923,14748,82.29,15445,-697,Medium
1709,17923,15256,85.12,16159,-903,Medium
1710,17923,14252,79.52,15604,-1352,Medium
1711,17923,16596,92.6,16718,-122,High
1712,17923,17478,97.52,17112,366,Sellout
1713,17923,17158,95.73,16461,697,Sellout
1714,17923,16907,94.33,16551,356,High
1715,17923,15928,88.87,16328,-400,High
1716,17923,17476,97.51,16700,776,Sellout
1717,17923,17491,97.59,17642,-151,Sellout
1718,17923,16372,91.35,16329,43,High
1719,17923,14749,82.29,15224,-475,Medium
1720,17923,15269,85.19,15445,-176,Medium
1721,17923,17625,98.34,17923,-298,Sellout
1722,17923,15885,88.63,16876,-991,High
1723,19060,19060,100.0,18869,191,Sellout
1724,19060,17121,89.83,16993,128,High
1725,19060,18269,95.85,17663,606,Sellout
1726,19060,14919,78.27,15456,-537,Medium
1727,19060,18945,99.4,18407,538,Sellout
1728,19060,17673,92.72,18869,-1196,High
1729,19060,17833,93.56,17420,413,High
1730,19060,17565,92.16,17050,515,High
1731,19060,16478,86.45,17270,-792,Medium
1732,19060,17830,93.55,16979,851,High
1733,19060,18781,98.54,17593,1188,Sellout
1734,19060,19002,99.7,19060,-58,Sellout
1735,19060,17738,93.06,16633,1105,High
1736,19060,14068,73.81,15365,-1297,Low
1737,19060,16038,84.14,16142,-104,Medium
1738,19060,16103,84.49,18096,-1993,Medium
1739,19060,19060,100.0,19060,0,Sellout
1740,19060,16412,86.11,17579,-1167,Medium
1741,19060,15242,79.97,16730,-1488,Medium
1742,19060,18056,94.73,17856,200,High
1743,19060,19060,100.0,18702,358,Sellout
1744,19060,16753,87.9,17061,-308,Medium
1745,19060,16924,88.79,16820,104,High
1746,19060,19021,99.8,17678,1343,Sellout
1747,19060,17041,89.41,17766,-725,High
1748,19060,14806,77.68,15554,-748,Medium
1749,19060,17821,93.5,16994,827,High
1750,19060,18245,95.72,18074,171,Sellout
1751,19060,17775,93.26,16688,1087,High
1752,19060,16868,88.5,17856,-988,High
1753,19060,16386,85.97,17749,-1363,Medium
1754,19060,16932,88.84,18025,-1093,High
1755,19060,19060,100.0,19060,0,Sellout
1756,19060,18940,99.37,18025,915,Sellout
1757,19060,18759,98.42,17943,816,Sellout
1758,19060,17577,92.22,17154,423,High
1759,19060,18762,98.44,17807,955,Sellout
1760,19060,16997,89.18,17460,-463,High
1761,19060,16229,85.15,17743,-1514,Medium
1762,19060,14661,76.92,15894,-1233,Medium
1763,19060,16810,88.2,17918,-1108,High
1764,19060,17697,92.85,19060,-1363,High
1765,19060,18403,96.55,19060,-657,Sellout
1766,19060,18001,94.44,18707,-706,High
1767,19060,17931,94.08,17468,463,High
1768,19060,17469,91.65,17245,224,High
1769,19060,18454,96.82,17304,1150,Sellout
1770,19060,18496,97.04,19060,-564,Sellout
1771,19060,19060,100.0,19060,0,Sellout
1772,19060,19060,100.0,18981,79,Sellout
1773,19060,18587,97.52,18976,-389,Sellout
1774,19060,18163,95.29,18502,-339,Sellout
1775,19060,18795,98.61,17742,1053,Sellout
1776,19060,17627,92.48,17898,-271,High
1777,19060,19060,100.0,19060,0,Sellout
1778,19060,16378,85.93,17507,-1129,Medium
1779,19060,19060,100.0,19060,0,Sellout
1780,19060,18819,98.74,17860,959,Sellout
1781,19060,18712,98.17,19060,-348,Sellout
1782,19060,17964,94.25,18199,-235,High
1783,19060,17436,91.48,18382,-946,High
1784,19060,16779,88.03,17155,-376,High
1785,19060,17191,90.19,18384,-1193,High
1786,19060,18084,94.88,19060,-976,High
1787,19060,18485,96.98,19060,-575,Sellout
1788,19060,19060,100.0,19060,0,Sellout
1789,19060,16435,86.23,17853,-1418,Medium
1790,19060,18203,95.5,17157,1046,Sellout
1791,19060,18406,96.57,17709,697,Sellout
1792,19060,19060,100.0,19060,0,Sellout
1793,19060,18711,98.17,18448,263,Sellout
1794,19060,19060,100.0,19060,0,Sellout
1795,19060,16542,86.79,17635,-1093,Medium
1796,19060,19060,100.0,18933,127,Sellout
1797,19060,19060,100.0,19060,0,Sellout
1798,19060,17807,93.43,18008,-201,High
1799,19060,18845,98.87,18887,-42,Sellout
1800,19060,18154,95.25,18857,-703,Sellout
1801,19060,18681,98.01,18630,51,Sellout
1802,19060,18290,95.96,18148,142,Sellout
1803,19060,16689,87.56,18491,-1802,Medium
1804,19060,18857,98.93,18391,466,Sellout
1805,17794,16108,90.52,15318,790,High
1806,17794,14894,83.7,15521,-627,Medium
1807,17794,14547,81.75,14849,-302,Medium
1808,17794,16816,94.5,16212,604,High
1809,17794,15358,86.31,16020,-662,Medium
1810,17794,15458,86.87,14929,529,Medium
1811,17794,15034,84.49,14830,204,Medium
1812,17794,17794,100.0,16301,1493,Sellout
1813,17794,16263,91.4,16354,-91,High
1814,17794,16929,95.14,17309,-380,Sellout
1815,17794,17794,100.0,17794,0,Sellout
1816,17794,16881,94.87,16799,82,High
1817,17794,16737,94.06,15575,1162,High
1818,17794,17644,99.16,16520,1124,Sellout
1819,17794,14413,81.0,14932,-519,Medium
1820,17794,15429,86.71,15566,-137,Medium
1821,17794,14921,83.85,15415,-494,Medium
1822,17794,14677,82.48,15297,-620,Medium
1823,17794,12679,71.25,15000,-2321,Low
1824,17794,17794,100.0,17173,621,Sellout
1825,17794,16340,91.83,16817,-477,High
1826,17794,15344,86.23,15661,-317,Medium
1827,17794,17794,100.0,16278,1516,Sellout
1828,17794,14300,80.36,14756,-456,Medium
1829,17794,15922,89.48,16052,-130,High
1830,17794,17794,100.0,17794,0,Sellout
1831,17794,15994,89.88,15754,240,High
1832,17794,14410,80.98,14850,-440,Medium
1833,17794,16630,93.46,15831,799,High
1834,17794,15690,88.18,15575,115,High
1835,17794,16490,92.67,16410,80,High
1836,17794,15196,85.4,15675,-479,Medium
1837,17794,15678,88.11,15771,-93,High
1838,17794,15287,85.91,14594,693,Medium
1839,17794,17089,96.04,16393,696,Sellout
1840,17794,16062,90.27,16368,-306,High
1841,17794,15093,84.82,15644,-551,Medium
1842,17794,17794,100.0,17794,0,Sellout
1843,17794,17438,98.0,17223,215,Sellout
1844,17794,16716,93.94,16092,624,High
1845,17794,16552,93.02,17241,-689,High
1846,19600,19183,97.87,19200,-17,Sellout
1847,19600,19600,100.0,19600,0,Sellout
1848,19600,18123,92.46,18681,-558,High
1849,19600,19221,98.07,17742,1479,Sellout
1850,19600,19600,100.0,18765,835,Sellout
1851,19600,19160,97.76,19320,-160,Sellout
1852,19600,19600,100.0,19600,0,Sellout
1853,19600,19600,100.0,19600,0,Sellout
1854,19600,19545,99.72,19411,134,Sellout
1855,19600,19600,100.0,19600,0,Sellout
1856,19600,17322,88.38,18013,-691,High
1857,19600,19309,98.52,19600,-291,Sellout
1858,19600,18788,95.86,18575,213,Sellout
1859,19600,18307,93.4,17918,389,High
1860,19600,17741,90.52,17769,-28,High
1861,19600,18275,93.24,17572,703,High
1862,19600,19282,98.38,18210,1072,Sellout
1863,19600,19600,100.0,19600,0,Sellout
1864,19600,19159,97.75,18868,291,Sellout
1865,19600,17749,90.56,17919,-170,High
1866,19600,18945,96.66,18886,59,Sellout
1867,19600,17008,86.78,18079,-1071,Medium
1868,19600,19059,97.24,19600,-541,Sellout
1869,19600,19523,99.61,18536,987,Sellout
1870,19600,19157,97.74,17782,1375,Sellout
1871,19600,16152,82.41,17223,-1071,Medium
1872,19600,19600,100.0,19386,214,Sellout
1873,19600,18746,95.64,19600,-854,Sellout
1874,19600,19600,100.0,19600,0,Sellout
1875,19600,18516,94.47,18529,-13,High
1876,19600,19600,100.0,17782,1818,Sellout
1877,19600,18084,92.27,18583,-499,High
1878,19600,18393,93.84,18793,-400,High
1879,19600,19378,98.87,19064,314,Sellout
1880,19600,19600,100.0,19600,0,Sellout
1881,19600,19547,99.73,18911,636,Sellout
1882,19600,19600,100.0,19163,437,Sellout
1883,19600,18185,92.78,18363,-178,High
1884,19600,19600,100.0,19600,0,Sellout
1885,19600,19600,100.0,19062,538,Sellout
1886,19600,18608,94.94,17980,628,High
1887,17341,14168,81.7,14736,-568,Medium
1888,17341,15154,87.39,14857,297,Medium
1889,17341,14359,82.8,15717,-1358,Medium
1890,17341,17341,100.0,17341,0,Sellout
1891,17341,15028,86.66,16185,-1157,Medium
1892,17341,16348,94.27,15849,499,High
1893,17341,14844,85.6,14872,-28,Medium
1894,17341,15418,88.91,14721,697,High
1895,17341,16864,97.25,16831,33,Sellout
1896,17341,16603,95.74,15623,980,Sellout
1897,17341,16133,93.03,15736,397,High
1898,17341,16287,93.92,15523,764,High
1899,17341,15839,91.34,16106,-267,High
1900,17341,17276,99.63,17341,-65,Sellout
1901,17341,16721,96.42,17341,-620,Sellout
1902,17341,15987,92.19,16776,-789,High
1903,17341,15456,89.13,15389,67,High
1904,17341,16824,97.02,16779,45,Sellout
1905,17341,15240,87.88,14962,278,Medium
1906,17341,15756,90.86,16234,-478,High
1907,17341,17341,100.0,17341,0,Sellout
1908,17341,16375,94.43,15441,934,High
1909,17341,16417,94.67,16116,301,High
1910,17341,14569,84.01,14541,28,Medium
1911,17341,17341,100.0,17341,0,Sellout
1912,17341,17341,100.0,17341,0,Sellout
1913,17341,16866,97.26,16745,121,Sellout
1914,17341,15604,89.98,15964,-360,High
1915,17341,14328,82.62,14682,-354,Medium
1916,17341,15521,89.5,15898,-377,High
1917,17341,16164,93.21,16559,-395,High
1918,17341,17341,100.0,17341,0,Sellout
1919,17341,17341,100.0,16489,852,Sellout
1920,17341,14898,85.91,15181,-283,Medium
1921,17341,15203,87.67,15829,-626,Medium
1922,17341,14858,85.68,15739,-881,Medium
1923,17341,17335,99.97,16137,1198,Sellout
1924,17341,17341,100.0,17042,299,Sellout
1925,17341,14436,83.25,14908,-472,Medium
1926,17341,15579,89.84,15482,97,High
1927,17341,17053,98.34,16080,973,Sellout
1928,18978,18176,95.77,18224,-48,Sellout
1929,18978,18940,99.8,18286,654,Sellout
1930,18978,14917,78.6,15036,-119,Medium
1931,18978,15556,81.97,15781,-225,Medium
1932,18978,13289,70.02,15300,-2011,Low
1933,18978,17249,90.89,17556,-307,High
1934,18978,17474,92.08,17881,-407,High
1935,18978,15990,84.26,15595,395,Medium
1936,18978,16307,85.93,16117,190,Medium
1937,18978,16971,89.42,16821,150,High
1938,18978,18226,96.04,17503,723,Sellout
1939,18978,15061,79.36,16835,-1774,Medium
1940,18978,16725,88.13,16762,-37,High
1941,18978,15707,82.76,16595,-888,Medium
1942,18978,16042,84.53,16992,-950,Medium
1943,18978,17482,92.12,17703,-221,High
1944,18978,16867,88.88,16851,16,High
1945,18978,17770,93.63,17389,381,High
1946,18978,18531,97.64,18200,331,Sellout
1947,18978,16016,84.39,16643,-627,Medium
1948,18978,15572,82.05,15722,-150,Medium
1949,18978,17929,94.47,16838,1091,High
1950,18978,18100,95.37,16875,1225,Sellout
1951,18978,16453,86.7,16686,-233,Medium
1952,18978,16810,88.58,16740,70,High
1953,18978,15182,80.0,15862,-680,Medium
1954,18978,18978,100.0,18582,396,Sellout
1955,18978,18656,98.3,16898,1758,Sellout
1956,18978,17938,94.52,18344,-406,High
1957,18978,16755,88.29,15862,893,High
1958,18978,15752,83.0,15192,560,Medium
1959,18978,16925,89.18,17052,-127,High
1960,18978,16158,85.14,16686,-528,Medium
1961,18978,18978,100.0,18251,727,Sellout
1962,18978,17413,91.75,16831,582,High
1963,18978,17570,92.58,16843,727,High
1964,18978,16349,86.15,16509,-160,Medium
1965,18978,17074,89.97,17028,46,High
1966,18978,17426,91.82,18350,-924,High
1967,18978,17600,92.74,17023,577,High
1968,18978,15395,81.12,15679,-284,Medium
1969,16867,13375,79.3,14068,-693,Medium
1970,16867,14649,86.85,15226,-577,Medium
1971,16867,16867,100.0,15424,1443,Sellout
1972,16867,15787,93.6,15988,-201,High
1973,16867,14852,88.05,14603,249,High
1974,16867,14570,86.38,15377,-807,Medium
1975,16867,15050,89.23,15177,-127,High
1976,16867,14487,85.89,15412,-925,Medium
1977,16867,16097,95.43,15846,251,Sellout
1978,16867,14967,88.74,15582,-615,High
1979,16867,14342,85.03,13803,539,Medium
1980,16867,15002,88.94,16210,-1208,High
1981,16867,15933,94.46,16360,-427,High
1982,16867,16867,100.0,16867,0,Sellout
1983,16867,16867,100.0,16863,4,Sellout
1984,16867,15175,89.97,15171,4,High
1985,16867,14444,85.63,14706,-262,Medium
1986,16867,14640,86.8,14561,79,Medium
1987,16867,16867,100.0,15935,932,Sellout
1988,16867,14500,85.97,14681,-181,Medium
1989,16867,13681,81.11,13678,3,Medium
1990,16867,13319,78.96,14030,-711,Medium
1991,16867,13952,82.72,14409,-457,Medium
1992,16867,16567,98.22,16270,297,Sellout
1993,16867,16189,95.98,15586,603,Sellout
1994,16867,15997,94.84,15793,204,High
1995,16867,15206,90.15,14646,560,High
1996,16867,14012,83.07,14687,-675,Medium
1997,16867,13130,77.84,13872,-742,Medium
1998,16867,16548,98.11,16012,536,Sellout
1999,16867,14088,83.52,14409,-321,Medium
2000,16867,13552,80.35,14345,-793,Medium
2001,16867,14784,87.65,14647,137,Medium
2002,16867,16563,98.2,16505,58,Sellout
2003,16867,16505,97.85,16633,-128,Sellout
2004,16867,16399,97.23,15329,1070,Sellout
2005,16867,16479,97.7,15215,1264,Sellout
2006,16867,14547,86.25,13899,648,Medium
2007,16867,15684,92.99,15394,290,High
2008,16867,16246,96.32,15315,931,Sellout
2009,16867,15114,89.61,15008,106,High
2010,19812,19812,100.0,19812,0,Sellout
2011,19812,18909,95.44,19371,-462,Sellout
2012,19812,18840,95.09,19460,-620,Sellout
2013,19812,19493,98.39,18758,735,Sellout
2014,19812,17372,87.68,18563,-1191,Medium
2015,19812,19505,98.45,19812,-307,Sellout
2016,19812,16836,84.98,17117,-281,Medium
2017,19812,17648,89.08,18763,-1115,High
2018,19812,19327,97.55,19637,-310,Sellout
2019,19812,19641,99.14,19566,75,Sellout
2020,19812,19812,100.0,19812,0,Sellout
2021,19812,19298,97.41,19699,-401,Sellout
2022,19812,17612,88.9,17532,80,High
2023,19812,16437,82.96,17622,-1185,Medium
2024,19812,17851,90.1,18815,-964,High
2025,19812,17424,87.95,18933,-1509,Medium
2026,19812,19382,97.83,18606,776,Sellout
2027,19812,18381,92.78,18641,-260,High
2028,19812,19789,99.88,19614,175,Sellout
2029,19812,19812,100.0,19812,0,Sellout
2030,19812,19812,100.0,19812,0,Sellout
2031,19812,19812,100.0,19812,0,Sellout
2032,19812,19812,100.0,19812,0,Sellout
2033,19812,17770,89.69,18334,-564,High
2034,19812,19538,98.62,18985,553,Sellout
2035,19812,19812,100.0,18958,854,Sellout
2036,19812,18521,93.48,18949,-428,High
2037,19812,17978,90.74,18608,-630,High
2038,19812,18077,91.24,19812,-1735,High
2039,19812,17070,86.16,18709,-1639,Medium
2040,19812,18746,94.62,17622,1124,High
2041,19812,19189,96.86,19326,-137,Sellout
2042,19812,18371,92.73,19272,-901,High
2043,19812,19812,100.0,19812,0,Sellout
2044,19812,19812,100.0,17793,2019,Sellout
2045,19812,18907,95.43,18903,4,Sellout
