concession_id,game_id,category,units_sold,avg_unit_price,gross_revenue,estimated_cost,gross_margin,per_cap_spend,recommended_inventory_units
9289,1858,Combo Meals,18214,18.0,327864.99,114752.75,213112.24,17.45,21856
9290,1858,Premium Dining,13870,35.0,485484.08,194193.63,291290.45,25.84,16644
9291,1859,Food,16822,12.0,201870.73,76710.88,125159.85,11.03,19345
9292,1859,Beverage,18550,9.0,166950.43,36729.09,130221.34,9.12,21332
9293,1859,Snacks,14970,6.0,89823.76,26947.13,62876.63,4.91,17215
9294,1859,Combo Meals,17016,18.0,306290.92,107201.82,199089.1,16.73,19568
9295,1859,Premium Dining,12683,35.0,443913.12,177565.25,266347.87,24.25,14585
9296,1860,Food,15421,12.0,185060.78,70323.1,114737.68,10.43,17734
9297,1860,Beverage,18452,9.0,166076.61,36536.85,129539.76,9.36,21219
9298,1860,Snacks,15541,6.0,93251.36,27975.41,65275.95,5.26,17872
9299,1860,Combo Meals,14968,18.0,269440.14,94304.05,175136.09,15.19,17213
9300,1860,Premium Dining,12533,35.0,438678.77,175471.51,263207.26,24.73,14412
9301,1861,Food,17143,12.0,205727.69,78176.52,127551.17,11.26,19714
9302,1861,Beverage,18925,9.0,170332.92,37473.24,132859.68,9.32,21763
9303,1861,Snacks,15621,6.0,93729.98,28118.99,65610.99,5.13,17964
9304,1861,Combo Meals,15561,18.0,280102.76,98035.97,182066.79,15.33,17895
9305,1861,Premium Dining,12389,35.0,433619.87,173447.95,260171.92,23.73,14247
9306,1862,Food,17379,12.0,208556.36,79251.42,129304.94,10.82,20854
9307,1862,Beverage,20385,9.0,183466.75,40362.68,143104.07,9.51,24462
9308,1862,Snacks,17353,6.0,104118.99,31235.7,72883.29,5.4,20823
9309,1862,Combo Meals,17978,18.0,323621.05,113267.37,210353.68,16.78,21573
9310,1862,Premium Dining,14042,35.0,491490.25,196596.1,294894.15,25.49,16850
9311,1863,Food,18563,12.0,222760.05,84648.82,138111.23,11.37,22275
9312,1863,Beverage,21683,9.0,195151.4,42933.31,152218.09,9.96,26019
9313,1863,Snacks,18595,6.0,111574.28,33472.28,78102.0,5.69,22314
9314,1863,Combo Meals,19736,18.0,355255.7,124339.5,230916.2,18.13,23683
9315,1863,Premium Dining,14696,35.0,514387.4,205754.96,308632.44,26.24,17635
9316,1864,Food,18450,12.0,221402.86,84133.09,137269.77,11.56,22140
9317,1864,Beverage,20044,9.0,180401.12,39688.25,140712.87,9.42,24052
9318,1864,Snacks,17977,6.0,107865.87,32359.76,75506.11,5.63,21572
9319,1864,Combo Meals,16876,18.0,303780.01,106323.0,197457.01,15.86,20251
9320,1864,Premium Dining,13724,35.0,480348.01,192139.2,288208.81,25.07,16468
9321,1865,Food,15657,12.0,187886.57,71396.9,116489.67,10.59,18005
9322,1865,Beverage,17117,9.0,154059.35,33893.06,120166.29,8.68,19684
9323,1865,Snacks,14136,6.0,84816.42,25444.93,59371.49,4.78,16256
9324,1865,Combo Meals,16420,18.0,295563.04,103447.06,192115.98,16.65,18883
9325,1865,Premium Dining,12817,35.0,448621.05,179448.42,269172.63,25.28,14739
9326,1866,Food,16760,12.0,201128.54,76428.85,124699.69,10.62,20112
9327,1866,Beverage,20196,9.0,181764.81,39988.26,141776.55,9.59,24235
9328,1866,Snacks,15270,6.0,91623.61,27487.08,64136.53,4.84,18324
9329,1866,Combo Meals,16221,18.0,291988.88,102196.11,189792.77,15.41,19465
9330,1866,Premium Dining,14150,35.0,495278.43,198111.37,297167.06,26.14,16980
9331,1867,Food,15531,12.0,186379.78,70824.32,115555.46,10.96,17084
9332,1867,Beverage,16007,9.0,144064.82,31694.26,112370.56,8.47,17607
9333,1867,Snacks,14417,6.0,86504.12,25951.24,60552.88,5.09,15858
9334,1867,Combo Meals,13791,18.0,248250.35,86887.62,161362.73,14.6,15170
9335,1867,Premium Dining,11334,35.0,396722.3,158688.92,238033.38,23.33,12467
9336,1868,Food,17896,12.0,214761.31,81609.3,133152.01,11.27,21475
9337,1868,Beverage,19377,9.0,174401.93,38368.42,136033.51,9.15,23252
9338,1868,Snacks,16434,6.0,98609.5,29582.85,69026.65,5.17,19720
9339,1868,Combo Meals,17499,18.0,314993.56,110247.75,204745.81,16.53,20998
9340,1868,Premium Dining,13655,35.0,477949.25,191179.7,286769.55,25.08,16386
9341,1869,Food,17781,12.0,213380.23,81084.49,132295.74,10.93,21337
9342,1869,Beverage,21240,9.0,191166.32,42056.59,149109.73,9.79,25488
9343,1869,Snacks,17540,6.0,105245.71,31573.71,73672.0,5.39,21048
9344,1869,Combo Meals,17969,18.0,323447.92,113206.77,210241.15,16.57,21562
9345,1869,Premium Dining,15051,35.0,526817.43,210726.97,316090.46,26.98,18061
9346,1870,Food,16701,12.0,200414.44,76157.49,124256.95,10.46,20041
9347,1870,Beverage,19249,9.0,173244.73,38113.84,135130.89,9.04,23098
9348,1870,Snacks,16395,6.0,98375.98,29512.79,68863.19,5.14,19674
9349,1870,Combo Meals,16369,18.0,294658.11,103130.34,191527.77,15.38,19642
9350,1870,Premium Dining,13210,35.0,462368.55,184947.42,277421.13,24.14,15852
9351,1871,Food,14174,12.0,170090.07,64634.23,105455.84,10.53,15591
9352,1871,Beverage,16146,9.0,145317.51,31969.85,113347.66,9.0,17760
9353,1871,Snacks,13297,6.0,79784.72,23935.42,55849.3,4.94,14626
9354,1871,Combo Meals,13512,18.0,243226.24,85129.18,158097.06,15.06,14863
9355,1871,Premium Dining,10659,35.0,373080.31,149232.12,223848.19,23.1,11724
9356,1872,Food,18222,12.0,218672.95,83095.72,135577.23,11.16,21866
9357,1872,Beverage,19043,9.0,171391.91,37706.22,133685.69,8.74,22851
9358,1872,Snacks,17650,6.0,105905.32,31771.6,74133.72,5.4,21180
9359,1872,Combo Meals,18019,18.0,324349.38,113522.28,210827.1,16.55,21622
9360,1872,Premium Dining,14218,35.0,497638.51,199055.4,298583.11,25.39,17061
9361,1873,Food,17184,12.0,206211.9,78360.52,127851.38,11.0,20620
9362,1873,Beverage,19107,9.0,171966.53,37832.64,134133.89,9.17,22928
9363,1873,Snacks,16416,6.0,98496.99,29549.1,68947.89,5.25,19699
9364,1873,Combo Meals,17309,18.0,311568.18,109048.86,202519.32,16.62,20770
9365,1873,Premium Dining,14142,35.0,494995.83,197998.33,296997.5,26.41,16970
9366,1874,Food,20278,12.0,243339.56,92469.03,150870.53,12.42,24333
9367,1874,Beverage,23064,9.0,207578.49,45667.27,161911.22,10.59,27676
9368,1874,Snacks,19048,6.0,114288.52,34286.56,80001.96,5.83,22857
9369,1874,Combo Meals,19216,18.0,345898.88,121064.61,224834.27,17.65,23059
9370,1874,Premium Dining,16073,35.0,562588.9,225035.56,337553.34,28.7,19287
9371,1875,Food,17065,12.0,204783.06,77817.56,126965.5,11.06,19624
9372,1875,Beverage,19008,9.0,171073.48,37636.17,133437.31,9.24,21859
9373,1875,Snacks,16266,6.0,97600.23,29280.07,68320.16,5.27,18705
9374,1875,Combo Meals,18024,18.0,324437.53,113553.14,210884.39,17.52,20727
9375,1875,Premium Dining,14490,35.0,507157.29,202862.92,304294.37,27.39,16663
9376,1876,Food,18549,12.0,222597.28,84586.97,138010.31,11.36,22258
9377,1876,Beverage,18823,9.0,169414.24,37271.13,132143.11,8.64,22587
9378,1876,Snacks,16848,6.0,101091.66,30327.5,70764.16,5.16,20217
9379,1876,Combo Meals,17417,18.0,313522.63,109732.92,203789.71,16.0,20900
9380,1876,Premium Dining,14133,35.0,494679.54,197871.82,296807.72,25.24,16959
9381,1877,Food,18626,12.0,223513.96,84935.3,138578.66,12.36,21419
9382,1877,Beverage,20480,9.0,184326.14,40551.75,143774.39,10.19,23552
9383,1877,Snacks,15238,6.0,91433.2,27429.96,64003.24,5.06,17523
9384,1877,Combo Meals,16900,18.0,304215.45,106475.41,197740.04,16.82,19435
9385,1877,Premium Dining,12851,35.0,449795.28,179918.11,269877.17,24.87,14778
9386,1878,Food,16655,12.0,199860.04,75946.82,123913.22,10.87,19153
9387,1878,Beverage,18492,9.0,166429.66,36614.53,129815.13,9.05,21265
9388,1878,Snacks,15398,6.0,92388.65,27716.59,64672.06,5.02,17707
9389,1878,Combo Meals,17103,18.0,307856.31,107749.71,200106.6,16.74,19668
9390,1878,Premium Dining,13513,35.0,472975.9,189190.36,283785.54,25.71,15539
9391,1879,Food,17328,12.0,207936.93,79016.03,128920.9,10.73,20793
9392,1879,Beverage,20686,9.0,186177.93,40959.14,145218.79,9.61,24823
9393,1879,Snacks,18085,6.0,108510.59,32553.18,75957.41,5.6,21702
9394,1879,Combo Meals,17643,18.0,317581.57,111153.55,206428.02,16.39,21171
9395,1879,Premium Dining,15201,35.0,532067.06,212826.82,319240.24,27.46,18241
9396,1880,Food,18344,12.0,220139.0,83652.82,136486.18,11.23,22012
9397,1880,Beverage,21276,9.0,191492.67,42128.39,149364.28,9.77,25531
9398,1880,Snacks,17246,6.0,103481.38,31044.41,72436.97,5.28,20695
9399,1880,Combo Meals,18126,18.0,326276.38,114196.73,212079.65,16.65,21751
9400,1880,Premium Dining,14333,35.0,501688.99,200675.6,301013.39,25.6,17199
9401,1881,Food,17315,12.0,207790.35,78960.33,128830.02,10.63,20778
9402,1881,Beverage,19623,9.0,176608.58,38853.89,137754.69,9.04,23547
9403,1881,Snacks,17322,6.0,103935.36,31180.61,72754.75,5.32,20786
9404,1881,Combo Meals,18283,18.0,329102.7,115185.94,213916.76,16.84,21939
9405,1881,Premium Dining,13431,35.0,470106.67,188042.67,282064.0,24.05,16117
9406,1882,Food,18754,12.0,225053.52,85520.34,139533.18,11.48,22504
9407,1882,Beverage,23126,9.0,208138.19,45790.4,162347.79,10.62,27751
9408,1882,Snacks,17776,6.0,106659.81,31997.94,74661.87,5.44,21331
9409,1882,Combo Meals,19202,18.0,345651.26,120977.94,224673.32,17.64,23042
9410,1882,Premium Dining,13994,35.0,489816.46,195926.58,293889.88,24.99,16792
9411,1883,Food,17056,12.0,204681.65,77779.03,126902.62,11.26,19614
9412,1883,Beverage,17558,9.0,158027.36,34766.02,123261.34,8.69,20191
9413,1883,Snacks,16691,6.0,100151.56,30045.47,70106.09,5.51,19194
9414,1883,Combo Meals,16412,18.0,295429.11,103400.19,192028.92,16.25,18873
9415,1883,Premium Dining,13572,35.0,475023.0,190009.2,285013.8,26.12,15607
9416,1884,Food,20166,12.0,241993.3,91957.45,150035.85,12.35,24199
9417,1884,Beverage,23460,9.0,211141.42,46451.11,164690.31,10.77,28152
9418,1884,Snacks,18115,6.0,108691.33,32607.4,76083.93,5.55,21738
9419,1884,Combo Meals,19184,18.0,345325.48,120863.92,224461.56,17.62,23020
9420,1884,Premium Dining,15394,35.0,538824.39,215529.76,323294.63,27.49,18472
9421,1885,Food,18545,12.0,222542.71,84566.23,137976.48,11.35,22254
9422,1885,Beverage,20414,9.0,183726.54,40419.84,143306.7,9.37,24496
9423,1885,Snacks,17781,6.0,106687.38,32006.21,74681.17,5.44,21337
9424,1885,Combo Meals,18493,18.0,332880.25,116508.09,216372.16,16.98,22191
9425,1885,Premium Dining,14735,35.0,515725.81,206290.32,309435.49,26.31,17682
9426,1886,Food,17342,12.0,208105.68,79080.16,129025.52,11.18,19943
9427,1886,Beverage,18672,9.0,168051.12,36971.25,131079.87,9.03,21472
9428,1886,Snacks,17599,6.0,105599.09,31679.73,73919.36,5.67,20238
9429,1886,Combo Meals,18323,18.0,329815.57,115435.45,214380.12,17.72,21071
9430,1886,Premium Dining,13735,35.0,480758.64,192303.46,288455.18,25.84,15795
9431,1887,Food,12958,12.0,155505.35,59092.03,96413.32,10.98,14253
9432,1887,Beverage,14584,9.0,131261.17,28877.46,102383.71,9.26,16042
9433,1887,Snacks,11855,6.0,71135.84,21340.75,49795.09,5.02,13040
9434,1887,Combo Meals,11605,18.0,208897.43,73114.1,135783.33,14.74,12765
9435,1887,Premium Dining,10369,35.0,362921.89,145168.76,217753.13,25.62,11405
9436,1888,Food,13933,12.0,167197.31,63534.98,103662.33,11.03,15326
9437,1888,Beverage,15562,9.0,140058.26,30812.82,109245.44,9.24,17118
9438,1888,Snacks,13351,6.0,80108.5,24032.55,56075.95,5.29,14686
9439,1888,Combo Meals,13244,18.0,238400.06,83440.02,154960.04,15.73,14568
9440,1888,Premium Dining,9992,35.0,349754.97,139901.99,209852.98,23.08,10991
9441,1889,Food,12815,12.0,153788.3,58439.55,95348.75,10.71,14096
9442,1889,Beverage,14337,9.0,129036.74,28388.08,100648.66,8.99,15770
9443,1889,Snacks,11837,6.0,71023.55,21307.06,49716.49,4.95,13020
9444,1889,Combo Meals,13093,18.0,235687.19,82490.52,153196.67,16.41,14402
9445,1889,Premium Dining,10287,35.0,360057.79,144023.12,216034.67,25.08,11315
9446,1890,Food,17189,12.0,206271.59,78383.2,127888.39,11.9,20626
9447,1890,Beverage,18604,9.0,167438.36,36836.44,130601.92,9.66,22324
9448,1890,Snacks,15404,6.0,92424.73,27727.42,64697.31,5.33,18484
9449,1890,Combo Meals,16541,18.0,297744.23,104210.48,193533.75,17.17,19849
9450,1890,Premium Dining,13202,35.0,462089.44,184835.78,277253.66,26.65,15842
9451,1891,Food,13798,12.0,165583.79,62921.84,102661.95,11.02,15177
9452,1891,Beverage,14836,9.0,133524.62,29375.42,104149.2,8.89,16319
9453,1891,Snacks,13071,6.0,78430.45,23529.14,54901.31,5.22,14378
9454,1891,Combo Meals,13436,18.0,241852.67,84648.43,157204.24,16.09,14779
9455,1891,Premium Dining,11119,35.0,389191.43,155676.57,233514.86,25.9,12230
9456,1892,Food,15057,12.0,180693.86,68663.67,112030.19,11.05,17315
9457,1892,Beverage,16113,9.0,145017.74,31903.9,113113.84,8.87,18529
9458,1892,Snacks,13458,6.0,80748.31,24224.49,56523.82,4.94,15476
9459,1892,Combo Meals,13785,18.0,248144.26,86850.49,161293.77,15.18,15852
9460,1892,Premium Dining,11742,35.0,410976.54,164390.62,246585.92,25.14,13503
9461,1893,Food,12421,12.0,149053.07,56640.17,92412.9,10.04,13663
9462,1893,Beverage,14242,9.0,128178.64,28199.3,99979.34,8.64,15666
9463,1893,Snacks,12619,6.0,75714.38,22714.31,53000.07,5.1,13880
9464,1893,Combo Meals,12874,18.0,231739.09,81108.68,150630.41,15.61,14161
9465,1893,Premium Dining,10000,35.0,350020.3,140008.12,210012.18,23.58,11000
9466,1894,Food,13680,12.0,164169.09,62384.25,101784.84,10.65,15731
9467,1894,Beverage,16162,9.0,145458.83,32000.94,113457.89,9.43,18586
9468,1894,Snacks,12224,6.0,73344.57,22003.37,51341.2,4.76,14057
9469,1894,Combo Meals,12686,18.0,228357.91,79925.27,148432.64,14.81,14588
9470,1894,Premium Dining,10571,35.0,369992.62,147997.05,221995.57,24.0,12156
9471,1895,Food,15213,12.0,182558.56,69372.25,113186.31,10.83,18255
9472,1895,Beverage,16959,9.0,152632.02,33579.04,119052.98,9.05,20350
9473,1895,Snacks,14822,6.0,88933.32,26680.0,62253.32,5.27,17786
9474,1895,Combo Meals,16472,18.0,296503.56,103776.25,192727.31,17.58,19766
9475,1895,Premium Dining,12217,35.0,427603.5,171041.4,256562.1,25.36,14660
9476,1896,Food,15730,12.0,188766.34,71731.21,117035.13,11.37,18876
9477,1896,Beverage,17840,9.0,160561.05,35323.43,125237.62,9.67,21408
9478,1896,Snacks,14667,6.0,88005.94,26401.78,61604.16,5.3,17600
9479,1896,Combo Meals,15796,18.0,284340.27,99519.09,184821.18,17.13,18955
9480,1896,Premium Dining,12903,35.0,451607.21,180642.88,270964.33,27.2,15483
9481,1897,Food,14433,12.0,173202.92,65817.11,107385.81,10.74,16597
9482,1897,Beverage,17166,9.0,154494.44,33988.78,120505.66,9.58,19740
9483,1897,Snacks,13894,6.0,83368.82,25010.65,58358.17,5.17,15978
9484,1897,Combo Meals,13473,18.0,242525.11,84883.79,157641.32,15.03,15493
9485,1897,Premium Dining,11202,35.0,392083.15,156833.26,235249.89,24.3,12882
9486,1898,Food,14753,12.0,177046.67,67277.73,109768.94,10.87,16965
9487,1898,Beverage,15526,9.0,139739.23,30742.63,108996.6,8.58,17854
9488,1898,Snacks,14330,6.0,85982.04,25794.61,60187.43,5.28,16479
9489,1898,Combo Meals,15202,18.0,273647.4,95776.59,177870.81,16.8,17482
9490,1898,Premium Dining,11043,35.0,386509.33,154603.73,231905.6,23.73,12699
9491,1899,Food,15240,12.0,182880.51,69494.59,113385.92,11.55,17526
9492,1899,Beverage,17785,9.0,160065.74,35214.46,124851.28,10.11,20452
9493,1899,Snacks,13671,6.0,82027.05,24608.12,57418.93,5.18,15721
9494,1899,Combo Meals,14510,18.0,261193.32,91417.66,169775.66,16.49,16686
9495,1899,Premium Dining,11909,35.0,416847.14,166738.86,250108.28,26.32,13695
9496,1900,Food,16514,12.0,198178.34,75307.77,122870.57,11.47,19816
9497,1900,Beverage,17666,9.0,159002.67,34980.59,124022.08,9.2,21199
9498,1900,Snacks,15800,6.0,94800.42,28440.13,66360.29,5.49,18960
9499,1900,Combo Meals,16399,18.0,295190.08,103316.53,191873.55,17.09,19678
9500,1900,Premium Dining,13712,35.0,479929.72,191971.89,287957.83,27.78,16454
9501,1901,Food,15037,12.0,180445.21,68569.18,111876.03,10.79,18044
9502,1901,Beverage,17548,9.0,157933.71,34745.42,123188.29,9.45,21057
9503,1901,Snacks,14691,6.0,88151.04,26445.31,61705.73,5.27,17629
9504,1901,Combo Meals,14774,18.0,265944.44,93080.55,172863.89,15.9,17728
9505,1901,Premium Dining,11929,35.0,417549.53,167019.81,250529.72,24.97,14314
9506,1902,Food,14118,12.0,169417.9,64378.8,105039.1,10.6,16235
9507,1902,Beverage,15954,9.0,143592.97,31590.45,112002.52,8.98,18347
9508,1902,Snacks,13884,6.0,83305.95,24991.78,58314.17,5.21,15966
9509,1902,Combo Meals,14039,18.0,252706.54,88447.29,164259.25,15.81,16144
9510,1902,Premium Dining,12201,35.0,427038.24,170815.3,256222.94,26.71,14031
9511,1903,Food,12999,12.0,155988.96,59275.8,96713.16,10.09,14948
9512,1903,Beverage,15984,9.0,143860.33,31649.27,112211.06,9.31,18381
9513,1903,Snacks,13154,6.0,78924.09,23677.23,55246.86,5.11,15127
9514,1903,Combo Meals,12798,18.0,230364.86,80627.7,149737.16,14.9,14717
9515,1903,Premium Dining,10217,35.0,357620.76,143048.3,214572.46,23.14,11749
9516,1904,Food,16523,12.0,198278.68,75345.9,122932.78,11.79,19827
9517,1904,Beverage,18112,9.0,163008.68,35861.91,127146.77,9.69,21734
9518,1904,Snacks,15139,6.0,90839.14,27251.74,63587.4,5.4,18166
9519,1904,Combo Meals,16844,18.0,303200.46,106120.16,197080.3,18.02,20212
9520,1904,Premium Dining,12465,35.0,436309.63,174523.85,261785.78,25.93,14958
9521,1905,Food,13116,12.0,157396.95,59810.84,97586.11,10.33,14427
9522,1905,Beverage,14695,9.0,132260.73,29097.36,103163.37,8.68,16164
9523,1905,Snacks,13158,6.0,78949.61,23684.88,55264.73,5.18,14473
9524,1905,Combo Meals,12491,18.0,224842.36,78694.83,146147.53,14.75,13740
9525,1905,Premium Dining,10271,35.0,359517.56,143807.02,215710.54,23.59,11298
9526,1906,Food,16414,12.0,196969.04,74848.24,122120.8,12.5,18876
9527,1906,Beverage,18906,9.0,170156.74,37434.48,132722.26,10.8,21741
9528,1906,Snacks,13688,6.0,82130.95,24639.28,57491.67,5.21,15741
9529,1906,Combo Meals,16132,18.0,290391.89,101637.16,188754.73,18.43,18551
9530,1906,Premium Dining,12574,35.0,440117.86,176047.14,264070.72,27.93,14460
9531,1907,Food,16237,12.0,194850.48,74043.18,120807.3,11.24,19484
9532,1907,Beverage,17782,9.0,160039.41,35208.67,124830.74,9.23,21338
9533,1907,Snacks,15516,6.0,93099.05,27929.72,65169.33,5.37,18619
9534,1907,Combo Meals,16566,18.0,298203.56,104371.25,193832.31,17.2,19879
9535,1907,Premium Dining,13057,35.0,457014.85,182805.94,274208.91,26.35,15668
9536,1908,Food,14276,12.0,171312.65,65098.81,106213.84,10.46,16417
9537,1908,Beverage,16765,9.0,150893.08,33196.48,117696.6,9.21,19279
9538,1908,Snacks,14037,6.0,84222.59,25266.78,58955.81,5.14,16142
9539,1908,Combo Meals,14397,18.0,259157.87,90705.25,168452.62,15.83,16556
9540,1908,Premium Dining,11168,35.0,390906.34,156362.54,234543.8,23.87,12843
9541,1909,Food,15505,12.0,186065.85,70705.02,115360.83,11.33,17830
9542,1909,Beverage,16523,9.0,148709.46,32716.08,115993.38,9.06,19001
9543,1909,Snacks,15522,6.0,93137.39,27941.22,65196.17,5.67,17850
9544,1909,Combo Meals,16220,18.0,291963.88,102187.36,189776.52,17.78,18653
9545,1909,Premium Dining,12047,35.0,421650.48,168660.19,252990.29,25.68,13854
9546,1910,Food,13044,12.0,156528.74,59480.92,97047.82,10.74,14348
9547,1910,Beverage,14535,9.0,130815.41,28779.39,102036.02,8.98,15988
9548,1910,Snacks,12118,6.0,72712.08,21813.62,50898.46,4.99,13329
9549,1910,Combo Meals,11908,18.0,214355.36,75024.38,139330.98,14.71,13098
9550,1910,Premium Dining,10562,35.0,369680.5,147872.2,221808.3,25.37,11618
9551,1911,Food,16923,12.0,203078.21,77169.72,125908.49,11.71,20307
9552,1911,Beverage,18547,9.0,166929.97,36724.59,130205.38,9.63,22256
9553,1911,Snacks,15700,6.0,94204.29,28261.29,65943.0,5.43,18840
9554,1911,Combo Meals,16079,18.0,289432.29,101301.3,188130.99,16.69,19294
9555,1911,Premium Dining,12667,35.0,443357.78,177343.11,266014.67,25.57,15200
9556,1912,Food,16610,12.0,199327.67,75744.51,123583.16,11.49,19932
9557,1912,Beverage,18609,9.0,167481.34,36845.89,130635.45,9.66,22330
9558,1912,Snacks,15207,6.0,91244.49,27373.35,63871.14,5.26,18248
9559,1912,Combo Meals,16651,18.0,299722.54,104902.89,194819.65,17.28,19981
9560,1912,Premium Dining,13831,35.0,484101.14,193640.46,290460.68,27.92,16597
9561,1913,Food,15434,12.0,185212.35,70380.69,114831.66,10.98,18520
9562,1913,Beverage,17949,9.0,161543.74,35539.62,126004.12,9.58,21538
9563,1913,Snacks,15957,6.0,95743.72,28723.12,67020.6,5.68,19148
9564,1913,Combo Meals,14813,18.0,266637.15,93323.0,173314.15,15.81,17775
9565,1913,Premium Dining,13237,35.0,463300.17,185320.07,277980.1,27.47,15884
9566,1914,Food,13154,12.0,157857.16,59985.72,97871.44,10.12,15127
9567,1914,Beverage,15430,9.0,138870.08,30551.42,108318.66,8.9,17744
9568,1914,Snacks,13825,6.0,82953.43,24886.03,58067.4,5.32,15898
9569,1914,Combo Meals,13970,18.0,251461.73,88011.61,163450.12,16.12,16065
9570,1914,Premium Dining,10741,35.0,375936.82,150374.73,225562.09,24.09,12352
9571,1915,Food,12280,12.0,147362.35,55997.69,91364.66,10.28,13508
9572,1915,Beverage,14416,9.0,129746.16,28544.16,101202.0,9.06,15857
9573,1915,Snacks,11765,6.0,70592.88,21177.86,49415.02,4.93,12941
9574,1915,Combo Meals,12548,18.0,225880.47,79058.16,146822.31,15.76,13802
9575,1915,Premium Dining,9521,35.0,333251.31,133300.52,199950.79,23.26,10473
9576,1916,Food,13871,12.0,166459.39,63254.57,103204.82,10.72,15951
9577,1916,Beverage,15182,9.0,136645.68,30062.05,106583.63,8.8,17459
9578,1916,Snacks,13526,6.0,81156.88,24347.06,56809.82,5.23,15554
9579,1916,Combo Meals,14665,18.0,263976.61,92391.81,171584.8,17.01,16864
9580,1916,Premium Dining,11533,35.0,403686.05,161474.42,242211.63,26.01,13262
9581,1917,Food,14255,12.0,171061.31,65003.3,106058.01,10.58,16393
9582,1917,Beverage,16390,9.0,147514.02,32453.08,115060.94,9.13,18848
9583,1917,Snacks,14684,6.0,88107.14,26432.14,61675.0,5.45,16886
9584,1917,Combo Meals,14107,18.0,253928.9,88875.12,165053.78,15.71,16223
9585,1917,Premium Dining,11408,35.0,399281.54,159712.62,239568.92,24.7,13119
9586,1918,Food,16709,12.0,200512.2,76194.64,124317.56,11.56,20050
9587,1918,Beverage,17591,9.0,158319.37,34830.26,123489.11,9.13,21109
9588,1918,Snacks,14765,6.0,88590.22,26577.07,62013.15,5.11,17718
9589,1918,Combo Meals,15788,18.0,284196.45,99468.76,184727.69,16.39,18945
9590,1918,Premium Dining,13648,35.0,477696.82,191078.73,286618.09,27.55,16377
9591,1919,Food,15239,12.0,182873.95,69492.1,113381.85,10.55,18286
9592,1919,Beverage,17261,9.0,155352.55,34177.56,121174.99,8.96,20713
9593,1919,Snacks,16672,6.0,100035.21,30010.56,70024.65,5.77,20006
9594,1919,Combo Meals,16171,18.0,291085.53,101879.94,189205.59,16.79,19405
9595,1919,Premium Dining,12427,35.0,434972.26,173988.9,260983.36,25.08,14912
9596,1920,Food,12267,12.0,147205.51,55938.09,91267.42,9.88,13493
9597,1920,Beverage,14289,9.0,128609.28,28294.04,100315.24,8.63,15717
9598,1920,Snacks,12139,6.0,72836.24,21850.87,50985.37,4.89,13352
9599,1920,Combo Meals,12521,18.0,225381.23,78883.43,146497.8,15.13,13773
9600,1920,Premium Dining,10598,35.0,370941.15,148376.46,222564.69,24.9,11657
9601,1921,Food,12976,12.0,155718.9,59173.18,96545.72,10.24,14273
9602,1921,Beverage,15065,9.0,135593.42,29830.55,105762.87,8.92,16571
9603,1921,Snacks,12560,6.0,75364.0,22609.2,52754.8,4.96,13816
9604,1921,Combo Meals,12842,18.0,231165.37,80907.88,150257.49,15.21,14126
9605,1921,Premium Dining,9982,35.0,349372.7,139749.08,209623.62,22.98,10980
9606,1922,Food,13130,12.0,157562.8,59873.86,97688.94,10.6,14443
9607,1922,Beverage,15313,9.0,137817.3,30319.81,107497.49,9.28,16844
9608,1922,Snacks,12824,6.0,76946.98,23084.09,53862.89,5.18,14106
9609,1922,Combo Meals,12671,18.0,228081.98,79828.69,148253.29,15.35,13938
9610,1922,Premium Dining,11164,35.0,390772.29,156308.92,234463.37,26.3,12280
9611,1923,Food,16778,12.0,201336.37,76507.82,124828.55,11.61,20133
9612,1923,Beverage,19466,9.0,175195.04,38542.91,136652.13,10.11,23359
9613,1923,Snacks,14940,6.0,89640.44,26892.13,62748.31,5.17,17928
9614,1923,Combo Meals,16015,18.0,288277.28,100897.05,187380.23,16.63,19218
9615,1923,Premium Dining,12423,35.0,434832.71,173933.08,260899.63,25.08,14907
9616,1924,Food,15453,12.0,185447.06,70469.88,114977.18,10.69,18543
9617,1924,Beverage,17422,9.0,156798.08,34495.58,122302.5,9.04,20906
9618,1924,Snacks,14312,6.0,85873.49,25762.05,60111.44,4.95,17174
9619,1924,Combo Meals,14914,18.0,268462.35,93961.82,174500.53,15.48,17896
9620,1924,Premium Dining,12331,35.0,431594.01,172637.6,258956.41,24.89,14797
9621,1925,Food,13286,12.0,159432.17,60584.22,98847.95,11.04,14614
9622,1925,Beverage,13417,9.0,120761.08,26567.44,94193.64,8.37,14758
9623,1925,Snacks,12444,6.0,74664.54,22399.36,52265.18,5.17,13688
9624,1925,Combo Meals,11564,18.0,208163.35,72857.17,135306.18,14.42,12720
9625,1925,Premium Dining,9999,35.0,349994.57,139997.83,209996.74,24.24,10998
9626,1926,Food,13084,12.0,157010.09,59663.83,97346.26,10.08,15046
9627,1926,Beverage,16281,9.0,146536.67,32238.07,114298.6,9.41,18723
9628,1926,Snacks,12435,6.0,74612.08,22383.62,52228.46,4.79,14300
9629,1926,Combo Meals,13558,18.0,244051.02,85417.86,158633.16,15.67,15591
9630,1926,Premium Dining,10356,35.0,362470.64,144988.26,217482.38,23.27,11909
9631,1927,Food,16955,12.0,203461.39,77315.33,126146.06,11.93,20346
9632,1927,Beverage,17312,9.0,155815.1,34279.32,121535.78,9.14,20774
9633,1927,Snacks,15108,6.0,90651.5,27195.45,63456.05,5.32,18129
