ticket_sale_id,game_id,segment_id,segment_name,tickets_available,tickets_sold,avg_ticket_price,discount_pct,gross_ticket_revenue,net_ticket_revenue,sell_through_rate
16088,1788,5,Family Pack,2287,2228,53.91,15.5,120111.48,114526.14,97.46
16089,1788,6,Student Promo,1524,1524,27.08,30.09,41269.92,37544.75,100.0
16090,1788,7,Group Sales,1906,1906,74.85,4.32,142664.1,140813.67,100.0
16091,1788,8,Season Ticket,1906,1906,142.39,8.55,271395.34,264436.49,100.0
16092,1788,9,Corporate Partner Allocation,953,953,325.79,2.18,310477.87,308447.54,100.0
16093,1789,1,Premium Courtside,571,494,452.41,4.42,223490.54,220526.43,86.67
16094,1789,2,Lower Bowl,2668,2586,183.43,7.11,474349.98,464232.51,96.94
16095,1789,3,Club Level,1524,1382,220.7,4.84,305007.4,300578.25,90.71
16096,1789,4,Upper Bowl,5718,5118,63.18,10.91,323355.24,312773.05,89.51
16097,1789,5,Family Pack,2287,1976,51.01,19.56,100795.76,94879.71,86.42
16098,1789,6,Student Promo,1524,1441,25.53,34.44,36788.73,32988.0,94.57
16099,1789,7,Group Sales,1906,1587,72.33,4.57,114787.71,113212.39,83.28
16100,1789,8,Season Ticket,1906,1836,138.11,8.08,253569.96,247421.5,96.33
16101,1789,9,Corporate Partner Allocation,953,873,313.92,3.0,274052.16,271582.95,91.68
16102,1790,1,Premium Courtside,571,571,468.39,1.98,267450.69,265861.5,100.0
16103,1790,2,Lower Bowl,2668,2558,184.61,10.16,472232.38,457841.72,95.91
16104,1790,3,Club Level,1524,1524,227.98,2.86,347441.52,344463.75,100.0
16105,1790,4,Upper Bowl,5718,5718,66.68,4.84,381276.24,375743.95,100.0
16106,1790,5,Family Pack,2287,2287,52.23,19.33,119450.01,112523.72,100.0
16107,1790,6,Student Promo,1524,1524,25.85,36.06,39395.4,35133.64,100.0
16108,1790,7,Group Sales,1906,1906,75.28,1.08,143483.68,143017.61,100.0
16109,1790,8,Season Ticket,1906,1845,143.8,4.59,265311.0,261656.01,96.84
16110,1790,9,Corporate Partner Allocation,953,953,323.67,1.37,308457.51,307192.9,100.0
16111,1791,1,Premium Courtside,571,571,467.27,2.95,266811.17,264449.35,100.0
16112,1791,2,Lower Bowl,2668,2668,189.68,5.43,506066.24,497818.8,100.0
16113,1791,3,Club Level,1524,1524,228.55,2.86,348310.2,345323.7,100.0
16114,1791,4,Upper Bowl,5718,5718,68.02,1.41,388938.36,387288.89,100.0
16115,1791,5,Family Pack,2287,2250,52.53,18.76,118192.5,111540.78,98.38
16116,1791,6,Student Promo,1524,1524,26.7,31.09,40690.8,36895.33,100.0
16117,1791,7,Group Sales,1906,1906,74.76,2.97,142492.56,141222.94,100.0
16118,1791,8,Season Ticket,1906,1906,140.83,9.11,268421.98,261084.87,100.0
16119,1791,9,Corporate Partner Allocation,953,953,321.6,3.13,306484.8,303602.78,100.0
16120,1792,1,Premium Courtside,571,571,478.08,0.02,272983.68,272969.73,100.0
16121,1792,2,Lower Bowl,2668,2668,195.7,0.88,522127.6,520751.43,100.0
16122,1792,3,Club Level,1524,1524,231.65,1.79,353034.6,351134.28,100.0
16123,1792,4,Upper Bowl,5718,5718,69.04,0.06,394770.72,394699.3,100.0
16124,1792,5,Family Pack,2287,2222,52.64,19.85,116966.08,110001.78,97.18
16125,1792,6,Student Promo,1524,1524,25.6,39.4,39014.4,34402.45,100.0
16126,1792,7,Group Sales,1906,1906,75.1,3.67,143140.6,141563.52,100.0
16127,1792,8,Season Ticket,1906,1906,142.62,8.24,271833.72,265113.85,100.0
16128,1792,9,Corporate Partner Allocation,953,953,327.62,1.06,312221.86,311224.5,100.0
16129,1793,1,Premium Courtside,571,571,469.07,2.94,267838.97,265475.95,100.0
16130,1793,2,Lower Bowl,2668,2668,184.35,11.61,491845.8,474710.82,100.0
16131,1793,3,Club Level,1524,1524,228.41,3.72,348096.84,344207.28,100.0
16132,1793,4,Upper Bowl,5718,5718,67.21,4.52,384306.78,379098.85,100.0
16133,1793,5,Family Pack,2287,2287,53.28,16.85,121851.36,115690.06,100.0
16134,1793,6,Student Promo,1524,1524,25.5,39.33,38862.0,34276.21,100.0
16135,1793,7,Group Sales,1906,1906,73.17,7.89,139462.02,136161.72,100.0
16136,1793,8,Season Ticket,1906,1906,142.66,7.36,271909.96,265906.74,100.0
16137,1793,9,Corporate Partner Allocation,953,953,321.35,4.03,306246.55,302546.49,100.0
16138,1794,1,Premium Courtside,571,571,469.64,3.55,268164.44,265308.15,100.0
16139,1794,2,Lower Bowl,2668,2666,187.18,9.55,499021.88,484725.46,99.94
16140,1794,3,Club Level,1524,1524,231.36,2.05,352592.64,350425.84,100.0
16141,1794,4,Upper Bowl,5718,5718,68.14,2.68,389624.52,386491.11,100.0
16142,1794,5,Family Pack,2287,2287,53.82,15.79,123086.34,117256.68,100.0
16143,1794,6,Student Promo,1524,1524,26.36,34.62,40172.64,35999.89,100.0
16144,1794,7,Group Sales,1906,1906,76.47,0.09,145751.82,145712.53,100.0
16145,1794,8,Season Ticket,1906,1906,141.6,9.62,269889.6,262102.44,100.0
16146,1794,9,Corporate Partner Allocation,953,953,328.06,0.8,312641.18,311890.13,100.0
16147,1795,1,Premium Courtside,571,510,460.68,1.11,234946.8,234161.29,89.48
16148,1795,2,Lower Bowl,2668,2249,183.09,7.73,411769.41,402215.9,84.3
16149,1795,3,Club Level,1524,1502,224.98,1.33,337919.96,336571.49,98.59
16150,1795,4,Upper Bowl,5718,5401,65.78,3.38,355277.78,351674.09,94.47
16151,1795,5,Family Pack,2287,2182,51.94,16.54,113333.08,107709.39,95.45
16152,1795,6,Student Promo,1524,1373,24.89,38.81,34173.97,30195.28,90.1
16153,1795,7,Group Sales,1906,1816,73.47,1.77,133421.52,132711.92,95.32
16154,1795,8,Season Ticket,1906,1699,141.66,3.43,240680.34,238207.27,89.18
16155,1795,9,Corporate Partner Allocation,953,901,317.26,1.18,285851.26,284839.84,94.65
16156,1796,1,Premium Courtside,571,571,466.96,4.67,266634.16,262899.42,100.0
16157,1796,2,Lower Bowl,2668,2668,192.51,4.12,513616.68,507261.42,100.0
16158,1796,3,Club Level,1524,1524,230.1,3.12,350672.4,347387.09,100.0
16159,1796,4,Upper Bowl,5718,5718,65.66,9.84,375443.88,364358.95,100.0
16160,1796,5,Family Pack,2287,2287,53.58,16.61,122537.46,116429.97,100.0
16161,1796,6,Student Promo,1524,1510,26.85,31.54,40543.5,36707.66,99.13
16162,1796,7,Group Sales,1906,1906,72.03,11.68,137289.18,132479.25,100.0
16163,1796,8,Season Ticket,1906,1871,147.5,1.68,275972.5,274577.56,98.18
16164,1796,9,Corporate Partner Allocation,953,953,324.69,2.85,309429.57,306788.0,100.0
16165,1797,1,Premium Courtside,571,571,476.87,0.52,272292.77,271864.96,100.0
16166,1797,2,Lower Bowl,2668,2668,189.29,7.4,505025.72,493820.82,100.0
16167,1797,3,Club Level,1524,1524,230.15,3.08,350748.6,347503.15,100.0
16168,1797,4,Upper Bowl,5718,5718,67.08,5.73,383563.44,376973.13,100.0
16169,1797,5,Family Pack,2287,2287,53.93,15.41,123337.91,117635.15,100.0
16170,1797,6,Student Promo,1524,1524,25.7,38.72,39166.8,34617.64,100.0
16171,1797,7,Group Sales,1906,1906,74.01,6.51,141063.06,138307.95,100.0
16172,1797,8,Season Ticket,1906,1906,141.86,9.26,270385.16,262870.95,100.0
16173,1797,9,Corporate Partner Allocation,953,953,329.3,0.05,313822.9,313778.79,100.0
16174,1798,1,Premium Courtside,571,571,464.24,2.76,265081.04,262886.68,100.0
16175,1798,2,Lower Bowl,2668,2472,182.83,11.06,451955.76,436964.74,92.69
16176,1798,3,Club Level,1524,1524,227.96,1.89,347411.04,345438.46,100.0
16177,1798,4,Upper Bowl,5718,5178,65.8,6.44,340712.4,334125.6,90.56
16178,1798,5,Family Pack,2287,2287,51.99,19.29,118901.13,112021.6,100.0
16179,1798,6,Student Promo,1524,1524,26.37,31.94,40187.88,36337.64,100.0
16180,1798,7,Group Sales,1906,1906,71.77,9.43,136793.62,132923.18,100.0
16181,1798,8,Season Ticket,1906,1906,143.14,4.52,272824.84,269122.46,100.0
16182,1798,9,Corporate Partner Allocation,953,953,318.32,3.68,303358.96,300012.77,100.0
16183,1799,1,Premium Courtside,571,571,469.63,3.03,268158.73,265721.29,100.0
16184,1799,2,Lower Bowl,2668,2668,190.21,5.95,507480.28,498417.9,100.0
16185,1799,3,Club Level,1524,1524,228.27,4.17,347883.48,343535.12,100.0
16186,1799,4,Upper Bowl,5718,5718,65.55,9.67,374814.9,363939.34,100.0
16187,1799,5,Family Pack,2287,2287,52.51,19.82,120090.37,112951.4,100.0
16188,1799,6,Student Promo,1524,1524,25.47,39.75,38816.28,34187.72,100.0
16189,1799,7,Group Sales,1906,1906,75.41,2.32,143731.46,142731.32,100.0
16190,1799,8,Season Ticket,1906,1906,140.68,10.34,268136.08,259818.41,100.0
16191,1799,9,Corporate Partner Allocation,953,953,325.49,1.83,310191.97,308485.34,100.0
16192,1800,1,Premium Courtside,571,565,470.48,0.97,265821.2,265045.38,98.99
16193,1800,2,Lower Bowl,2668,2609,192.49,1.93,502206.41,499302.29,97.79
16194,1800,3,Club Level,1524,1509,229.2,1.67,345862.8,344126.03,99.03
16195,1800,4,Upper Bowl,5718,5718,64.7,10.51,369954.6,358290.14,100.0
16196,1800,5,Family Pack,2287,2206,52.11,19.63,114954.66,108186.33,96.48
16197,1800,6,Student Promo,1524,1403,26.32,32.99,36926.96,33272.19,92.11
16198,1800,7,Group Sales,1906,1906,71.58,10.74,136431.48,132034.03,100.0
16199,1800,8,Season Ticket,1906,1906,140.24,9.32,267297.44,259827.03,100.0
16200,1800,9,Corporate Partner Allocation,953,953,318.42,4.47,303454.26,299388.72,100.0
16201,1801,1,Premium Courtside,571,571,475.4,0.2,271453.4,271288.05,100.0
16202,1801,2,Lower Bowl,2668,2668,193.39,2.3,515964.52,512398.81,100.0
16203,1801,3,Club Level,1524,1524,229.58,2.65,349879.92,347101.06,100.0
16204,1801,4,Upper Bowl,5718,5557,64.8,11.45,360093.6,347723.8,97.2
16205,1801,5,Family Pack,2287,2287,51.94,21.41,118786.78,111158.79,100.0
16206,1801,6,Student Promo,1524,1478,25.54,38.98,37748.12,33333.93,97.02
16207,1801,7,Group Sales,1906,1906,72.53,9.49,138242.18,134304.44,100.0
16208,1801,8,Season Ticket,1906,1906,142.49,7.52,271585.94,265457.59,100.0
16209,1801,9,Corporate Partner Allocation,953,953,319.76,4.93,304731.28,300227.75,100.0
16210,1802,1,Premium Courtside,571,571,470.37,1.36,268581.27,267488.49,100.0
16211,1802,2,Lower Bowl,2668,2525,191.86,2.91,484446.5,480214.78,94.67
16212,1802,3,Club Level,1524,1490,230.7,0.72,343743.0,343002.06,97.82
16213,1802,4,Upper Bowl,5718,5718,68.38,0.06,390996.84,390921.98,100.0
16214,1802,5,Family Pack,2287,2156,53.47,15.25,115281.32,110007.25,94.29
16215,1802,6,Student Promo,1524,1524,26.8,30.24,40843.2,37137.3,100.0
16216,1802,7,Group Sales,1906,1906,72.99,7.35,139118.94,136052.43,100.0
16217,1802,8,Season Ticket,1906,1836,139.18,11.07,255534.48,247049.44,96.35
16218,1802,9,Corporate Partner Allocation,953,953,318.71,4.62,303730.63,299519.59,100.0
16219,1803,1,Premium Courtside,571,571,463.21,0.4,264492.91,264174.01,100.0
16220,1803,2,Lower Bowl,2668,2378,187.85,3.1,446707.3,442548.74,89.16
16221,1803,3,Club Level,1524,1393,223.61,2.92,311488.73,308764.43,91.42
16222,1803,4,Upper Bowl,5718,5564,63.57,10.36,353703.48,342708.37,97.32
16223,1803,5,Family Pack,2287,2000,51.94,16.87,103880.0,98623.34,87.49
16224,1803,6,Student Promo,1524,1473,25.11,37.72,36987.03,32801.3,96.72
16225,1803,7,Group Sales,1906,1865,73.84,1.15,137711.6,137237.27,97.89
16226,1803,8,Season Ticket,1906,1634,137.82,9.11,225197.88,219045.44,85.78
16227,1803,9,Corporate Partner Allocation,953,953,313.13,4.13,298412.89,294711.45,100.0
16228,1804,1,Premium Courtside,571,571,465.27,4.89,265669.17,261772.55,100.0
16229,1804,2,Lower Bowl,2668,2668,186.39,9.88,497288.52,482553.18,100.0
16230,1804,3,Club Level,1524,1524,228.2,4.26,347776.8,343327.34,100.0
16231,1804,4,Upper Bowl,5718,5718,66.62,6.6,380933.16,373393.39,100.0
16232,1804,5,Family Pack,2287,2287,52.7,19.2,120524.9,113582.94,100.0
16233,1804,6,Student Promo,1524,1524,26.08,35.98,39745.92,35455.43,100.0
16234,1804,7,Group Sales,1906,1906,75.58,1.91,144055.48,143228.52,100.0
16235,1804,8,Season Ticket,1906,1906,146.78,2.16,279762.68,277953.74,100.0
16236,1804,9,Corporate Partner Allocation,953,953,325.11,2.09,309829.83,307882.6,100.0
16237,1805,1,Premium Courtside,533,533,460.97,2.78,245697.01,243646.97,100.0
16238,1805,2,Lower Bowl,2491,2418,186.18,6.25,450183.24,441746.53,97.09
16239,1805,3,Club Level,1423,1372,227.53,0.89,312171.16,311341.14,96.47
16240,1805,4,Upper Bowl,5338,5338,65.84,4.98,351453.92,346200.92,100.0
16241,1805,5,Family Pack,2135,2034,52.39,16.61,106561.26,101251.89,95.31
16242,1805,6,Student Promo,1423,1357,25.03,39.38,33965.71,29953.11,95.38
16243,1805,7,Group Sales,1779,1753,71.41,9.06,125181.73,121780.49,98.55
16244,1805,8,Season Ticket,1779,1779,137.45,10.98,244523.55,236469.05,100.0
16245,1805,9,Corporate Partner Allocation,889,889,316.23,3.6,281128.47,278088.33,100.0
16246,1806,1,Premium Courtside,533,532,456.9,1.25,243070.8,242156.38,99.98
16247,1806,2,Lower Bowl,2491,2251,185.66,3.56,417920.66,413455.69,90.4
16248,1806,3,Club Level,1423,1247,223.96,0.74,279278.12,278662.18,87.67
16249,1806,4,Upper Bowl,5338,4723,63.69,8.2,300807.87,293410.11,88.48
16250,1806,5,Family Pack,2135,1830,51.64,16.21,94501.2,89904.27,85.75
16251,1806,6,Student Promo,1423,1259,25.53,33.41,32142.27,28920.5,88.49
16252,1806,7,Group Sales,1779,1479,72.87,1.89,107774.73,107162.55,83.16
16253,1806,8,Season Ticket,1779,1560,139.48,4.98,217588.8,214338.48,87.74
16254,1806,9,Corporate Partner Allocation,889,786,314.28,1.55,247024.08,245873.75,88.48
16255,1807,1,Premium Courtside,533,475,454.96,1.15,216106.0,215360.21,89.29
16256,1807,2,Lower Bowl,2491,2113,185.73,2.54,392447.49,389457.42,84.84
16257,1807,3,Club Level,1423,1311,218.8,4.39,286846.8,283069.27,92.13
16258,1807,4,Upper Bowl,5338,4589,62.57,10.66,287133.73,277948.78,85.99
16259,1807,5,Family Pack,2135,1977,51.06,17.4,100945.62,95676.83,92.62
16260,1807,6,Student Promo,1423,1142,25.37,33.66,28972.54,26047.06,80.3
16261,1807,7,Group Sales,1779,1438,73.06,0.43,105060.28,104925.4,80.86
16262,1807,8,Season Ticket,1779,1419,136.52,8.21,193721.88,188952.32,79.8
16263,1807,9,Corporate Partner Allocation,889,845,310.19,3.2,262110.55,259597.36,95.13
16264,1808,1,Premium Courtside,533,533,469.61,0.99,250302.13,249561.32,100.0
16265,1808,2,Lower Bowl,2491,2429,190.67,3.46,463137.43,458334.62,97.54
16266,1808,3,Club Level,1423,1423,225.92,4.16,321484.16,317468.33,100.0
16267,1808,4,Upper Bowl,5338,4959,65.57,7.63,325161.63,317721.51,92.91
16268,1808,5,Family Pack,2135,2101,52.47,18.07,110239.47,104263.02,98.45
16269,1808,6,Student Promo,1423,1409,26.43,32.0,37239.87,33664.86,99.04
16270,1808,7,Group Sales,1779,1735,71.15,11.56,123445.25,119165.14,97.58
16271,1808,8,Season Ticket,1779,1779,146.32,0.68,260303.28,259768.74,100.0
16272,1808,9,Corporate Partner Allocation,889,889,323.49,1.0,287582.61,286722.37,100.0
16273,1809,1,Premium Courtside,533,525,459.21,1.52,241085.25,239982.8,98.55
16274,1809,2,Lower Bowl,2491,2416,188.33,2.0,455005.28,452271.42,97.01
16275,1809,3,Club Level,1423,1423,225.76,0.41,321256.48,320861.65,100.0
16276,1809,4,Upper Bowl,5338,4782,64.29,7.62,307434.78,300404.73,89.59
16277,1809,5,Family Pack,2135,1930,51.89,16.5,100147.7,95190.6,90.43
16278,1809,6,Student Promo,1423,1231,24.69,39.91,30393.39,26754.69,86.56
16279,1809,7,Group Sales,1779,1579,71.61,6.55,113072.19,110850.3,88.79
16280,1809,8,Season Ticket,1779,1738,142.51,2.02,247682.38,246185.07,97.72
16281,1809,9,Corporate Partner Allocation,889,849,312.13,4.17,264998.37,261686.54,95.6
16282,1810,1,Premium Courtside,533,520,459.58,1.63,238981.6,237810.16,97.75
16283,1810,2,Lower Bowl,2491,2413,181.76,9.17,438586.88,426526.25,96.88
16284,1810,3,Club Level,1423,1318,226.0,0.48,297868.0,297443.19,92.66
16285,1810,4,Upper Bowl,5338,4979,63.11,11.43,314224.69,303452.59,93.29
16286,1810,5,Family Pack,2135,2110,51.18,19.27,107989.8,101747.24,98.84
16287,1810,6,Student Promo,1423,1283,25.34,35.91,32511.22,29008.32,90.2
16288,1810,7,Group Sales,1779,1661,73.71,1.16,122432.31,122007.61,93.39
16289,1810,8,Season Ticket,1779,1622,142.82,1.85,231654.04,230365.54,91.2
16290,1810,9,Corporate Partner Allocation,889,889,313.44,3.62,278648.16,275625.76,100.0
16291,1811,1,Premium Courtside,533,459,458.88,0.78,210625.92,210132.05,86.21
16292,1811,2,Lower Bowl,2491,2276,179.49,10.45,408519.24,395709.78,91.41
16293,1811,3,Club Level,1423,1340,220.37,4.31,295295.8,291481.29,94.2
16294,1811,4,Upper Bowl,5338,4597,65.68,2.58,301930.96,299594.59,86.13
16295,1811,5,Family Pack,2135,2046,51.9,15.66,106187.4,101198.1,95.86
16296,1811,6,Student Promo,1423,1217,25.52,33.79,31057.84,27909.75,85.56
16297,1811,7,Group Sales,1779,1581,72.35,3.69,114385.35,113117.8,88.92
16298,1811,8,Season Ticket,1779,1508,141.16,3.01,212869.28,210946.64,84.82
16299,1811,9,Corporate Partner Allocation,889,819,309.9,4.7,253808.1,250230.77,92.2
16300,1812,1,Premium Courtside,533,533,471.73,2.68,251432.09,249413.28,100.0
16301,1812,2,Lower Bowl,2491,2475,187.32,9.4,463617.0,450541.69,99.38
16302,1812,3,Club Level,1423,1423,233.0,0.64,331559.0,330923.61,100.0
16303,1812,4,Upper Bowl,5338,5338,68.96,0.31,368108.48,367768.36,100.0
16304,1812,5,Family Pack,2135,2089,53.53,16.81,111824.17,106186.31,97.86
16305,1812,6,Student Promo,1423,1423,25.97,37.04,36955.31,32849.17,100.0
16306,1812,7,Group Sales,1779,1779,74.33,5.67,132233.07,129985.6,100.0
16307,1812,8,Season Ticket,1779,1779,142.7,8.13,253863.3,247671.78,100.0
16308,1812,9,Corporate Partner Allocation,889,889,322.16,4.38,286400.24,282634.15,100.0
16309,1813,1,Premium Courtside,533,533,464.85,1.53,247765.05,246624.12,100.0
16310,1813,2,Lower Bowl,2491,2404,190.37,2.3,457649.48,454494.94,96.54
16311,1813,3,Club Level,1423,1337,227.42,1.39,304060.54,302788.49,93.99
16312,1813,4,Upper Bowl,5338,5316,67.56,0.32,359148.96,358808.64,99.59
16313,1813,5,Family Pack,2135,2135,50.72,22.81,108287.2,100876.77,100.0
16314,1813,6,Student Promo,1423,1366,25.4,37.33,34696.4,30811.0,96.05
16315,1813,7,Group Sales,1779,1622,70.56,11.71,114448.32,110428.94,91.21
16316,1813,8,Season Ticket,1779,1706,139.11,9.1,237321.66,230840.16,95.91
16317,1813,9,Corporate Partner Allocation,889,889,320.69,1.25,285093.41,284022.93,100.0
16318,1814,1,Premium Courtside,533,533,464.97,3.25,247829.01,245410.25,100.0
16319,1814,2,Lower Bowl,2491,2395,188.34,6.14,451074.3,442758.8,96.18
16320,1814,3,Club Level,1423,1423,226.7,3.79,322594.1,318927.57,100.0
16321,1814,4,Upper Bowl,5338,5338,66.68,4.66,355937.84,350966.96,100.0
16322,1814,5,Family Pack,2135,2135,53.13,16.06,113432.55,107968.87,100.0
16323,1814,6,Student Promo,1423,1380,25.77,36.42,35562.6,31676.65,96.99
16324,1814,7,Group Sales,1779,1707,72.58,8.04,123894.06,120905.61,95.96
16325,1814,8,Season Ticket,1779,1676,141.14,8.04,236550.64,230846.45,94.24
16326,1814,9,Corporate Partner Allocation,889,889,322.0,2.22,286258.0,284354.76,100.0
16327,1815,1,Premium Courtside,533,533,476.93,0.5,254203.69,253824.04,100.0
16328,1815,2,Lower Bowl,2491,2491,186.7,10.04,465069.7,451061.72,100.0
16329,1815,3,Club Level,1423,1423,229.75,3.42,326934.25,323578.11,100.0
16330,1815,4,Upper Bowl,5338,5338,65.2,11.19,348037.6,336353.15,100.0
16331,1815,5,Family Pack,2135,2135,53.15,18.1,113475.25,107314.1,100.0
16332,1815,6,Student Promo,1423,1408,26.17,35.78,36847.36,32891.89,98.97
16333,1815,7,Group Sales,1779,1779,72.1,11.51,128265.9,123836.63,100.0
16334,1815,8,Season Ticket,1779,1779,143.24,7.41,254823.96,249157.19,100.0
16335,1815,9,Corporate Partner Allocation,889,889,326.65,1.66,290391.85,288948.45,100.0
16336,1816,1,Premium Courtside,533,533,466.52,2.47,248655.16,246811.5,100.0
16337,1816,2,Lower Bowl,2491,2458,187.93,6.45,461931.94,453000.25,98.69
16338,1816,3,Club Level,1423,1402,228.36,2.22,320160.72,318028.28,98.57
16339,1816,4,Upper Bowl,5338,5338,67.78,1.3,361809.64,360393.37,100.0
16340,1816,5,Family Pack,2135,1956,52.53,18.04,102748.68,97189.03,91.63
16341,1816,6,Student Promo,1423,1360,25.93,35.32,35264.8,31528.21,95.62
16342,1816,7,Group Sales,1779,1666,71.22,11.53,118652.52,114546.55,93.69
16343,1816,8,Season Ticket,1779,1779,143.96,4.07,256104.84,252974.51,100.0
16344,1816,9,Corporate Partner Allocation,889,889,319.25,3.78,283813.25,280593.8,100.0
16345,1817,1,Premium Courtside,533,522,460.34,4.71,240297.48,236900.86,98.01
16346,1817,2,Lower Bowl,2491,2285,182.55,11.62,417126.75,402585.77,91.75
16347,1817,3,Club Level,1423,1403,230.04,0.38,322746.12,322376.13,98.66
16348,1817,4,Upper Bowl,5338,5329,66.31,5.25,353365.99,347804.84,99.84
16349,1817,5,Family Pack,2135,2072,52.0,19.5,107744.0,101441.62,97.09
16350,1817,6,Student Promo,1423,1423,24.7,42.83,35148.1,30632.0,100.0
16351,1817,7,Group Sales,1779,1684,74.61,2.17,125643.24,124826.62,94.71
16352,1817,8,Season Ticket,1779,1661,144.38,3.12,239815.18,237568.62,93.38
16353,1817,9,Corporate Partner Allocation,889,870,323.05,1.06,281053.5,280159.99,97.94
16354,1818,1,Premium Courtside,533,533,475.13,0.86,253244.29,252590.52,100.0
16355,1818,2,Lower Bowl,2491,2491,192.57,3.67,479691.87,474410.69,100.0
16356,1818,3,Club Level,1423,1423,228.61,4.01,325312.03,321401.81,100.0
16357,1818,4,Upper Bowl,5338,5338,68.79,0.4,367201.02,366760.78,100.0
16358,1818,5,Family Pack,2135,2135,52.8,18.93,112728.0,106325.54,100.0
16359,1818,6,Student Promo,1423,1423,25.93,36.99,36898.39,32804.18,100.0
16360,1818,7,Group Sales,1779,1779,73.74,6.85,131183.46,128489.55,100.0
16361,1818,8,Season Ticket,1779,1779,144.54,5.27,257136.66,253067.66,100.0
16362,1818,9,Corporate Partner Allocation,889,889,326.16,1.56,289956.24,288601.14,100.0
16363,1819,1,Premium Courtside,533,515,448.73,3.51,231095.95,228660.08,96.76
16364,1819,2,Lower Bowl,2491,2272,176.94,11.54,402007.68,388088.61,91.23
16365,1819,3,Club Level,1423,1156,218.76,4.06,252886.56,249802.62,81.3
16366,1819,4,Upper Bowl,5338,4447,65.23,2.24,290077.81,288125.03,83.31
16367,1819,5,Family Pack,2135,1812,50.72,18.28,91904.64,86863.47,84.9
16368,1819,6,Student Promo,1423,1129,24.43,39.55,27581.47,24308.87,79.4
16369,1819,7,Group Sales,1779,1623,68.81,11.7,111678.63,107759.13,91.25
16370,1819,8,Season Ticket,1779,1452,138.04,5.71,200434.08,197000.55,81.64
16371,1819,9,Corporate Partner Allocation,889,848,310.02,2.94,262896.96,260576.67,95.42
16372,1820,1,Premium Courtside,533,533,463.17,0.0,246869.61,246867.96,100.0
16373,1820,2,Lower Bowl,2491,2276,180.05,10.89,409793.8,396407.28,91.38
16374,1820,3,Club Level,1423,1423,225.93,0.45,321498.39,321061.13,100.0
16375,1820,4,Upper Bowl,5338,5115,65.7,3.59,336055.5,332432.67,95.84
16376,1820,5,Family Pack,2135,1990,51.84,16.84,103161.6,97950.94,93.22
16377,1820,6,Student Promo,1423,1379,24.93,38.53,34378.47,30404.47,96.97
16378,1820,7,Group Sales,1779,1741,71.7,6.49,124829.7,122400.87,97.92
16379,1820,8,Season Ticket,1779,1636,143.02,1.5,233980.72,232928.61,91.98
16380,1820,9,Corporate Partner Allocation,889,871,311.37,4.83,271203.27,267273.02,97.98
16381,1821,1,Premium Courtside,533,524,455.6,1.9,238734.4,237373.25,98.46
16382,1821,2,Lower Bowl,2491,2093,185.13,4.19,387477.09,382603.76,84.05
16383,1821,3,Club Level,1423,1393,221.78,2.75,308939.54,306388.57,97.93
16384,1821,4,Upper Bowl,5338,4478,64.05,7.21,286815.9,280615.77,83.9
16385,1821,5,Family Pack,2135,1823,51.15,18.02,93246.45,88204.68,85.4
16386,1821,6,Student Promo,1423,1219,24.91,37.54,30365.29,26945.26,85.73
16387,1821,7,Group Sales,1779,1566,71.21,6.48,111514.86,109346.86,88.03
16388,1821,8,Season Ticket,1779,1435,135.02,11.29,193753.7,187191.25,80.68
16389,1821,9,Corporate Partner Allocation,889,755,315.86,0.64,238474.3,238017.55,84.94
16390,1822,1,Premium Courtside,533,448,456.09,1.02,204328.32,203704.17,84.21
16391,1822,2,Lower Bowl,2491,2129,187.93,0.56,400102.97,399426.91,85.5
16392,1822,3,Club Level,1423,1251,219.86,3.8,275044.86,271911.65,87.97
16393,1822,4,Upper Bowl,5338,4780,65.99,0.69,315432.2,314779.79,89.55
16394,1822,5,Family Pack,2135,1956,51.29,16.92,100323.24,95230.74,91.65
16395,1822,6,Student Promo,1423,1305,25.35,34.09,33081.75,29698.49,91.74
16396,1822,7,Group Sales,1779,1660,69.53,10.41,115419.8,111815.68,93.36
16397,1822,8,Season Ticket,1779,1487,137.46,7.23,204403.02,199966.98,83.59
16398,1822,9,Corporate Partner Allocation,889,799,312.21,2.28,249455.79,247750.75,89.97
16399,1823,1,Premium Courtside,533,413,438.6,3.23,181141.8,179387.08,77.57
16400,1823,2,Lower Bowl,2491,1827,176.12,7.8,321771.24,314238.75,73.38
16401,1823,3,Club Level,1423,1070,213.05,4.49,227963.5,224895.69,75.21
16402,1823,4,Upper Bowl,5338,4346,61.73,8.26,268278.58,261630.68,81.43
16403,1823,5,Family Pack,2135,1624,49.53,18.2,80436.72,76045.48,76.08
16404,1823,6,Student Promo,1423,1037,24.64,34.2,25551.68,22930.08,72.92
16405,1823,7,Group Sales,1779,1333,70.01,3.68,93323.33,92292.23,74.97
16406,1823,8,Season Ticket,1779,1267,134.29,6.35,170145.43,166905.4,71.25
16407,1823,9,Corporate Partner Allocation,889,722,303.33,2.46,219004.26,217390.06,81.23
16408,1824,1,Premium Courtside,533,533,473.64,1.88,252450.12,251029.66,100.0
16409,1824,2,Lower Bowl,2491,2491,187.32,9.41,466614.12,453447.22,100.0
16410,1824,3,Club Level,1423,1423,229.87,3.32,327105.01,323847.83,100.0
16411,1824,4,Upper Bowl,5338,5338,67.38,4.89,359674.44,354402.14,100.0
