merchandise_id,game_id,category,units_sold,avg_unit_price,gross_revenue,estimated_cost,gross_margin,per_cap_spend,recommended_inventory_units
2076,416,Jerseys,1148,110.0,126343.78,53064.39,73279.39,7.56,1320
2077,416,Hats,2805,32.0,89771.3,31419.96,58351.34,5.37,3225
2078,416,T-Shirts,3609,28.0,101079.81,32345.54,68734.27,6.05,4150
2079,416,Collectibles,1296,45.0,58361.14,22177.23,36183.91,3.49,1490
2080,416,Game-Day Specials,2809,20.0,56192.72,16857.82,39334.9,3.36,3230
2081,417,Jerseys,1204,110.0,132443.9,55626.44,76817.46,8.11,1384
2082,417,Hats,2902,32.0,92877.26,32507.04,60370.22,5.69,3337
2083,417,T-Shirts,3760,28.0,105297.98,33695.35,71602.63,6.45,4324
2084,417,Collectibles,1292,45.0,58163.17,22102.0,36061.17,3.56,1485
2085,417,Game-Day Specials,2646,20.0,52934.09,15880.23,37053.86,3.24,3042
2086,418,Jerseys,1282,110.0,141023.26,59229.77,81793.49,8.0,1538
2087,418,Hats,3381,32.0,108203.32,37871.16,70332.16,6.14,4057
2088,418,T-Shirts,3886,28.0,108821.47,34822.87,73998.6,6.17,4663
2089,418,Collectibles,1504,45.0,67696.22,25724.56,41971.66,3.84,1804
2090,418,Game-Day Specials,3147,20.0,62948.38,18884.51,44063.87,3.57,3776
2091,419,Jerseys,1162,110.0,127836.9,53691.5,74145.4,7.94,1336
2092,419,Hats,2810,32.0,89926.41,31474.24,58452.17,5.59,3231
2093,419,T-Shirts,3434,28.0,96168.58,30773.95,65394.63,5.97,3949
2094,419,Collectibles,1280,45.0,57622.91,21896.71,35726.2,3.58,1472
2095,419,Game-Day Specials,2694,20.0,53889.15,16166.74,37722.41,3.35,3098
2096,420,Jerseys,1228,110.0,135141.5,56759.43,78382.07,7.9,1412
2097,420,Hats,3131,32.0,100193.92,35067.87,65126.05,5.85,3600
2098,420,T-Shirts,3609,28.0,101066.88,32341.4,68725.48,5.91,4150
2099,420,Collectibles,1358,45.0,61115.82,23224.01,37891.81,3.57,1561
2100,420,Game-Day Specials,2791,20.0,55835.63,16750.69,39084.94,3.26,3209
2101,421,Jerseys,1256,110.0,138234.11,58058.33,80175.78,7.93,1507
2102,421,Hats,3088,32.0,98843.96,34595.39,64248.57,5.67,3705
2103,421,T-Shirts,4127,28.0,115567.18,36981.5,78585.68,6.63,4952
2104,421,Collectibles,1491,45.0,67099.75,25497.9,41601.85,3.85,1789
2105,421,Game-Day Specials,2971,20.0,59423.51,17827.05,41596.46,3.41,3565
2106,422,Jerseys,1298,110.0,142887.2,60012.62,82874.58,7.91,1557
2107,422,Hats,3353,32.0,107301.76,37555.62,69746.14,5.94,4023
2108,422,T-Shirts,4188,28.0,117290.13,37532.84,79757.29,6.5,5025
2109,422,Collectibles,1508,45.0,67860.54,25787.01,42073.53,3.76,1809
2110,422,Game-Day Specials,3309,20.0,66195.83,19858.75,46337.08,3.67,3970
2111,423,Jerseys,1362,110.0,149887.66,62952.82,86934.84,8.3,1634
2112,423,Hats,3629,32.0,116137.56,40648.15,75489.41,6.43,4354
2113,423,T-Shirts,4492,28.0,125778.73,40249.19,85529.54,6.97,5390
2114,423,Collectibles,1586,45.0,71387.65,27127.31,44260.34,3.95,1903
2115,423,Game-Day Specials,3347,20.0,66948.77,20084.63,46864.14,3.71,4016
2116,424,Jerseys,1135,110.0,124939.88,52474.75,72465.13,7.46,1305
2117,424,Hats,3131,32.0,100195.07,35068.27,65126.8,5.98,3600
2118,424,T-Shirts,3883,28.0,108749.75,34799.92,73949.83,6.49,4465
2119,424,Collectibles,1406,45.0,63311.14,24058.23,39252.91,3.78,1616
2120,424,Game-Day Specials,2905,20.0,58108.06,17432.42,40675.64,3.47,3340
2121,425,Jerseys,1071,110.0,117908.79,49521.69,68387.1,7.78,1178
2122,425,Hats,2625,32.0,84022.83,29407.99,54614.84,5.54,2887
2123,425,T-Shirts,3311,28.0,92712.65,29668.05,63044.6,6.11,3642
2124,425,Collectibles,1245,45.0,56066.97,21305.45,34761.52,3.7,1369
2125,425,Game-Day Specials,2334,20.0,46693.94,14008.18,32685.76,3.08,2567
2126,426,Jerseys,1080,110.0,118867.25,49924.24,68943.01,7.56,1188
2127,426,Hats,2640,32.0,84481.11,29568.39,54912.72,5.37,2904
2128,426,T-Shirts,3340,28.0,93527.23,29928.71,63598.52,5.94,3674
2129,426,Collectibles,1285,45.0,57860.88,21987.13,35873.75,3.68,1413
2130,426,Game-Day Specials,2541,20.0,50833.91,15250.17,35583.74,3.23,2795
2131,427,Jerseys,1078,110.0,118606.64,49814.79,68791.85,7.69,1185
2132,427,Hats,2833,32.0,90663.48,31732.22,58931.26,5.88,3116
2133,427,T-Shirts,3416,28.0,95657.37,30610.36,65047.01,6.2,3757
2134,427,Collectibles,1196,45.0,53857.01,20465.66,33391.35,3.49,1315
2135,427,Game-Day Specials,2568,20.0,51366.93,15410.08,35956.85,3.33,2824
2136,428,Jerseys,1376,110.0,151364.04,63572.9,87791.14,8.38,1651
2137,428,Hats,3665,32.0,117308.31,41057.91,76250.4,6.5,4398
2138,428,T-Shirts,4443,28.0,124406.16,39809.97,84596.19,6.89,5331
2139,428,Collectibles,1647,45.0,74129.75,28169.3,45960.45,4.11,1976
2140,428,Game-Day Specials,3197,20.0,63949.86,19184.96,44764.9,3.54,3836
2141,429,Jerseys,999,110.0,109937.77,46173.86,63763.91,7.44,1098
2142,429,Hats,2554,32.0,81729.73,28605.41,53124.32,5.53,2809
2143,429,T-Shirts,3095,28.0,86666.71,27733.35,58933.36,5.87,3404
2144,429,Collectibles,1209,45.0,54444.32,20688.84,33755.48,3.69,1329
2145,429,Game-Day Specials,2299,20.0,45982.96,13794.89,32188.07,3.11,2528
2146,430,Jerseys,1355,110.0,149073.51,62610.87,86462.64,8.61,1626
2147,430,Hats,3564,32.0,114061.45,39921.51,74139.94,6.59,4276
2148,430,T-Shirts,4299,28.0,120373.47,38519.51,81853.96,6.95,5158
2149,430,Collectibles,1532,45.0,68974.48,26210.3,42764.18,3.98,1838
2150,430,Game-Day Specials,3101,20.0,62023.77,18607.13,43416.64,3.58,3721
2151,431,Jerseys,1136,110.0,125004.6,52501.93,72502.67,7.86,1306
2152,431,Hats,2905,32.0,92980.79,32543.28,60437.51,5.85,3340
2153,431,T-Shirts,3632,28.0,101721.43,32550.86,69170.57,6.4,4176
2154,431,Collectibles,1341,45.0,60362.13,22937.61,37424.52,3.8,1542
2155,431,Game-Day Specials,2511,20.0,50225.64,15067.69,35157.95,3.16,2887
2156,432,Jerseys,1377,110.0,151574.48,63661.28,87913.2,8.4,1652
2157,432,Hats,3773,32.0,120762.26,42266.79,78495.47,6.69,4527
2158,432,T-Shirts,4260,28.0,119306.64,38178.12,81128.52,6.61,5112
2159,432,Collectibles,1620,45.0,72910.48,27705.98,45204.5,4.04,1944
2160,432,Game-Day Specials,3185,20.0,63714.83,19114.45,44600.38,3.53,3822
2161,433,Jerseys,1189,110.0,130821.49,54945.03,75876.46,7.91,1367
2162,433,Hats,2864,32.0,91672.73,32085.46,59587.27,5.54,3293
2163,433,T-Shirts,3659,28.0,102453.18,32785.02,69668.16,6.2,4207
2164,433,Collectibles,1300,45.0,58533.65,22242.79,36290.86,3.54,1494
2165,433,Game-Day Specials,2904,20.0,58089.12,17426.74,40662.38,3.51,3339
2166,434,Jerseys,1112,110.0,122360.48,51391.4,70969.08,7.28,1278
2167,434,Hats,3007,32.0,96231.03,33680.86,62550.17,5.72,3458
2168,434,T-Shirts,3793,28.0,106225.44,33992.14,72233.3,6.32,4361
2169,434,Collectibles,1351,45.0,60806.4,23106.43,37699.97,3.62,1553
2170,434,Game-Day Specials,2752,20.0,55057.98,16517.39,38540.59,3.27,3164
2171,435,Jerseys,1352,110.0,148791.44,62492.4,86299.04,8.27,1622
2172,435,Hats,3272,32.0,104720.94,36652.33,68068.61,5.82,3926
2173,435,T-Shirts,3951,28.0,110631.3,35402.02,75229.28,6.15,4741
2174,435,Collectibles,1496,45.0,67331.72,25586.05,41745.67,3.74,1795
2175,435,Game-Day Specials,3031,20.0,60628.0,18188.4,42439.6,3.37,3637
2176,436,Jerseys,1130,110.0,124363.46,52232.65,72130.81,7.85,1243
2177,436,Hats,2841,32.0,90938.73,31828.56,59110.17,5.74,3125
2178,436,T-Shirts,3418,28.0,95715.13,30628.84,65086.29,6.04,3759
2179,436,Collectibles,1263,45.0,56861.57,21607.4,35254.17,3.59,1389
2180,436,Game-Day Specials,2689,20.0,53787.24,16136.17,37651.07,3.4,2957
2181,437,Jerseys,1146,110.0,126145.53,52981.12,73164.41,7.92,1317
2182,437,Hats,3067,32.0,98147.88,34351.76,63796.12,6.16,3527
2183,437,T-Shirts,3684,28.0,103162.78,33012.09,70150.69,6.48,4236
2184,437,Collectibles,1390,45.0,62569.03,23776.23,38792.8,3.93,1598
2185,437,Game-Day Specials,2832,20.0,56640.36,16992.11,39648.25,3.56,3256
2186,438,Jerseys,1113,110.0,122432.7,51421.73,71010.97,7.51,1279
2187,438,Hats,2855,32.0,91365.49,31977.92,59387.57,5.6,3283
2188,438,T-Shirts,3549,28.0,99389.15,31804.53,67584.62,6.09,4081
2189,438,Collectibles,1382,45.0,62219.23,23643.31,38575.92,3.81,1589
2190,438,Game-Day Specials,2859,20.0,57182.64,17154.79,40027.85,3.51,3287
2191,439,Jerseys,1250,110.0,137522.95,57759.64,79763.31,8.04,1437
2192,439,Hats,3167,32.0,101364.21,35477.47,65886.74,5.93,3642
2193,439,T-Shirts,3800,28.0,106411.0,34051.52,72359.48,6.22,4370
2194,439,Collectibles,1457,45.0,65605.76,24930.19,40675.57,3.84,1675
2195,439,Game-Day Specials,3037,20.0,60745.69,18223.71,42521.98,3.55,3492
2196,440,Jerseys,1055,110.0,116145.36,48781.05,67364.31,7.56,1160
2197,440,Hats,2608,32.0,83469.71,29214.4,54255.31,5.44,2868
2198,440,T-Shirts,3212,28.0,89944.48,28782.23,61162.25,5.86,3533
2199,440,Collectibles,1236,45.0,55626.09,21137.91,34488.18,3.62,1359
2200,440,Game-Day Specials,2447,20.0,48942.03,14682.61,34259.42,3.19,2691
2201,441,Jerseys,1156,110.0,127193.84,53421.41,73772.43,8.13,1271
2202,441,Hats,2842,32.0,90952.73,31833.46,59119.27,5.82,3126
2203,441,T-Shirts,3484,28.0,97570.7,31222.62,66348.08,6.24,3832
2204,441,Collectibles,1221,45.0,54979.77,20892.31,34087.46,3.52,1343
2205,441,Game-Day Specials,2732,20.0,54650.88,16395.26,38255.62,3.49,3005
2206,442,Jerseys,1352,110.0,148735.44,62468.88,86266.56,8.24,1622
2207,442,Hats,3293,32.0,105385.08,36884.78,68500.3,5.84,3951
2208,442,T-Shirts,4249,28.0,118976.67,38072.53,80904.14,6.59,5098
2209,442,Collectibles,1468,45.0,66095.71,25116.37,40979.34,3.66,1761
2210,442,Game-Day Specials,2949,20.0,58985.04,17695.51,41289.53,3.27,3538
2211,443,Jerseys,1115,110.0,122756.47,51557.72,71198.75,7.98,1226
2212,443,Hats,2790,32.0,89292.71,31252.45,58040.26,5.8,3069
2213,443,T-Shirts,3180,28.0,89056.75,28498.16,60558.59,5.79,3498
2214,443,Collectibles,1211,45.0,54524.96,20719.48,33805.48,3.54,1332
2215,443,Game-Day Specials,2431,20.0,48625.32,14587.6,34037.72,3.16,2674
2216,444,Jerseys,1143,110.0,125812.08,52841.07,72971.01,7.93,1257
2217,444,Hats,2765,32.0,88502.69,30975.94,57526.75,5.58,3041
2218,444,T-Shirts,3485,28.0,97590.7,31229.02,66361.68,6.15,3833
2219,444,Collectibles,1286,45.0,57902.99,22003.14,35899.85,3.65,1414
2220,444,Game-Day Specials,2630,20.0,52603.08,15780.92,36822.16,3.32,2893
2221,445,Jerseys,1179,110.0,129773.58,54504.9,75268.68,8.05,1355
2222,445,Hats,2916,32.0,93312.71,32659.45,60653.26,5.79,3353
2223,445,T-Shirts,3678,28.0,102989.13,32956.52,70032.61,6.39,4229
2224,445,Collectibles,1273,45.0,57311.71,21778.45,35533.26,3.55,1463
2225,445,Game-Day Specials,2722,20.0,54443.8,16333.14,38110.66,3.38,3130
2226,446,Jerseys,1036,110.0,114057.43,47904.12,66153.31,7.51,1139
2227,446,Hats,2574,32.0,82378.25,28832.39,53545.86,5.42,2831
2228,446,T-Shirts,3434,28.0,96175.85,30776.27,65399.58,6.33,3777
2229,446,Collectibles,1161,45.0,52259.15,19858.48,32400.67,3.44,1277
2230,446,Game-Day Specials,2566,20.0,51335.64,15400.69,35934.95,3.38,2822
2231,447,Jerseys,1205,110.0,132629.45,55704.37,76925.08,7.65,1446
2232,447,Hats,3081,32.0,98596.36,34508.73,64087.63,5.69,3697
2233,447,T-Shirts,3913,28.0,109568.47,35061.91,74506.56,6.32,4695
2234,447,Collectibles,1499,45.0,67484.33,25644.05,41840.28,3.89,1798
2235,447,Game-Day Specials,3069,20.0,61391.78,18417.53,42974.25,3.54,3682
2236,448,Jerseys,1088,110.0,119760.21,50299.29,69460.92,7.4,1251
2237,448,Hats,2969,32.0,95014.3,33255.0,61759.3,5.87,3414
2238,448,T-Shirts,3457,28.0,96806.14,30977.96,65828.18,5.98,3975
2239,448,Collectibles,1365,45.0,61461.56,23355.39,38106.17,3.8,1569
2240,448,Game-Day Specials,2804,20.0,56090.76,16827.23,39263.53,3.47,3224
2241,449,Jerseys,1045,110.0,115049.37,48320.74,66728.63,7.55,1149
2242,449,Hats,2755,32.0,88175.57,30861.45,57314.12,5.79,3030
2243,449,T-Shirts,3315,28.0,92820.61,29702.6,63118.01,6.09,3646
2244,449,Collectibles,1240,45.0,55807.45,21206.83,34600.62,3.66,1364
2245,449,Game-Day Specials,2514,20.0,50282.22,15084.67,35197.55,3.3,2765
2246,450,Jerseys,1107,110.0,121770.4,51143.57,70626.83,7.67,1217
2247,450,Hats,2918,32.0,93387.12,32685.49,60701.63,5.88,3209
2248,450,T-Shirts,3656,28.0,102389.01,32764.48,69624.53,6.45,4021
2249,450,Collectibles,1309,45.0,58933.94,22394.9,36539.04,3.71,1439
2250,450,Game-Day Specials,2606,20.0,52130.38,15639.11,36491.27,3.28,2866
2251,451,Jerseys,1142,110.0,125661.85,52777.98,72883.87,7.76,1313
2252,451,Hats,2870,32.0,91853.72,32148.8,59704.92,5.67,3300
2253,451,T-Shirts,3676,28.0,102928.62,32937.16,69991.46,6.35,4227
2254,451,Collectibles,1332,45.0,59955.51,22783.09,37172.42,3.7,1531
2255,451,Game-Day Specials,2637,20.0,52746.17,15823.85,36922.32,3.26,3032
2256,452,Jerseys,1284,110.0,141280.1,59337.64,81942.46,8.19,1540
2257,452,Hats,3023,32.0,96767.48,33868.62,62898.86,5.61,3627
2258,452,T-Shirts,3701,28.0,103637.93,33164.14,70473.79,6.01,4441
2259,452,Collectibles,1406,45.0,63307.51,24056.85,39250.66,3.67,1687
2260,452,Game-Day Specials,2992,20.0,59855.33,17956.6,41898.73,3.47,3590
2261,453,Jerseys,1071,110.0,117824.12,49486.13,68337.99,7.89,1178
2262,453,Hats,2570,32.0,82240.31,28784.11,53456.2,5.5,2827
2263,453,T-Shirts,3054,28.0,85532.63,27370.44,58162.19,5.73,3359
2264,453,Collectibles,1127,45.0,50720.28,19273.71,31446.57,3.39,1239
2265,453,Game-Day Specials,2395,20.0,47914.79,14374.44,33540.35,3.21,2634
2266,454,Jerseys,1271,110.0,139893.39,58755.22,81138.17,7.88,1525
2267,454,Hats,3395,32.0,108669.4,38034.29,70635.11,6.12,4074
2268,454,T-Shirts,4208,28.0,117834.55,37707.06,80127.49,6.64,5049
2269,454,Collectibles,1464,45.0,65893.93,25039.69,40854.24,3.71,1756
2270,454,Game-Day Specials,3177,20.0,63557.54,19067.26,44490.28,3.58,3812
2271,455,Jerseys,1181,110.0,129941.99,54575.64,75366.35,7.44,1417
2272,455,Hats,3208,32.0,102666.84,35933.39,66733.45,5.88,3849
2273,455,T-Shirts,4033,28.0,112945.85,36142.67,76803.18,6.47,4839
2274,455,Collectibles,1480,45.0,66612.36,25312.7,41299.66,3.81,1776
2275,455,Game-Day Specials,2902,20.0,58043.14,17412.94,40630.2,3.32,3482
2276,456,Jerseys,1060,110.0,116653.35,48994.41,67658.94,7.19,1219
2277,456,Hats,2935,32.0,93937.74,32878.21,61059.53,5.79,3375
2278,456,T-Shirts,3435,28.0,96183.53,30778.73,65404.8,5.93,3950
2279,456,Collectibles,1317,45.0,59280.41,22526.56,36753.85,3.65,1514
2280,456,Game-Day Specials,2729,20.0,54593.05,16377.92,38215.13,3.36,3138
2281,457,Jerseys,1072,110.0,117928.88,49530.13,68398.75,7.34,1232
2282,457,Hats,2857,32.0,91453.63,32008.77,59444.86,5.69,3285
2283,457,T-Shirts,3676,28.0,102937.71,32940.07,69997.64,6.41,4227
2284,457,Collectibles,1230,45.0,55360.64,21037.04,34323.6,3.44,1414
2285,457,Game-Day Specials,2774,20.0,55486.66,16646.0,38840.66,3.45,3190
2286,458,Jerseys,1267,110.0,139443.49,58566.27,80877.22,8.16,1520
2287,458,Hats,2966,32.0,94942.97,33230.04,61712.93,5.56,3559
2288,458,T-Shirts,3787,28.0,106042.72,33933.67,72109.05,6.21,4544
2289,458,Collectibles,1464,45.0,65917.66,25048.71,40868.95,3.86,1756
2290,458,Game-Day Specials,2805,20.0,56100.02,16830.01,39270.01,3.28,3366
2291,459,Jerseys,1118,110.0,123058.07,51684.39,71373.68,7.95,1229
2292,459,Hats,2876,32.0,92062.23,32221.78,59840.45,5.95,3163
2293,459,T-Shirts,3466,28.0,97062.62,31060.04,66002.58,6.27,3812
2294,459,Collectibles,1286,45.0,57913.95,22007.3,35906.65,3.74,1414
2295,459,Game-Day Specials,2398,20.0,47970.46,14391.14,33579.32,3.1,2637
2296,460,Jerseys,1239,110.0,136341.64,57263.49,79078.15,8.26,1424
2297,460,Hats,3260,32.0,104336.79,36517.88,67818.91,6.32,3748
2298,460,T-Shirts,4146,28.0,116114.92,37156.77,78958.15,7.03,4767
2299,460,Collectibles,1471,45.0,66218.52,25163.04,41055.48,4.01,1691
2300,460,Game-Day Specials,3011,20.0,60223.43,18067.03,42156.4,3.65,3462
2301,461,Jerseys,1343,110.0,147754.79,62057.01,85697.78,8.24,1611
2302,461,Hats,3345,32.0,107064.27,37472.49,69591.78,5.97,4014
2303,461,T-Shirts,4138,28.0,115869.08,37078.11,78790.97,6.46,4965
2304,461,Collectibles,1611,45.0,72536.19,27563.75,44972.44,4.05,1933
2305,461,Game-Day Specials,2997,20.0,59949.65,17984.9,41964.75,3.34,3596
2306,462,Jerseys,1060,110.0,116702.13,49014.89,67687.24,7.46,1166
2307,462,Hats,2882,32.0,92255.02,32289.26,59965.76,5.9,3170
2308,462,T-Shirts,3494,28.0,97843.03,31309.77,66533.26,6.25,3843
2309,462,Collectibles,1308,45.0,58904.79,22383.82,36520.97,3.77,1438
2310,462,Game-Day Specials,2702,20.0,54048.99,16214.7,37834.29,3.45,2972
2311,463,Jerseys,1300,110.0,143002.79,60061.17,82941.62,7.98,1560
2312,463,Hats,3149,32.0,100775.15,35271.3,65503.85,5.62,3778
2313,463,T-Shirts,4182,28.0,117098.77,37471.61,79627.16,6.53,5018
2314,463,Collectibles,1580,45.0,71125.72,27027.77,44097.95,3.97,1896
2315,463,Game-Day Specials,2957,20.0,59159.68,17747.9,41411.78,3.3,3548
2316,464,Jerseys,1329,110.0,146248.02,61424.17,84823.85,8.35,1594
2317,464,Hats,3199,32.0,102399.81,35839.93,66559.88,5.84,3838
2318,464,T-Shirts,4117,28.0,115286.0,36891.52,78394.48,6.58,4940
2319,464,Collectibles,1551,45.0,69803.6,26525.37,43278.23,3.98,1861
2320,464,Game-Day Specials,3065,20.0,61317.39,18395.22,42922.17,3.5,3678
2321,465,Jerseys,1037,110.0,114141.91,47939.6,66202.31,7.38,1140
2322,465,Hats,2625,32.0,84008.57,29403.0,54605.57,5.43,2887
2323,465,T-Shirts,3445,28.0,96475.58,30872.19,65603.39,6.24,3789
2324,465,Collectibles,1193,45.0,53699.87,20405.95,33293.92,3.47,1312
2325,465,Game-Day Specials,2514,20.0,50284.51,15085.35,35199.16,3.25,2765
2326,466,Jerseys,1211,110.0,133248.55,55964.39,77284.16,8.0,1392
2327,466,Hats,2849,32.0,91190.7,31916.74,59273.96,5.47,3276
2328,466,T-Shirts,3857,28.0,108019.31,34566.18,73453.13,6.48,4435
2329,466,Collectibles,1428,45.0,64293.27,24431.44,39861.83,3.86,1642
2330,466,Game-Day Specials,2841,20.0,56834.12,17050.24,39783.88,3.41,3267
2331,467,Jerseys,1154,110.0,126963.17,53324.53,73638.64,7.93,1327
2332,467,Hats,2728,32.0,87300.3,30555.1,56745.2,5.45,3137
2333,467,T-Shirts,3520,28.0,98578.08,31544.99,67033.09,6.16,4047
2334,467,Collectibles,1255,45.0,56484.13,21463.97,35020.16,3.53,1443
2335,467,Game-Day Specials,2715,20.0,54301.49,16290.45,38011.04,3.39,3122
2336,468,Jerseys,1091,110.0,120093.02,50439.07,69653.95,8.0,1200
2337,468,Hats,2731,32.0,87410.89,30593.81,56817.08,5.82,3004
2338,468,T-Shirts,3201,28.0,89650.04,28688.01,60962.03,5.97,3521
2339,468,Collectibles,1206,45.0,54298.83,20633.56,33665.27,3.62,1326
2340,468,Game-Day Specials,2495,20.0,49914.63,14974.39,34940.24,3.33,2744
2341,469,Jerseys,1276,110.0,140423.28,58977.78,81445.5,7.88,1531
2342,469,Hats,3458,32.0,110671.19,38734.92,71936.27,6.21,4149
2343,469,T-Shirts,4514,28.0,126407.15,40450.29,85956.86,7.09,5416
2344,469,Collectibles,1581,45.0,71156.7,27039.55,44117.15,3.99,1897
2345,469,Game-Day Specials,3396,20.0,67928.3,20378.49,47549.81,3.81,4075
2346,470,Jerseys,1234,110.0,135763.92,57020.85,78743.07,8.01,1419
2347,470,Hats,3142,32.0,100572.29,35200.3,65371.99,5.94,3613
2348,470,T-Shirts,3797,28.0,106329.5,34025.44,72304.06,6.28,4366
2349,470,Collectibles,1361,45.0,61263.11,23279.98,37983.13,3.62,1565
2350,470,Game-Day Specials,2860,20.0,57218.39,17165.52,40052.87,3.38,3288
2351,471,Jerseys,1240,110.0,136438.76,57304.28,79134.48,7.67,1488
2352,471,Hats,3243,32.0,103790.32,36326.61,67463.71,5.83,3891
2353,471,T-Shirts,3917,28.0,109690.46,35100.95,74589.51,6.16,4700
2354,471,Collectibles,1451,45.0,65309.13,24817.47,40491.66,3.67,1741
2355,471,Game-Day Specials,3070,20.0,61417.95,18425.38,42992.57,3.45,3684
2356,472,Jerseys,1222,110.0,134432.01,56461.44,77970.57,8.0,1405
2357,472,Hats,2926,32.0,93650.84,32777.79,60873.05,5.57,3364
2358,472,T-Shirts,3601,28.0,100845.63,32270.6,68575.03,6.0,4141
2359,472,Collectibles,1386,45.0,62392.33,23709.09,38683.24,3.71,1593
2360,472,Game-Day Specials,2791,20.0,55832.12,16749.64,39082.48,3.32,3209
2361,473,Jerseys,1122,110.0,123461.76,51853.94,71607.82,7.6,1290
2362,473,Hats,2876,32.0,92060.26,32221.09,59839.17,5.67,3307
2363,473,T-Shirts,3592,28.0,100598.82,32191.62,68407.2,6.19,4130
2364,473,Collectibles,1395,45.0,62795.0,23862.1,38932.9,3.87,1604
2365,473,Game-Day Specials,2659,20.0,53199.01,15959.7,37239.31,3.28,3057
2366,474,Jerseys,1169,110.0,128635.16,54026.77,74608.39,7.69,1344
2367,474,Hats,3168,32.0,101381.9,35483.66,65898.24,6.06,3643
2368,474,T-Shirts,3810,28.0,106696.73,34142.95,72553.78,6.38,4381
2369,474,Collectibles,1333,45.0,59994.43,22797.88,37196.55,3.59,1532
2370,474,Game-Day Specials,2974,20.0,59483.14,17844.94,41638.2,3.56,3420
2371,475,Jerseys,1165,110.0,128169.89,53831.35,74338.54,8.16,1281
2372,475,Hats,2647,32.0,84704.35,29646.52,55057.83,5.39,2911
2373,475,T-Shirts,3477,28.0,97356.71,31154.15,66202.56,6.2,3824
2374,475,Collectibles,1279,45.0,57570.7,21876.87,35693.83,3.66,1406
2375,475,Game-Day Specials,2698,20.0,53962.08,16188.62,37773.46,3.43,2967
2376,476,Jerseys,1361,110.0,149762.41,62900.21,86862.2,8.36,1633
2377,476,Hats,3294,32.0,105427.16,36899.51,68527.65,5.88,3952
2378,476,T-Shirts,4194,28.0,117433.76,37578.8,79854.96,6.55,5032
2379,476,Collectibles,1434,45.0,64562.64,24533.8,40028.84,3.6,1720
2380,476,Game-Day Specials,3152,20.0,63059.18,18917.75,44141.43,3.52,3782
2381,477,Jerseys,1088,110.0,119753.99,50296.68,69457.31,7.86,1196
2382,477,Hats,2718,32.0,86992.66,30447.43,56545.23,5.71,2989
2383,477,T-Shirts,3216,28.0,90071.01,28822.72,61248.29,5.91,3537
2384,477,Collectibles,1285,45.0,57845.85,21981.42,35864.43,3.79,1413
2385,477,Game-Day Specials,2458,20.0,49168.49,14750.55,34417.94,3.23,2703
2386,478,Jerseys,1305,110.0,143617.06,60319.17,83297.89,8.07,1566
2387,478,Hats,3407,32.0,109031.22,38160.93,70870.29,6.12,4088
2388,478,T-Shirts,3812,28.0,106748.61,34159.56,72589.05,6.0,4574
2389,478,Collectibles,1533,45.0,69021.05,26228.0,42793.05,3.88,1839
2390,478,Game-Day Specials,2986,20.0,59736.7,17921.01,41815.69,3.36,3583
2391,479,Jerseys,1342,110.0,147702.35,62034.99,85667.36,8.24,1610
2392,479,Hats,3290,32.0,105282.24,36848.78,68433.46,5.87,3948
2393,479,T-Shirts,4118,28.0,115310.18,36899.26,78410.92,6.43,4941
2394,479,Collectibles,1582,45.0,71205.34,27058.03,44147.31,3.97,1898
2395,479,Game-Day Specials,2954,20.0,59081.26,17724.38,41356.88,3.3,3544
2396,480,Jerseys,982,110.0,108085.54,45395.93,62689.61,7.28,1080
2397,480,Hats,2507,32.0,80229.35,28080.27,52149.08,5.4,2757
2398,480,T-Shirts,3052,28.0,85473.33,27351.47,58121.86,5.76,3357
2399,480,Collectibles,1190,45.0,53590.11,20364.24,33225.87,3.61,1309
2400,480,Game-Day Specials,2450,20.0,49014.12,14704.24,34309.88,3.3,2695
2401,481,Jerseys,1198,110.0,131856.03,55379.53,76476.5,8.07,1377
2402,481,Hats,3234,32.0,103519.91,36231.97,67287.94,6.33,3719
2403,481,T-Shirts,4117,28.0,115298.36,36895.48,78402.88,7.05,4734
2404,481,Collectibles,1328,45.0,59779.41,22716.18,37063.23,3.66,1527
2405,481,Game-Day Specials,2953,20.0,59066.8,17720.04,41346.76,3.61,3395
2406,482,Jerseys,1180,110.0,129860.92,54541.59,75319.33,7.42,1416
2407,482,Hats,3001,32.0,96052.31,33618.31,62434.0,5.49,3601
2408,482,T-Shirts,3843,28.0,107606.07,34433.94,73172.13,6.15,4611
2409,482,Collectibles,1424,45.0,64119.43,24365.38,39754.05,3.66,1708
2410,482,Game-Day Specials,3124,20.0,62484.02,18745.21,43738.81,3.57,3748
2411,483,Jerseys,1068,110.0,117549.0,49370.58,68178.42,7.64,1174
2412,483,Hats,2572,32.0,82312.02,28809.21,53502.81,5.35,2829
2413,483,T-Shirts,3490,28.0,97721.2,31270.78,66450.42,6.35,3839
2414,483,Collectibles,1192,45.0,53670.6,20394.83,33275.77,3.49,1311
2415,483,Game-Day Specials,2554,20.0,51084.34,15325.3,35759.04,3.32,2809
2416,484,Jerseys,1137,110.0,125108.0,52545.36,72562.64,7.68,1307
2417,484,Hats,2732,32.0,87452.7,30608.44,56844.26,5.37,3141
2418,484,T-Shirts,3391,28.0,94961.3,30387.62,64573.68,5.83,3899
2419,484,Collectibles,1252,45.0,56363.23,21418.03,34945.2,3.46,1439
2420,484,Game-Day Specials,2642,20.0,52851.7,15855.51,36996.19,3.25,3038
